Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"104,759,000","113,054,000","108,096,000","76,701,000","79,660,000","55,506,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-12.148%,4.587%,40.932%,-3.715%,43.516%,63.909%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"44,154,000","47,985,000","42,330,000","33,027,000","32,183,000","20,915,000",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"60,605,000","65,069,000","65,766,000","43,674,000","47,477,000","34,591,000",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","41,096,000","44,869,000","48,253,000","44,032,000","36,172,000","30,642,000",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"803,000","1,607,000","2,943,000","5,873,000","4,596,000","1,158,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"47,782,000","52,282,000","57,277,000","56,050,000","46,746,000","35,726,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"12,823,000","12,787,000","8,489,000","-12,376,000","731,000","-1,135,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-9,074,000","-13,364,000","-13,606,000","-12,223,000","-9,816,000","-6,867,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,-,-,-,-,-,"220,000",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-182,000","-165,000","-1,689,000","-154,000","1,991,000","-1,114,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"2,759,000","2,841,000","2,640,000","23,553,000","-22,300,000","8,005,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"6,326,000","2,099,000","-4,166,000","-1,200,000","-29,394,000","-891,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,"-1,461,000","-1,105,000","-875,000","-870,000","-2,107,000","-3,963,000",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,"-3,351,000","-888,000",-,"-1,750,000",-,"-691,000",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"1,514,000","106,000","-5,041,000","-3,820,000","-31,501,000","-5,545,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"-781,000","320,000","-6,262,000","-941,000","-3,237,000","-844,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"2,295,000","-214,000","1,221,000","-2,879,000","-28,264,000","-4,701,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"2,295,000","-214,000","1,221,000","-2,879,000","-28,264,000","-4,701,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"24,407,099","22,321,446","19,976,167","19,454,155","15,197,419","14,360,282",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"24,572,380","22,486,727","20,523,804","19,855,794","15,197,419","14,360,282",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),18.662%,9.564%,3.364%,30.652%,5.830%,44.916%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),0.094,-0.010,0.061,-0.148,-1.860,-0.327,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),0.087,-0.010,0.060,-0.150,-1.860,-0.327,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"22,121,000","18,664,000","-1,505,000","-1,277,000","4,923,000","-1,808,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.900,0.830,-0.073,-0.064,0.324,-0.126,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,57.852%,57.556%,60.840%,56.941%,59.599%,62.319%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,12.240%,11.311%,7.853%,-16.135%,0.918%,-2.045%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,2.191%,-0.189%,1.130%,-3.754%,-35.481%,-8.469%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,21.116%,16.509%,-1.392%,-1.665%,6.180%,-3.257%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"18,478,000","18,443,000","14,372,000","-6,457,000","6,354,000","2,440,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,17.639%,16.313%,13.296%,-8.418%,7.976%,4.396%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"5,655,000","5,656,000","5,883,000","5,919,000","5,623,000","3,575,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"12,823,000","12,787,000","8,489,000","-12,376,000","731,000","-1,135,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,12.240%,11.310%,7.853%,-16.135%,0.918%,-2.045%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,-,301.887%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
