Fiscal Quarter,Q4 2011,Q3 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,Q2 2008,Q1 2008,Q4 2007,Q3 2007,Q2 2007,Q1 2007,Q4 2006,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010","Jun '10 Jun 30, 2010","Mar '10 Mar 31, 2010","Dec '09 Dec 31, 2009","Sep '09 Sep 30, 2009","Jun '09 Jun 30, 2009","Mar '09 Mar 31, 2009","Dec '08 Dec 31, 2008","Sep '08 Sep 30, 2008","Jun '08 Jun 30, 2008","Mar '08 Mar 31, 2008","Dec '07 Dec 31, 2007","Sep '07 Sep 30, 2007","Jun '07 Jun 30, 2007","Mar '07 Mar 31, 2007","Dec '06 Dec 31, 2006",+3 Quarters,,
Revenue,-,-,"1,237,000",-,-,-,-,-,-,277,"1,857",620,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,"247,400",-,-,-,-,-,-,-,"1,916","1,809",-,-,-,"593,866",-,-,-,"1,037,418",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,"989,600",-,-,-,-,-,-,277,-59,"-1,189",-,-,-,"-593,866",-,-,-,"-1,037,418",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin",-,"104,844","115,060","272,765","272,765","269,777","363,654","458,000","62,980,074","435,564","785,803","1,116,903","1,453,645","1,869,626","2,049,138","1,437,513","2,126,462","4,018,482","2,532,457","1,373,472",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,-,"104,844","115,060","272,765","272,765","269,777","363,654","458,000","62,980,074","435,564","785,803","1,116,903","1,453,645","1,869,626","2,049,138","1,437,513","2,126,462","4,018,482","2,532,457","1,373,472",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,-,"-104,844","874,540","-272,765","-272,765","-269,777","-363,654","-458,000","-62,980,074","-435,287","-785,862","-1,118,092","-1,453,645","-1,869,626","-2,049,138","-2,031,379","-2,126,462","-4,018,482","-2,532,457","-2,410,890",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,"-18,450","-250,115","-361,129","-282,895","-965,497","-915,606","-906,347","-755,456","-27,569",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,12,10,8,"1,091","3,743","3,495","16,997","30,714",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,"-3,318","-956,582","-90,306","-526,891","-92,181","-218,768","-188,500",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,-,"-104,844","874,540","-272,765","-272,765","-269,777","-363,654","-458,000","-62,980,074","-457,055","-1,992,559","-1,569,527","-2,263,419","-2,927,294","-3,183,504","-3,125,135","-2,878,175","-4,042,556","-2,515,460","-2,380,176",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,373",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"5,371,284",-,-,-,"600,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,-,"-104,844","6,245,824","-272,765","-272,765","-269,777","236,346","-458,000","-62,980,074","-457,055","-1,992,559","-1,569,527","-2,263,419","-2,927,294","-3,183,504","-3,094,762","-2,878,175","-4,042,556","-2,515,460","-2,380,176",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,-,"-104,844","6,245,824","-272,765","-272,765","-269,777","236,346","-458,000","-62,980,074","-457,055","-1,992,559","-1,569,527","-2,263,419","-2,927,294","-3,183,504","-3,094,762","-2,878,175","-4,042,556","-2,515,460","-2,380,176",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,-,"-104,844","6,245,824","-272,765","-272,765","-269,777","236,346","-458,000","-62,980,074","-457,055","-1,992,559","-1,569,527","-2,263,419","-2,927,294","-3,183,504","-3,094,762","-2,878,175","-4,042,556","-2,515,460","-2,380,176",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,2542.661%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,951,503","1,951,503","1,538,543","1,461,619","1,461,619",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,951,503","1,951,503","1,538,543","1,461,619","1,461,619",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),33.517%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-,-0.054,4.060,-0.187,-0.187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-,-0.054,4.060,-0.187,-0.187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
