Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"1,858,657,000","1,226,316,000","410,746,000","497,277,000","41,243,000","78,462,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"50,002,000","42,278,000","30,263,000","30,989,000","20,717,000","14,349,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"1,908,659,000","1,268,594,000","441,009,000","528,266,000","61,960,000","92,811,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),85.557%,187.657%,-16.518%,752.592%,-33.241%,217.509%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,186,678,000","977,327,000","692,797,000","580,520,000","370,885,000","220,771,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"721,981,000","291,267,000","-251,788,000","-52,254,000","-308,925,000","-127,960,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","978,218,000","711,905,000","472,132,000","307,644,000","171,643,000","72,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"978,218,000","711,905,000","472,132,000","307,644,000","171,643,000","72,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-256,237,000","-420,638,000","-723,920,000","-359,898,000","-480,568,000","-200,106,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,827,000","-693,000","-1,343,000","-412,000","-201,000","-117,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"144,298,000","92,962,000","24,741,000","3,489,000","5,119,000","8,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-7,082,000","-4,411,000","-677,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"44,130,000","14,073,000","-32,732,000","-50,053,000","-126,234,000","6,990,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-211,000","-211,000","-850,000","-683,000","-200,000","1,192,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-76,929,000","-318,918,000","-734,781,000","-407,557,000","-602,084,000","-183,236,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"14,422,000","14,422,000","5,467,000","7,814,000","-3,268,000","7,317,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-62,507,000","-304,496,000","-729,314,000","-399,743,000","-605,352,000","-175,919,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-22,214,000","-9,443,000","-19,720,000","8,522,000","3,103,000","5,289,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,293,000","-295,053,000","-709,594,000","-408,265,000","-608,455,000","-181,208,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-40,293,000","-295,053,000","-709,594,000","-408,265,000","-608,455,000","-181,208,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"59,509,947","57,169,253","54,381,371","51,075,827","45,410,442","38,619,121",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"59,509,947","57,169,253","54,381,371","51,075,827","45,410,442","38,619,121",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.835%,5.127%,6.472%,12.476%,17.585%,15.559%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.677,-5.161,-13.048,-7.993,-13.399,-4.692,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.677,-5.161,-13.048,-7.993,-13.399,-4.692,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-421,139,000","-863,644,000","-610,435,000","-399,531,000","149,834,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-7.367,-15.881,-11.952,-8.798,3.880,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,37.827%,22.960%,-57.094%,-9.892%,-,-137.871%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-13.425%,-33.158%,-164.151%,-68.128%,-775.610%,-215.606%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2.111%,-23.258%,-160.902%,-77.284%,-982.013%,-195.244%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-33.197%,-195.834%,-115.554%,-644.821%,161.440%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-150,084,500","-316,815,000","-623,203,000","-357,866,000","-479,600,000","-199,457,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-7.863%,-24.974%,-141.313%,-67.743%,-,-214.907%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"106,152,500","103,823,000","100,717,000","2,032,000","968,000","649,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-256,237,000","-420,638,000","-723,920,000","-359,898,000","-480,568,000","-200,106,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-13.425%,-33.158%,-164.151%,-68.128%,-,-215.606%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,908,659,000","1,268,594,000","445,267,000","539,418,000","64,911,000","94,025,000",Upgrade,Financials in USD,Fiscal year is January - December
