Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"723,918","557,710","989,042",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),20.365%,-43.611%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,814,808","1,699,282","2,310,362","2,519,345",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,090,890","-1,141,572","-1,321,320","-2,519,345",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,080,747","1,356,793","1,548,040","2,121,594","2,211,363","2,365,934",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"2,724,519","3,799,681",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,080,747","1,356,793","1,548,040","2,121,594","4,935,882","6,165,615",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,171,637","-2,498,365","-2,869,360","-4,640,939","-4,935,882","-6,165,615",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-235,376","-216,214","-163,691","-961,698","-1,748,120","-1,455,084",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,"3,415","23,162",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,407,013","-2,714,579","-3,033,051","-5,602,637","-6,680,587","-7,597,537",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-621,641","-387,189","-521,632",-,-,"675,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"63,094","3,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,028,654","-3,101,768","-3,554,683","-5,539,543","-6,677,587","-6,922,537",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,028,654","-3,101,768","-3,554,683","-5,539,543","-6,677,587","-6,922,537",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,028,654","-3,101,768","-3,554,683","-5,539,543","-6,677,587","-6,922,537",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"419,619,012","419,508,146","419,470,338","408,223,004","393,252,321","386,593,634",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"419,619,012","419,508,146","419,470,338","408,223,004","393,252,321","386,593,634",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.028%,0.009%,2.755%,3.807%,1.722%,1.113%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.007,-0.008,-0.014,-0.017,-0.018,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.007,-0.008,-0.014,-0.017,-0.018,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,933,294","-2,571,978","-3,041,472","-1,013,304","-4,085,795","-6,190,215",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.006,-0.007,-0.002,-0.010,-0.016,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-150.692%,-204.689%,-133.596%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-299.984%,-447.968%,-290.115%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-418.370%,-556.161%,-359.407%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-405.197%,-461.168%,-307.517%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,162,716","-2,489,444","-2,858,465","-4,628,074","-4,694,092","-5,480,403",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-298.752%,-,-289.014%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,921","8,921","10,895","12,865","241,790","685,212",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,171,637","-2,498,365","-2,869,360","-4,640,939","-4,935,882","-6,165,615",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-299.984%,-,-290.115%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
