Fiscal Year,TTM,FY 2011,FY 2010,FY 2009,FY 2008,FY 2007,2006 - 2005,Currency,Fiscal_Year_period
Period Ending,"Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Dec '10 Dec 31, 2010","Dec '09 Dec 31, 2009","Dec '08 Dec 31, 2008","Dec '07 Dec 31, 2007",2006 - 2005,,
Other Revenue,"91,346","122,604","6,180",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"91,346","122,604","6,180",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,1883.883%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,150,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"91,346","122,454","6,180",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","612,755","637,758","1,628","1,047","436,758","298,989",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"612,755","637,758","1,628","1,047","436,758","389,048",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-521,409","-515,304","4,552","-1,047","-436,758","-389,048",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-34,457","-27,312",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-18,522","-24,342","-4,552","-7,591",-,"13,851",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-539,931","-539,646",-,"-8,638","-471,215","-402,509",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-539,931","-539,646",-,"-8,638","-471,215","-402,509",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-539,931","-539,646",-,"-8,638","-471,215","-402,509",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"102,587,000","102,587,000","82,517,000","30,517,000","30,167,000","30,112,526",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"102,587,000","102,587,000","82,517,000","30,517,000","30,167,000","30,112,526",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),240.064%,24.322%,170.397%,1.160%,0.181%,20.633%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.005,-0.005,-,-0.000,-0.016,-0.013,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.005,-0.005,-,-0.000,-0.016,-0.013,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-122,252","-6,180","29,198","-128,251","-202,320",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.001,-0.000,0.001,-0.004,-0.007,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,99.878%,100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-570.807%,-420.300%,73.657%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-591.083%,-440.154%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-99.713%,-100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"-511,704","8,152","2,553","-433,158","-385,424",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,131.909%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"3,600","3,600","3,600","3,600","3,624",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-521,409","-515,304","4,552","-1,047","-436,758","-389,048",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,73.657%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"91,346","122,604","6,180",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"2,659",-,Upgrade,Financials in USD,Fiscal year is January - December
