Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"7,778,400,000","7,914,658,000","7,546,355,000","5,937,373,000","4,088,871,000","3,294,749,000",Upgrade,Financials in BRL,Fiscal year is January - December
Revenue Growth (YoY),-5.016%,4.881%,27.099%,45.208%,24.103%,-11.534%,Upgrade,Financials in BRL,Fiscal year is January - December
Cost of Revenue,"3,037,419,000","2,919,114,000","2,784,831,000","2,134,487,000","1,459,596,000","1,209,057,000",Upgrade,Financials in BRL,Fiscal year is January - December
Gross Profit,"4,740,981,000","4,995,544,000","4,761,524,000","3,802,886,000","2,629,275,000","2,085,692,000",Upgrade,Financials in BRL,Fiscal year is January - December
"Selling, General & Admin","2,548,062,000","2,520,536,000","2,299,175,000","1,894,539,000","1,563,978,000","1,610,891,000",Upgrade,Financials in BRL,Fiscal year is January - December
Other Operating Expenses,"-21,377,000","-27,788,000","22,158,000","-48,703,000","-236,754,000","-601,234,000",Upgrade,Financials in BRL,Fiscal year is January - December
Operating Expenses,"2,526,685,000","2,492,748,000","2,321,333,000","1,845,836,000","1,327,224,000","1,009,657,000",Upgrade,Financials in BRL,Fiscal year is January - December
Operating Income,"2,214,296,000","2,502,796,000","2,440,191,000","1,957,050,000","1,302,051,000","1,076,035,000",Upgrade,Financials in BRL,Fiscal year is January - December
Interest Expense,"-1,000,069,000","-1,129,149,000","-986,082,000","-445,106,000","-221,942,000","-81,752,000",Upgrade,Financials in BRL,Fiscal year is January - December
Interest & Investment Income,"278,377,000","247,605,000","251,021,000","121,434,000","146,514,000","96,169,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Equity Investments,"24,417,000","19,893,000","23,411,000","10,951,000","16,833,000","9,639,000",Upgrade,Financials in BRL,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"19,000",-,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Other Non Operating Income (Expenses),"-116,294,000","-126,792,000","-136,605,000",-,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
EBT Excluding Unusual Items,"1,400,727,000","1,514,353,000","1,591,955,000","1,644,329,000","1,243,456,000","1,100,091,000",Upgrade,Financials in BRL,Fiscal year is January - December
Legal Settlements,"-3,010,000","-4,878,000","19,149,000",-,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Other Unusual Items,"34,243,000",-,-,-,-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Pretax Income,"1,431,960,000","1,509,475,000","1,611,104,000","1,644,329,000","1,243,456,000","1,100,091,000",Upgrade,Financials in BRL,Fiscal year is January - December
Income Tax Expense,"-129,368,000","-141,638,000","-95,348,000","26,580,000","-78,173,000","-88,894,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Continuing Operations,"1,561,328,000","1,651,113,000","1,706,452,000","1,617,749,000","1,321,629,000","1,188,985,000",Upgrade,Financials in BRL,Fiscal year is January - December
Earnings From Discontinued Operations,"-1,292,000","-563,000","-8,053,000","-287,444,000","-26,513,000","-24,945,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income to Company,"1,560,036,000","1,650,550,000","1,698,399,000","1,330,305,000","1,295,116,000","1,164,040,000",Upgrade,Financials in BRL,Fiscal year is January - December
Minority Interest in Earnings,"8,452,000","-2,590,000","-1,702,000","-97,000",-,-,Upgrade,Financials in BRL,Fiscal year is January - December
Net Income,"1,568,488,000","1,647,960,000","1,696,697,000","1,330,208,000","1,295,116,000","1,164,040,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income to Common,"1,568,488,000","1,647,960,000","1,696,697,000","1,330,208,000","1,295,116,000","1,164,040,000",Upgrade,Financials in BRL,Fiscal year is January - December
Net Income Growth,-11.324%,-2.872%,27.551%,2.710%,11.260%,3.049%,Upgrade,Financials in BRL,Fiscal year is January - December
Shares Outstanding (Basic),"632,725,265","632,460,000","632,211,000","631,921,786","631,385,071","631,288,945",Upgrade,Financials in BRL,Fiscal year is January - December
Shares Outstanding (Diluted),"637,345,473","637,793,000","639,103,000","639,486,183","638,340,365","639,934,029",Upgrade,Financials in BRL,Fiscal year is January - December
Shares Change (YoY),-0.232%,-0.205%,-0.060%,0.179%,-0.249%,0.068%,Upgrade,Financials in BRL,Fiscal year is January - December
EPS (Basic),2.479,2.606,2.684,2.105,2.051,1.844,Upgrade,Financials in BRL,Fiscal year is January - December
EPS (Diluted),2.461,2.584,2.655,2.080,2.029,1.819,Upgrade,Financials in BRL,Fiscal year is January - December
EPS Growth,-11.118%,-2.673%,27.628%,2.526%,11.538%,2.979%,Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow,"2,245,874,000","1,933,745,000","1,523,106,000","699,846,000","730,584,000","577,927,000",Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow Per Share,3.524,3.032,2.383,1.094,1.145,0.903,Upgrade,Financials in BRL,Fiscal year is January - December
Dividend Per Share,0.698,1.231,1.230,1.230,1.170,1.070,Upgrade,Financials in BRL,Fiscal year is January - December
Dividend Growth,-43.172%,0.117%,0%,5.128%,9.346%,10.309%,Upgrade,Financials in BRL,Fiscal year is January - December
Gross Margin,60.950%,63.118%,63.097%,64.050%,64.303%,63.303%,Upgrade,Financials in BRL,Fiscal year is January - December
Operating Margin,28.467%,31.622%,32.336%,32.962%,31.844%,32.659%,Upgrade,Financials in BRL,Fiscal year is January - December
Profit Margin,20.165%,20.822%,22.484%,22.404%,31.674%,35.330%,Upgrade,Financials in BRL,Fiscal year is January - December
Free Cash Flow Margin,28.873%,24.432%,20.183%,11.787%,17.868%,17.541%,Upgrade,Financials in BRL,Fiscal year is January - December
EBITDA,"2,329,058,000","2,655,638,000","2,549,539,000","2,090,736,000","1,423,533,000","1,196,408,000",Upgrade,Financials in BRL,Fiscal year is January - December
