Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"318,890,000","317,328,000","247,829,000","194,210,000","132,152,000","63,813,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),6.367%,28.043%,27.609%,46.960%,107.093%,1111.333%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"164,493,000","157,630,000","143,555,000","78,243,000","46,691,000","58,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"154,397,000","159,698,000","104,274,000","115,967,000","85,461,000","5,235,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","111,304,000","115,189,000","115,588,000","75,107,000","60,763,000","45,898,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"136,000","582,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"384,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"120,793,000","124,622,000","125,246,000","80,640,000","64,785,000","49,547,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"33,604,000","35,076,000","-20,972,000","35,327,000","20,676,000","-44,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-35,679,000","-35,106,000","-39,059,000","-24,989,000","-7,034,000","-4,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-297,000","53,000","-712,000","-4,654,000","-159,000","-313,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"9,467,000","3,112,000","52,433,000","53,630,000","-110,911,000","568,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"7,095,000","3,135,000","-8,310,000","59,314,000","-97,428,000","-48,149,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-2,833,000","-2,833,000","-4,399,000","-6,576,000","-899,000","-11,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-4,690,000","-4,690,000","-170,357,000","-5,007,000",-,"-45,802,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-451,000","-2,603,000","43,000","6,192,000","533,000","-4,394,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"1,914,000","1,914,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-55,792,000","-53,382,000","-141,816,000","-3,945,000","-349,000","-5,055,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-3,993,000","-374,000","14,654,000","-5,448,000","-18,709,000","-46,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-58,750,000","-58,833,000","-310,185,000","44,530,000","-116,852,000","-161,378,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"25,571,000","23,453,000","-10,783,000","28,877,000","10,769,000","1,769,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-84,321,000","-82,286,000","-299,402,000","15,653,000","-127,621,000","-163,147,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"-4,444,000","-25,949,000","-9,518,000","-14,635,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-84,321,000","-86,730,000","-325,351,000","6,135,000","-142,256,000","-163,147,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-8,200,000","-8,815,000","-4,557,000","-3,024,000","3,052,000","2,479,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-92,521,000","-95,545,000","-329,908,000","3,111,000","-139,204,000","-160,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-92,521,000","-95,545,000","-329,908,000","3,111,000","-139,204,000","-160,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"290,303,113","279,285,588","244,351,028","181,056,654","149,740,210","99,592,007",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"290,303,113","279,285,588","244,351,028","208,708,664","149,740,210","99,592,007",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.691%,14.297%,17.078%,39.381%,50.354%,5.999%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.319,-0.342,-1.350,0.017,-0.930,-1.613,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.326,-0.346,-1.350,0.014,-0.930,-1.613,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"31,461,000","19,709,000","-65,754,000","-71,650,000","-80,755,000","-72,675,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.108,0.071,-0.269,-0.343,-0.539,-0.730,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,48.417%,50.326%,42.075%,59.712%,64.669%,8.204%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,10.538%,11.054%,-8.462%,18.190%,15.646%,-69.440%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-29.013%,-30.109%,-133.119%,1.602%,-105.336%,-251.779%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,9.866%,6.211%,-26.532%,-36.893%,-61.108%,-113.887%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"53,836,000","55,458,000","1,652,000","48,116,000","29,013,000","-39,868,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,16.882%,17.477%,0.666%,24.775%,21.954%,-62.476%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"20,232,000","20,382,000","22,624,000","12,789,000","8,337,000","4,444,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"33,604,000","35,076,000","-20,972,000","35,327,000","20,676,000","-44,312,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,10.538%,11.053%,-8.462%,18.190%,15.646%,-69.440%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,64.848%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"132,152,000","63,813,000",Upgrade,Financials in USD,Fiscal year is January - December
