Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"3,250,200,000","3,127,500,000","3,025,000,000","2,643,300,000","2,591,600,000","2,576,200,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"184,900,000","178,900,000","131,400,000","105,300,000","94,600,000","116,600,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"3,435,100,000","3,306,400,000","3,156,400,000","2,748,600,000","2,686,200,000","2,692,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),6.713%,4.752%,14.837%,2.323%,-0.245%,14.665%,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"618,000,000","571,200,000","527,700,000","438,600,000","490,600,000","488,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"2,817,100,000","2,735,200,000","2,628,700,000","2,310,000,000","2,195,600,000","2,204,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","1,157,200,000","1,135,300,000","1,038,700,000","916,200,000","972,200,000","1,020,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"652,500,000","619,300,000","445,300,000","424,400,000","405,600,000","388,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"150,000,000","119,600,000","201,000,000","83,200,000","58,800,000","93,400,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"1,959,700,000","1,874,200,000","1,685,000,000","1,423,800,000","1,436,600,000","1,503,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"857,400,000","861,000,000","943,700,000","886,200,000","759,000,000","701,800,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-22,100,000","-26,200,000","-23,800,000","-23,700,000","-27,100,000","-30,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"9,400,000","6,800,000","5,300,000","1,900,000","2,300,000","2,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Equity Investments,"5,000,000","-5,400,000","-1,500,000","400,000","-1,500,000","3,700,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-8,900,000","-4,800,000","9,200,000","-900,000","11,600,000","-2,600,000",Upgrade,Financials in EUR,Fiscal year is January - December
