Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"116,384,000,000","97,586,000,000","98,261,000,000","106,278,000,000","121,230,000,000","109,311,000,000","88,337,000,000","187,568,000,000","78,939,000,000","71,839,000,000","115,512,000,000","74,540,000,000","76,119,000,000","68,965,000,000","72,758,000,000","75,966,000,000","77,050,000,000","71,402,000,000","79,857,000,000","92,637,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),-3.997%,-10.726%,11.234%,-43.339%,53.574%,52.161%,-23.526%,151.634%,3.705%,4.167%,58.762%,-1.877%,-1.208%,-3.413%,-8.890%,-17.996%,-5.636%,-9.874%,-18.910%,-4.536%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"15,695,000,000","14,442,000,000","15,200,000,000","14,516,000,000","14,765,000,000","13,119,000,000","17,680,000,000","17,199,000,000","14,421,000,000","12,945,000,000","15,562,000,000","12,868,000,000","14,652,000,000","12,331,000,000","16,576,000,000","13,090,000,000","11,369,000,000","11,488,000,000","15,788,000,000","13,096,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"100,689,000,000","83,144,000,000","83,061,000,000","91,762,000,000","106,465,000,000","96,192,000,000","70,657,000,000","170,369,000,000","64,518,000,000","58,894,000,000","99,950,000,000","61,672,000,000","61,467,000,000","56,634,000,000","56,182,000,000","62,876,000,000","65,681,000,000","59,914,000,000","64,069,000,000","79,541,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","23,692,000,000","24,042,000,000","23,326,000,000","24,142,000,000","24,325,000,000","23,191,000,000","22,951,000,000","24,168,000,000","24,069,000,000","22,447,000,000","21,335,000,000","22,294,000,000","22,497,000,000","21,750,000,000","22,155,000,000","23,074,000,000","22,291,000,000","20,866,000,000","-21,468,000,000","38,454,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"27,394,000,000","29,432,000,000","30,007,000,000","25,427,000,000","22,208,000,000","24,997,000,000","27,584,000,000","26,078,000,000","26,198,000,000","22,530,000,000","24,777,000,000","20,043,000,000","13,446,000,000","14,729,000,000","15,015,000,000","14,379,000,000","12,687,000,000","12,166,000,000","47,949,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"773,000,000","463,000,000","-5,683,000,000","667,000,000","7,529,000,000","568,000,000","2,365,000,000","949,000,000","-2,547,000,000","537,000,000","-1,296,000,000","738,000,000","830,000,000","542,000,000","24,066,000,000","-22,266,000,000","208,000,000","455,000,000","2,908,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"52,929,000,000","55,032,000,000","53,420,000,000","51,129,000,000","54,942,000,000","49,605,000,000","57,884,000,000","52,118,000,000","48,715,000,000","46,470,000,000","49,707,000,000","43,913,000,000","37,596,000,000","37,839,000,000","65,554,000,000","15,981,000,000","35,988,000,000","34,295,000,000","35,936,000,000","38,454,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"47,760,000,000","28,112,000,000","29,641,000,000","40,633,000,000","51,523,000,000","46,587,000,000","12,773,000,000","118,251,000,000","15,803,000,000","12,424,000,000","50,243,000,000","17,759,000,000","23,871,000,000","18,795,000,000","-9,372,000,000","46,895,000,000","29,693,000,000","25,619,000,000","28,133,000,000","41,087,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest Expense,"-2,768,000,000","-2,839,000,000",-,"-3,115,000,000","-2,212,000,000","-954,000,000",-,"-747,000,000","-808,000,000","-24,000,000","-342,000,000","-485,000,000","-87,000,000","-82,000,000",-,"-330,000,000","-477,000,000","-447,000,000","-275,000,000","-24,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest & Investment Income,"12,317,000,000","11,254,000,000","22,522,000,000","11,368,000,000","10,590,000,000","10,073,000,000","16,286,000,000","13,306,000,000","12,673,000,000","27,913,000,000","306,000,000","6,679,000,000","4,108,000,000","4,229,000,000","10,604,000,000","3,078,000,000","7,911,000,000","4,894,000,000","11,971,000,000","8,756,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Currency Exchange Gain (Loss),-,-,"2,755,000,000",-,-,-,"1,901,000,000",-,-,-,"1,898,000,000",-,-,-,"923,000,000",-,-,-,"-564,000,000","1,077,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Non Operating Income (Expenses),"-1,000,000","-2,000,000","-1,125,000,000","-2,000,000","-2,000,000","-1,000,000","830,000,000","-3,000,000","-2,000,000","-2,000,000","-266,000,000","-2,000,000","-2,000,000",-,"-576,000,000","-2,000,000","-2,000,000","-4,000,000","1,240,000,000","-1,302,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBT Excluding Unusual Items,"57,308,000,000","36,525,000,000","53,793,000,000","48,884,000,000","59,899,000,000","55,705,000,000","31,790,000,000","130,807,000,000","27,666,000,000","40,311,000,000","51,839,000,000","23,951,000,000","27,890,000,000","22,942,000,000","1,579,000,000","49,641,000,000","37,125,000,000","30,062,000,000","40,505,000,000","49,594,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Merger & Restructuring Charges,-,-,"-7,255,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,"-123,000,000",-,-,-,"-33,000,000",-,-,-,"-20,000,000",-,-,-,"2,958,000,000",-,-,-,"-2,112,000,000","1,225,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"633,000,000",-,-,-,"1,628,000,000",-,-,-,"-87,000,000",-,-,-,"22,940,000,000",-,-,-,"1,219,000,000","1,251,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Asset Writedown,-,-,"-13,193,000,000",-,-,-,"-11,758,000,000",-,-,-,"-141,000,000",-,-,-,"-825,000,000",-,-,-,"-100,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Legal Settlements,-,-,"-59,000,000",-,-,-,"-80,000,000",-,-,-,"-106,000,000",-,-,-,"-464,000,000",-,-,-,"-453,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,000,000","1,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Pretax Income,"57,308,000,000","36,525,000,000","33,796,000,000","48,884,000,000","59,899,000,000","55,705,000,000","21,547,000,000","130,807,000,000","27,666,000,000","40,311,000,000","51,485,000,000","23,951,000,000","27,890,000,000","22,942,000,000","26,188,000,000","49,641,000,000","37,125,000,000","30,062,000,000","39,058,000,000","52,071,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Income Tax Expense,"4,743,000,000","6,218,000,000","-340,000,000","12,643,000,000","11,915,000,000","13,490,000,000","-5,177,000,000","30,442,000,000","4,686,000,000","5,884,000,000","8,777,000,000","6,243,000,000","7,065,000,000","-9,256,000,000","200,000,000","12,950,000,000","9,282,000,000","8,524,000,000","7,672,000,000","12,836,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Continuing Operations,"52,565,000,000","30,307,000,000","34,136,000,000","36,241,000,000","47,984,000,000","42,215,000,000","26,724,000,000","100,365,000,000","22,980,000,000","34,427,000,000","42,708,000,000","17,708,000,000","20,825,000,000","32,198,000,000","25,988,000,000","36,691,000,000","27,843,000,000","21,538,000,000","31,386,000,000","39,235,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Minority Interest in Earnings,"-69,000,000","330,000,000","672,000,000","388,000,000","47,000,000","347,000,000","512,000,000","99,000,000","-438,000,000","295,000,000","477,000,000","161,000,000","67,000,000","40,000,000","-203,000,000","1,000,000","1,000,000","-2,000,000","-37,000,000","-7,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
