Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"102,169,000","115,958,000","79,326,000","52,453,000","29,930,000","6,235,000",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-4.346%,46.179%,51.233%,75.252%,380.032%,4418.116%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"59,488,000","74,099,000","52,896,000","24,280,000","18,152,000","4,233,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"42,681,000","41,859,000","26,430,000","28,173,000","11,778,000","2,002,000",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","35,216,000","33,393,000","21,265,000","15,628,000","11,779,000","3,066,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"39,593,000","37,874,000","26,748,000","21,791,000","16,927,000","5,394,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"3,088,000","3,985,000","-318,000","6,382,000","-5,149,000","-3,392,000",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-3,110,000","-2,924,000","-3,158,000","-4,090,000","-3,491,000","-229,000",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-385,000","-479,000","-649,000","-167,000","-2,000","-14,000",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-155,000","221,000","140,000","66,000","40,000","28,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-562,000","803,000","-3,985,000","2,191,000","-8,602,000","-3,607,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"62,000",-,"-81,000","-34,000","-154,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Legal Settlements,-,"-2,573,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"-107,000",-,"-396,000","-414,000","-454,000","-2,924,000",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,279,000","-1,770,000","-4,462,000","1,743,000","-9,210,000","-6,531,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-4,987,000","-1,770,000","-4,462,000","1,743,000","-9,210,000","-6,531,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-4,987,000","-1,770,000","-4,462,000","1,743,000","-9,210,000","-6,531,000",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"408,132,762","408,132,762","404,028,200","365,778,015","347,676,522","65,898,439",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"408,132,762","408,132,762","404,028,200","374,778,722","347,676,522","65,898,439",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),0.090%,1.016%,7.804%,7.795%,427.594%,49.746%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.012,-0.004,-0.011,0.005,-0.026,-0.099,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.021,-0.004,-0.011,0.005,-0.030,-0.099,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"5,153,000","5,624,000","4,992,000","-20,106,000","-8,518,000","-2,704,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.013,0.014,0.012,-0.054,-0.024,-0.041,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,41.775%,36.098%,33.318%,53.711%,39.352%,32.109%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,3.022%,3.437%,-0.401%,12.167%,-17.203%,-54.403%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-4.881%,-1.526%,-5.625%,3.323%,-30.772%,-104.747%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,5.044%,4.850%,6.293%,-38.331%,-28.460%,-43.368%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"6,373,000","5,679,000","2,756,000","9,569,000","-3,510,000","-3,128,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,6.238%,4.897%,3.474%,18.243%,-11.727%,-50.168%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"3,285,000","1,694,000","3,074,000","3,187,000","1,639,000","264,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"3,088,000","3,985,000","-318,000","6,382,000","-5,149,000","-3,392,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,3.022%,3.437%,-0.401%,12.167%,-17.203%,-54.402%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"102,169,000","115,958,000","79,326,000","52,453,000","29,930,000","6,235,000",Upgrade,Financials in CAD,Fiscal year is January - December
