Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"41,464,030","40,712,982","40,892,068","42,271,834","29,433,990","20,820,180",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),5.079%,-0.438%,-3.264%,43.616%,41.372%,161.718%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"37,232,171","37,005,284","60,783,022","53,986,756","53,639,569","5,948,212",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"4,231,859","3,707,698","-19,890,954","-11,714,922","-24,205,579","14,871,968",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","19,949,171","25,117,051","29,770,142","28,728,772","27,642,424","18,193,028",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"19,938,774","25,085,694","31,616,729","32,325,601","32,433,761","23,235,346",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-15,706,915","-21,377,996","-51,507,683","-44,040,523","-56,639,340","-8,363,378",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-26,852,546","-24,387,038","-17,189,801","-10,774,471","-5,817,375","-1,242,006",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,"65,760","222,156",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-501,269","-77,373","-387,616","-134,484","-92,082","-7,816",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"46,818","68,026","59,735","5,844,057","3,980,274","-134,150",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-43,013,912","-45,774,381","-69,025,365","-49,105,421","-58,502,763","-9,525,194",Upgrade,Financials in CAD,Fiscal year is January - December
Merger & Restructuring Charges,"416,655","-964,042","-521,808","-466,897",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-6,011,097","-16,123,601",-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-232,500","-66,288","-867,167",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-23,425","114,728","-22,018","-494,255","-453,951",-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,"-1,044,315","-1,044,315","-62,642,454","-25,153,976","-18,676,399",-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,"9,065,198","2,529,013","4,215,868",-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-42,164,997","-46,168,010","-123,146,447","-78,935,133","-89,607,134","-10,392,361",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-42,164,997","-46,168,010","-123,146,447","-78,935,133","-89,607,134","-10,392,361",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-42,164,997","-46,168,010","-123,146,447","-78,935,133","-89,607,134","-10,392,361",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"308,566,988","307,848,704","305,061,031","249,012,535","208,047,322","116,091,008",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"308,566,988","307,848,704","305,061,031","249,012,535","208,047,322","116,091,008",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),0.392%,0.914%,22.508%,19.690%,79.211%,9.026%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.137,-0.150,-0.404,-0.317,-0.431,-0.090,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.140,-0.150,-0.404,-0.317,-0.431,-0.090,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-6,016,536","-11,438,947","-31,863,354","-30,456,505","-36,721,058","-62,451,981",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.019,-0.037,-0.104,-0.122,-0.177,-0.538,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,10.206%,9.107%,-48.642%,-27.713%,-82.237%,71.430%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-37.881%,-52.509%,-125.960%,-104.184%,-192.428%,-40.170%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-101.691%,-113.399%,-301.150%,-186.732%,-304.434%,-49.915%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-14.510%,-28.097%,-77.921%,-72.049%,-124.757%,-299.959%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-15,068,916","-20,993,903","-45,655,453","-37,950,670","-49,636,658","-8,083,818",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-36.342%,-51.566%,-111.649%,-89.778%,-168.637%,-38.827%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"637,999","384,093","5,852,230","6,089,853","7,002,682","279,560",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-15,706,915","-21,377,996","-51,507,683","-44,040,523","-56,639,340","-8,363,378",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-37.881%,-52.509%,-125.960%,-104.184%,-192.428%,-40.169%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"41,464,030","40,712,982","40,892,068","42,271,834","29,433,990","20,820,180",Upgrade,Financials in CAD,Fiscal year is January - December
