Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2014,2013 - 2012,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '14 Dec 31, 2014",2013 - 2012,,
Revenue,"12,140,000","25,767,000","11,185,000","21,442,000",-,"209,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-45.787%,130.371%,-47.836%,-,-,-96.204%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"19,594,000","27,558,000","9,983,000","2,414,000",-,"3,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-7,454,000","-1,791,000","1,202,000","19,028,000",-,"-3,200,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","44,722,000","99,135,000","71,041,000","28,870,000","16,460,000","4,853,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,899,000","18,613,000","12,867,000","16,115,000","13,619,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"58,888,000","120,015,000","86,175,000","47,252,000","31,212,000","4,853,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-66,342,000","-121,806,000","-84,973,000","-28,224,000","-31,212,000","-8,053,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,127,000","-991,000","-1,364,000","-432,000","-193,000","-738,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"503,000","280,000","153,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"6,653,000","11,468,000","-7,018,000","4,790,000","4,252,000","-9,137,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-61,313,000","-111,049,000","-93,202,000","-23,866,000","-27,153,000","-17,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"11,418,000","55,749,000","-128,000",-,"-1,215,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-49,895,000","-55,300,000","-93,330,000","-23,866,000","-28,368,000","-17,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"496,000","480,000","17,000","2,039,000","-5,404,000","-278,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-50,391,000","-55,780,000","-93,347,000","-25,905,000","-22,964,000","-17,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,275,000","39,282,000","94,510,000","11,939,000","-10,400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-51,666,000","-95,062,000","-187,857,000","-37,844,000","-12,564,000","-17,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"73,160,696","70,300,772","5,712,042","2,149,182","2,120,200","1,981,140",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"73,160,696","70,300,772","5,712,042","2,149,182","2,120,200","1,981,140",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),99.237%,1130.747%,165.777%,1.367%,7.019%,0.213%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.706,-1.352,-32.888,-17.609,-5.926,-8.909,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.706,-1.352,-32.888,-17.610,-5.926,-8.909,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-50,330,000","-86,848,000","-75,208,000","-54,203,000","-34,599,000","-4,624,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.688,-1.235,-13.167,-25.220,-16.319,-2.334,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-61.400%,-6.951%,10.746%,88.742%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-546.474%,-472.721%,-759.705%,-131.630%,-,-3853.110%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-425.585%,-368.929%,-1679.544%,-176.495%,-,-8444.976%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-414.580%,-337.051%,-672.401%,-252.789%,-,-2212.440%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-58,785,000","-116,318,000","-81,182,000","-25,449,000","-29,617,000","-7,860,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-118.688%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,557,000","5,488,000","3,791,000","2,775,000","1,595,000","193,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-66,342,000","-121,806,000","-84,973,000","-28,224,000","-31,212,000","-8,053,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-131.630%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"12,140,000","25,767,000","11,185,000","21,442,000",-,"209,000",Upgrade,Financials in USD,Fiscal year is January - December
