Fiscal Year,TTM,FY 2020,FY 2019,FY 2011,FY 2010,FY 2009,2008 - 2004,Currency,Fiscal_Year_period
Period Ending,"Sep '21 Sep 30, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '11 Dec 31, 2011","Dec '10 Dec 31, 2010","Dec '09 Dec 31, 2009",2008 - 2004,,
Revenue,"1,202,800",-,-,"8,945","762,390","35,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),13346.618%,-,-,-98.827%,2078.257%,337.500%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,692,"341,825","1,972",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,202,800",-,-,"8,253","420,565","33,028",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","166,687","76,779","12,145","119,646","113,415","167,609",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"166,687","76,779","12,145","131,775","135,391","218,447",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,036,113","-76,779","-12,145","-123,522","285,174","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-3,592",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,148,113,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,000","4,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,040,113","-72,779","-12,145","-126,966","285,287","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"1,040,113","-72,779","-12,145","-126,966","285,287","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,040,113","-72,779","-12,145","-126,966","285,287","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,040,113","-72,779","-12,145","-126,966","285,287","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"349,089,208","349,089,208","348,739,208","315,493,353","297,576,686","253,687,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"349,089,208","349,089,208","348,739,208","315,493,353","297,576,686","253,687,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.649%,0.100%,10.538%,6.021%,17.300%,19.731%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.003,-0.000,-0.000,-0.000,0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.003,-0.000,-0.000,-0.000,0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,046,350","-7,817","-12,145","-141,792","355,389","-5,753,527",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.003,-0.000,-0.000,-0.000,0.001,-0.023,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,-,-,92.264%,55.164%,94.366%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,86.142%,-,-,-1380.906%,37.405%,-529.769%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,86.474%,-,-,-1419.407%,37.420%,-529.769%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,86.993%,-,-,-1585.154%,46.615%,-16438.649%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-49,272","359,424","-35,419",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,47.144%,-101.197%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"74,250","74,250","150,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,036,113","-76,779","-12,145","-123,522","285,174","-185,419",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,86.142%,-,-,-,37.405%,-,Upgrade,Financials in USD,Fiscal year is January - December
