Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","Aug '24 Aug 31, 2024","Aug '23 Aug 31, 2023","Aug '22 Aug 31, 2022","Aug '21 Aug 31, 2021","Aug '20 Aug 31, 2020",2019 - 2015,,
Revenue,"57,222,981","57,222,981","35,341,440","842,491","341,813","72,732",Upgrade,Financials in CAD,Fiscal year is September - August
Revenue Growth (YoY),61.915%,61.915%,4094.874%,146.477%,369.962%,-38.624%,Upgrade,Financials in CAD,Fiscal year is September - August
Cost of Revenue,"46,039,902","46,039,902","27,732,745","1,270,088","489,328","1,420,060",Upgrade,Financials in CAD,Fiscal year is September - August
Gross Profit,"11,183,079","11,183,079","7,608,695","-427,597","-147,515","-1,347,328",Upgrade,Financials in CAD,Fiscal year is September - August
"Selling, General & Admin","7,714,436","7,714,436","5,796,768","1,622,772","1,810,453","703,028",Upgrade,Financials in CAD,Fiscal year is September - August
Operating Expenses,"9,495,038","9,495,038","7,771,988","3,517,835","4,559,098","805,960",Upgrade,Financials in CAD,Fiscal year is September - August
Operating Income,"1,688,041","1,688,041","-163,293","-3,945,432","-4,706,613","-2,153,288",Upgrade,Financials in CAD,Fiscal year is September - August
Interest Expense,"-93,104","-93,104","-277,072","-1,741,986","-781,924","-890,945",Upgrade,Financials in CAD,Fiscal year is September - August
Currency Exchange Gain (Loss),-,-,-,-,12,"-4,489",Upgrade,Financials in CAD,Fiscal year is September - August
Other Non Operating Income (Expenses),"-870,143","-870,143","-1,066,747","-70,637","-57,251","12,668",Upgrade,Financials in CAD,Fiscal year is September - August
EBT Excluding Unusual Items,"724,794","724,794","-1,507,112","-5,758,055","-5,545,776","-3,036,054",Upgrade,Financials in CAD,Fiscal year is September - August
Gain (Loss) on Sale of Assets,-,-,"952,907","753,149",-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Asset Writedown,-,-,-,-,"-566,489","7,253",Upgrade,Financials in CAD,Fiscal year is September - August
Other Unusual Items,-,-,"-7,554","9,929","1,097,254",-,Upgrade,Financials in CAD,Fiscal year is September - August
Pretax Income,"724,794","724,794","-561,759","-4,994,977","-5,015,011","-3,028,801",Upgrade,Financials in CAD,Fiscal year is September - August
Income Tax Expense,"108,888","108,888","352,098",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Continuing Operations,"615,906","615,906","-913,857","-4,994,977","-5,015,011","-3,028,801",Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Discontinued Operations,-,-,-,"53,914","99,844",-,Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Company,"615,906","615,906","-913,857","-4,941,063","-4,915,167","-3,028,801",Upgrade,Financials in CAD,Fiscal year is September - August
Minority Interest in Earnings,-,-,-,"213,824","357,252","211,195",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income,"615,906","615,906","-913,857","-4,727,239","-4,557,915","-2,817,606",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Common,"615,906","615,906","-913,857","-4,727,239","-4,557,915","-2,817,606",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Basic),"117,545,678","117,545,678","113,636,479","89,041,180","84,743,603","84,743,603",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Diluted),"117,545,678","117,545,678","113,636,479","89,041,180","84,743,603","84,743,603",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Change (YoY),3.440%,3.440%,27.622%,5.071%,-,-0.000%,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Basic),0.005,0.005,-0.008,-0.053,-0.054,-0.033,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Diluted),0.005,0.005,-0.008,-0.053,-0.054,-0.033,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow,"2,248,212","2,248,212","-3,754,288","-2,746,107","-2,008,346","-5,614,364",Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Per Share,0.019,0.019,-0.033,-0.031,-0.024,-0.066,Upgrade,Financials in CAD,Fiscal year is September - August
Gross Margin,19.543%,19.543%,21.529%,-50.754%,-43.157%,-,Upgrade,Financials in CAD,Fiscal year is September - August
Operating Margin,2.950%,2.950%,-0.462%,-468.306%,-1376.956%,-2960.579%,Upgrade,Financials in CAD,Fiscal year is September - August
Profit Margin,1.076%,1.076%,-2.586%,-561.103%,-1333.453%,-3873.956%,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Margin,3.929%,3.929%,-10.623%,-325.951%,-587.557%,-7719.249%,Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA,"2,354,055","2,354,055","382,431","-3,314,956","-4,080,672","-2,150,312",Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA Margin,4.114%,4.114%,1.082%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
D&A For EBITDA,"666,014","666,014","545,724","630,476","625,941","2,976",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT,"1,688,041","1,688,041","-163,293","-3,945,432","-4,706,613","-2,153,288",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT Margin,2.950%,2.950%,-0.462%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Effective Tax Rate,15.023%,15.023%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
