Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"4,546,083,000,000","4,263,762,000,000","4,027,478,000,000","3,569,006,000,000","3,197,812,000,000","3,291,188,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),9.428%,5.867%,12.846%,11.608%,-2.837%,56.931%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"1,548,074,000,000","1,431,505,000,000","1,253,163,000,000","1,127,308,000,000","1,013,655,000,000","1,120,146,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"2,998,009,000,000","2,832,257,000,000","2,774,315,000,000","2,441,698,000,000","2,184,157,000,000","2,171,042,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","1,091,066,000,000","1,053,819,000,000","997,234,000,000","886,327,000,000","875,514,000,000","964,268,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"725,957,000,000","728,617,000,000","633,325,000,000","526,087,000,000","455,765,000,000","492,088,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"-17,732,000,000","35,059,000,000","38,987,000,000","10,433,000,000","23,602,000,000","10,663,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"2,344,384,000,000","2,339,020,000,000","2,154,648,000,000","1,841,636,000,000","1,760,110,000,000","1,874,362,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"653,625,000,000","493,237,000,000","619,667,000,000","600,062,000,000","424,047,000,000","296,680,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest Expense,"-119,122,000,000","-115,392,000,000","-116,973,000,000","-122,432,000,000","-130,806,000,000","-149,010,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest & Investment Income,"21,401,000,000","11,628,000,000","5,781,000,000","4,763,000,000","2,153,000,000","12,646,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Equity Investments,"3,619,000,000","6,473,000,000","-8,630,000,000","-15,367,000,000","76,000,000","-23,987,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Currency Exchange Gain (Loss),"-13,612,000,000","-13,612,000,000","-9,729,000,000","-3,903,000,000","-15,575,000,000","10,979,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Non Operating Income (Expenses),"-30,814,000,000","-31,520,000,000","3,975,000,000","-26,119,000,000","1,118,000,000","-10,631,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBT Excluding Unusual Items,"515,097,000,000","350,814,000,000","494,091,000,000","437,004,000,000","281,013,000,000","136,677,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Merger & Restructuring Charges,"-104,487,000,000","-81,358,000,000","-59,234,000,000","-83,836,000,000","-115,875,000,000","-181,831,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Investments,"-18,320,000,000",-,"22,416,000,000","8,482,000,000",-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Assets,"14,075,000,000","7,975,000,000","8,901,000,000","8,164,000,000","235,117,000,000","19,871,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Asset Writedown,"-51,821,000,000","-139,809,000,000","-62,484,000,000","-54,421,000,000","-17,521,000,000","-60,974,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Legal Settlements,"-45,212,000,000","-45,212,000,000","-16,455,000,000","-20,319,000,000","-17,401,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Other Unusual Items,"-39,619,000,000","-39,619,000,000","-12,145,000,000","7,497,000,000","902,000,000","17,224,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Pretax Income,"269,713,000,000","52,791,000,000","375,090,000,000","302,571,000,000","366,235,000,000","-60,754,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Income Tax Expense,"-20,454,000,000","-91,406,000,000","58,052,000,000","72,405,000,000","-9,936,000,000","-105,044,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Continuing Operations,"290,167,000,000","144,197,000,000","317,038,000,000","230,166,000,000","376,171,000,000","44,290,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Minority Interest in Earnings,"-171,000,000","-130,000,000","-21,000,000","-107,000,000","-166,000,000","-49,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income,"289,996,000,000","144,067,000,000","317,017,000,000","230,059,000,000","376,005,000,000","44,241,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income to Common,"289,996,000,000","144,067,000,000","317,017,000,000","230,059,000,000","376,005,000,000","44,241,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income Growth,51.334%,-54.555%,37.798%,-38.815%,749.902%,-67.275%,Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Basic),"1,572,084,500","1,564,450,000","1,551,809,000","1,563,501,000","1,562,006,000","1,557,204,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Diluted),"1,593,331,500","1,580,343,000","1,569,872,000","1,577,169,000","1,573,537,000","1,566,204,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Change (YoY),1.072%,0.667%,-0.463%,0.231%,0.468%,61.983%,Upgrade,Financials in JPY,Fiscal year is April - March
EPS (Basic),184.466,92.088,204.289,147.143,240.719,28.411,Upgrade,Financials in JPY,Fiscal year is April - March
EPS (Diluted),182.005,91.160,201.940,145.870,238.960,28.250,Upgrade,Financials in JPY,Fiscal year is April - March
EPS Growth,49.727%,-54.858%,38.438%,-38.956%,745.876%,-79.795%,Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow,"677,776,000,000","540,924,000,000","836,499,000,000","999,853,000,000","899,725,000,000","542,670,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow Per Share,425.383,342.283,532.845,633.954,571.785,346.487,Upgrade,Financials in JPY,Fiscal year is April - March
Dividend Per Share,192.000,188.000,180.000,180.000,180.000,180.000,Upgrade,Financials in JPY,Fiscal year is April - March
Dividend Growth,4.348%,4.444%,0%,0%,0%,0%,Upgrade,Financials in JPY,Fiscal year is April - March
Gross Margin,65.947%,66.426%,68.885%,68.414%,68.302%,65.965%,Upgrade,Financials in JPY,Fiscal year is April - March
Operating Margin,14.378%,11.568%,15.386%,16.813%,13.261%,9.014%,Upgrade,Financials in JPY,Fiscal year is April - March
Profit Margin,6.379%,3.379%,7.871%,6.446%,11.758%,1.344%,Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow Margin,14.909%,12.687%,20.770%,28.015%,28.136%,16.489%,Upgrade,Financials in JPY,Fiscal year is April - March
EBITDA,"1,328,561,000,000","1,137,698,000,000","1,210,650,000,000","1,183,213,000,000","983,718,000,000","880,329,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBITDA Margin,29.224%,26.683%,30.060%,33.152%,30.762%,26.748%,Upgrade,Financials in JPY,Fiscal year is April - March
D&A For EBITDA,"674,936,000,000","644,461,000,000","590,983,000,000","583,151,000,000","559,671,000,000","583,649,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBIT,"653,625,000,000","493,237,000,000","619,667,000,000","600,062,000,000","424,047,000,000","296,680,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBIT Margin,14.378%,11.568%,15.386%,16.813%,13.261%,9.014%,Upgrade,Financials in JPY,Fiscal year is April - March
Effective Tax Rate,-,-,15.477%,23.930%,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
