Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+4 Quarters,,
Operating Revenue,"23,091,623","19,475,137","19,661,375","19,426,528","18,138,453","15,840,140","12,847,904","10,241,414","11,894,302","9,988,905","7,272,059","6,327,335","6,270,006","6,716,598","1,969,103","1,334,338","541,149","751,509","648,834","533,249",Upgrade,Financials in CAD,Fiscal year is September - August
Other Revenue,"-55,485","69,779",-,-,"-162,449","96,688",-,-,"-103,562","74,811","150,295","237,241","-34,865","442,733","288,651","33,843","44,113","12,397","19,599",-,Upgrade,Financials in CAD,Fiscal year is September - August
Revenue,"23,036,138","19,544,916","19,661,375","19,426,528","17,976,004","15,936,828","12,847,904","10,241,414","11,790,740","10,063,716","7,422,354","6,564,576","6,235,141","7,159,331","2,257,754","1,368,181","585,262","763,906","668,433","533,249",Upgrade,Financials in CAD,Fiscal year is September - August
Revenue Growth (YoY),28.149%,22.640%,53.032%,89.686%,52.459%,58.359%,73.097%,56.010%,89.101%,40.568%,228.749%,379.803%,965.359%,837.201%,237.768%,156.575%,5.775%,50.736%,28.932%,2.856%,Upgrade,Financials in CAD,Fiscal year is September - August
Cost of Revenue,"12,583,577","12,586,660","15,542,705","11,247,938","8,433,831","7,342,593","8,774,034","5,479,010","4,843,738","5,315,073","4,406,777","3,944,534","1,955,613","2,740,207","162,546","1,865,541","1,046,415","48,165","198,299","33,555",Upgrade,Financials in CAD,Fiscal year is September - August
Gross Profit,"10,452,561","6,958,256","4,118,670","8,178,590","9,542,173","8,594,235","4,073,870","4,762,404","6,947,002","4,748,643","3,015,577","2,620,042","4,279,528","4,419,124","2,095,208","-497,360","-461,153","715,741","470,134","499,694",Upgrade,Financials in CAD,Fiscal year is September - August
"Selling, General & Admin","4,707,946","4,450,122","4,621,368","3,891,377","3,169,649","3,372,621","2,632,994","2,590,798","2,581,582","2,338,318","2,619,905","2,137,229","2,390,163","1,390,834","1,467,437","1,731,958","1,658,118","1,520,844","2,820,148","2,456,983",Upgrade,Financials in CAD,Fiscal year is September - August
Research & Development,"241,030","349,820","319,942","210,190","306,307","262,443","245,734","216,371","324,446","369,870","305,824","256,495","230,308","443,470","682,899","550,394","661,957","1,340,833","368,675",-,Upgrade,Financials in CAD,Fiscal year is September - August
Operating Expenses,"5,809,585","5,443,219","6,100,045","4,791,330","3,943,635","4,311,958","3,593,120","3,663,740","3,332,426","3,206,077","3,381,960","2,591,501","2,971,738","2,159,809","2,451,789","2,660,562","3,003,237","3,000,395","3,960,350","3,217,766",Upgrade,Financials in CAD,Fiscal year is September - August
