Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Dec '22 Dec 31, 2022","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020","Mar '19 Mar 31, 2019","Mar '18 Mar 31, 2018",2017 - 2013,,
Revenue,"3,148,311","3,621,781","2,489,383","18,404,515","214,060","455,827",Upgrade,Financials in CAD,Fiscal year is April - March
Revenue Growth (YoY),-20.412%,45.489%,-86.474%,8497.830%,-53.039%,55.335%,Upgrade,Financials in CAD,Fiscal year is April - March
Cost of Revenue,"3,866,732","4,717,724","11,563,072","27,270,953","3,450,158","1,802,324",Upgrade,Financials in CAD,Fiscal year is April - March
Gross Profit,"-718,421","-1,095,943","-9,073,689","-8,866,438","-3,236,098","-1,346,497",Upgrade,Financials in CAD,Fiscal year is April - March
"Selling, General & Admin","3,014,020","3,517,526","6,996,390","14,682,394","11,150,651","5,171,095",Upgrade,Financials in CAD,Fiscal year is April - March
Research & Development,"31,665","88,821","1,496,729","3,273,469","2,043,724","385,915",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Expenses,"4,577,891","5,358,145","12,220,082","22,748,508","24,644,990","12,284,808",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Income,"-5,296,312","-6,454,088","-21,293,771","-31,614,946","-27,881,088","-13,631,305",Upgrade,Financials in CAD,Fiscal year is April - March
Interest Expense,"-2,143,695","-1,901,605","-2,860,918","-985,047","-689,982","-497,934",Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,-,-,"161,945","230,426","444,627","66,252",Upgrade,Financials in CAD,Fiscal year is April - March
Earnings From Equity Investments,-,-,-,-,"-45,032","-75,133",Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"38,855","164,666","255,093","-108,383","-1,739","-28,435",Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-1,377,214","-934,202","-1,224,911",724,"52,887","118,238",Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-8,778,366","-9,125,229","-24,962,562","-32,477,226","-28,120,327","-14,048,317",Upgrade,Financials in CAD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,"1,021,149","1,003,285","-416,980",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Asset Writedown,"-3,864,125","-3,864,125","-15,995,207","-4,500,000","2,209,811",-,Upgrade,Financials in CAD,Fiscal year is April - March
Other Unusual Items,"318,787","-943,911","-891,081","-440,513","-1,945,051",-,Upgrade,Financials in CAD,Fiscal year is April - March
Pretax Income,"-11,302,555","-12,929,980","-42,265,830","-37,417,739","-27,855,567","-14,048,317",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income,"-11,302,555","-12,929,980","-42,265,830","-37,417,739","-27,855,567","-14,048,317",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income to Common,"-11,302,555","-12,929,980","-42,265,830","-37,417,739","-27,855,567","-14,048,317",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Basic),"526,297,865","452,591,046","325,351,377","272,177,024","251,884,940","188,638,932",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Diluted),"526,297,865","452,591,046","325,351,377","272,177,024","251,884,940","188,638,932",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Change (YoY),27.131%,39.108%,19.537%,8.056%,33.528%,119.700%,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Basic),-0.021,-0.029,-0.130,-0.137,-0.111,-0.074,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Diluted),-0.021,-0.029,-0.130,-0.137,-0.111,-0.074,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow,"-993,418","-1,755,242","-7,087,960","-37,816,483","-27,618,045","-9,544,320",Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Per Share,-0.002,-0.004,-0.022,-0.139,-0.110,-0.051,Upgrade,Financials in CAD,Fiscal year is April - March
Gross Margin,-22.819%,-30.260%,-,-48.175%,-,-295.396%,Upgrade,Financials in CAD,Fiscal year is April - March
Operating Margin,-168.227%,-178.202%,-855.383%,-171.778%,-13024.894%,-2990.456%,Upgrade,Financials in CAD,Fiscal year is April - March
Profit Margin,-359.004%,-357.006%,-1697.844%,-203.307%,-13012.972%,-3081.941%,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Margin,-31.554%,-48.464%,-284.728%,-205.474%,-12902.011%,-2093.847%,Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA,"-4,040,930","-5,001,075","-19,607,698","-29,816,192","-26,766,343","-13,091,417",Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA Margin,-128.352%,-138.083%,-,-162.005%,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
D&A For EBITDA,"1,255,382","1,453,013","1,686,073","1,798,754","1,114,745","539,888",Upgrade,Financials in CAD,Fiscal year is April - March
EBIT,"-5,296,312","-6,454,088","-21,293,771","-31,614,946","-27,881,088","-13,631,305",Upgrade,Financials in CAD,Fiscal year is April - March
EBIT Margin,-168.227%,-178.202%,-,-171.778%,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Revenue as Reported,"3,148,311","3,621,781","2,489,383","18,404,515","214,060","455,827",Upgrade,Financials in CAD,Fiscal year is April - March
Advertising Expenses,-,-,-,-,"6,684",-,Upgrade,Financials in CAD,Fiscal year is April - March
