Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Jul '23 Jul 31, 2023","Jul '22 Jul 31, 2022","Jul '21 Jul 31, 2021","Jul '20 Jul 31, 2020",2019 - 2015,,
"Selling, General & Admin","3,232,000","3,262,000","1,045,000","1,496,000","3,251,000","2,748,000",Upgrade,Financials in CAD,Fiscal year is August - July
Research & Development,"6,349,000","5,977,000","5,281,000","4,544,000","5,880,000","5,868,000",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"9,581,000","9,239,000","6,326,000","6,040,000","9,131,000","8,616,000",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"-9,581,000","-9,239,000","-6,326,000","-6,040,000","-9,131,000","-8,616,000",Upgrade,Financials in CAD,Fiscal year is August - July
Interest Expense,"-5,000","-7,000","-14,000","-18,000","-15,000","-25,000",Upgrade,Financials in CAD,Fiscal year is August - July
Interest & Investment Income,"25,000","31,000","47,000","4,000",-,"25,000",Upgrade,Financials in CAD,Fiscal year is August - July
Currency Exchange Gain (Loss),"-59,000","-49,000","-2,000","-9,000","52,000","55,000",Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),"268,000",-,-,"1,000","-338,000",-,Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-9,352,000","-9,264,000","-6,295,000","-6,062,000","-9,432,000","-8,561,000",Upgrade,Financials in CAD,Fiscal year is August - July
Gain (Loss) on Sale of Assets,"6,000",-,"5,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,-,-,-,"-501,000","-142,000",-,Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-9,346,000","-9,264,000","-6,290,000","-6,563,000","-9,574,000","-8,561,000",Upgrade,Financials in CAD,Fiscal year is August - July
Earnings From Continuing Operations,"-9,346,000","-9,264,000","-6,290,000","-6,563,000","-9,574,000","-8,561,000",Upgrade,Financials in CAD,Fiscal year is August - July
Earnings From Discontinued Operations,-,-,-,-,"1,536,000","-613,000",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Company,"-9,346,000","-9,264,000","-6,290,000","-6,563,000","-8,038,000","-9,174,000",Upgrade,Financials in CAD,Fiscal year is August - July
Minority Interest in Earnings,-,-,-,-,-,"189,000",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-9,346,000","-9,264,000","-6,290,000","-6,563,000","-8,038,000","-8,985,000",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"-9,346,000","-9,264,000","-6,290,000","-6,563,000","-8,038,000","-8,985,000",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"46,099,758","44,485,915","38,645,738","29,897,380","27,577,702","25,542,489",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"46,099,758","44,485,915","38,645,738","29,897,380","27,577,702","25,542,489",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),13.574%,15.112%,29.261%,8.411%,7.968%,19.754%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.203,-0.208,-0.163,-0.220,-0.291,-0.352,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.203,-0.208,-0.163,-0.220,-0.291,-0.352,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"-4,230,000","-5,233,000","-5,536,000","-6,509,000","-9,304,000","-10,842,000",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,-0.092,-0.118,-0.143,-0.218,-0.337,-0.424,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"-9,567,000","-9,225,000","-6,313,000","-6,028,000","-9,072,000","-8,560,000",Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"14,000","14,000","13,000","12,000","59,000","56,000",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-9,581,000","-9,239,000","-6,326,000","-6,040,000","-9,131,000","-8,616,000",Upgrade,Financials in CAD,Fiscal year is August - July
