Fiscal Quarter,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019","Aug '19 Aug 31, 2019","May '19 May 31, 2019","Feb '19 Feb 28, 2019","Nov '18 Nov 30, 2018","Aug '18 Aug 31, 2018","May '18 May 31, 2018","May '12 May 31, 2012","Feb '12 Feb 29, 2012","Nov '11 Nov 30, 2011","Aug '11 Aug 31, 2011","May '11 May 31, 2011","Feb '11 Feb 28, 2011","Nov '10 Nov 30, 2010","Aug '10 Aug 31, 2010","May '10 May 31, 2010","Feb '10 Feb 28, 2010",+11 Quarters,,
Revenue,-,"3,000","5,000","10,320","8,090","10,780","20,927","20,927","33,246","41,549",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Revenue Growth (YoY),-,-72.171%,-76.107%,-50.686%,-75.666%,-74.055%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Cost of Revenue,-,-,"-6,068","10,156","6,318","5,302","3,482","3,482","9,232","12,933",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Gross Profit,-,"3,000","11,068",164,"1,772","5,478","17,446","17,446","24,014","28,616",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
"Selling, General & Admin","239,598","140,736","-14,731","28,680","3,977","10,849","17,224","17,224","23,862","32,704","209,598","601,835","897,367","214,324","81,631","231,882","15,593","11,024","14,401","1,000",Upgrade,Financials in USD,Fiscal year is March - February
Operating Expenses,"239,598","141,409","-12,733","31,677","4,976","11,848","18,223","18,223","24,861","33,703","209,598","601,835","897,367","214,324","81,631","231,882","15,593","11,524","14,401","1,500",Upgrade,Financials in USD,Fiscal year is March - February
Operating Income,"-239,598","-138,409","23,801","-31,513","-3,204","-6,370",-777,-777,-847,"-5,087","-209,598","-601,835","-897,367","-214,324","-81,631","-231,882","-15,593","-11,524","-14,401","-1,500",Upgrade,Financials in USD,Fiscal year is March - February
Interest Expense,-,-,-,-,-,-,-,-,-,-,"-3,354","-1,373","-2,059","-1,077","-1,953",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,582,201,178,-42,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Other Non Operating Income (Expenses),-,1,1,-,-,-,1,1,-,-1,"-151,872",-,-,-,-,-,-,-,-,-99,Upgrade,Financials in USD,Fiscal year is March - February
EBT Excluding Unusual Items,"-239,598","-138,408","23,802","-31,513","-3,204","-6,370",-776,-776,-847,"-5,088","-364,242","-603,007","-899,248","-215,441","-83,584","-231,882","-15,593","-11,524","-14,401","-1,599",Upgrade,Financials in USD,Fiscal year is March - February
Impairment of Goodwill,-,-,"-235,738",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is March - February
Pretax Income,"-239,598","-138,408","-211,936","-31,513","-3,204","-6,370",-776,-776,-847,"-5,088","-364,242","-603,007","-899,248","-215,441","-83,584","-231,882","-15,593","-11,524","-14,401","-1,599",Upgrade,Financials in USD,Fiscal year is March - February
Net Income,"-239,598","-138,408","-211,936","-31,513","-3,204","-6,370",-776,-776,-847,"-5,088","-364,242","-603,007","-899,248","-215,441","-83,584","-231,882","-15,593","-11,524","-14,401","-1,599",Upgrade,Financials in USD,Fiscal year is March - February
