Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"259,974,000","259,855,000","250,360,000","184,441,000","125,811,000","100,415,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0.074%,3.793%,35.740%,46.602%,25.291%,20.816%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"185,726,000","181,461,000","161,166,000","117,740,000","84,326,000","63,124,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"74,248,000","78,394,000","89,194,000","66,701,000","41,485,000","37,291,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","54,235,000","52,214,000","51,156,000","38,190,000","23,884,000","20,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"5,673,000","6,038,000","3,884,000","2,434,000","1,841,000","1,530,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"59,852,000","58,185,000","55,640,000","41,397,000","25,810,000","22,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"14,396,000","20,209,000","33,554,000","25,304,000","15,675,000","14,543,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,257,000","-7,072,000","-3,948,000","-2,579,000","-2,196,000","-1,232,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,454,000","1,755,000","498,000","1,885,000","4,143,000","3,267,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"348,000","162,000","257,000","9,000","-68,000","625,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-338,000","-173,000","795,000","-127,000","-133,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
