Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"34,219,114","34,812,311","35,410,636","37,243,709","25,193,958","22,322,568",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-1.037%,-1.690%,-4.922%,47.828%,12.863%,20.818%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"25,511,886","22,773,885","12,312,187","20,812,003","14,439,022","12,582,132",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,707,228","12,038,426","23,098,449","16,431,706","10,754,936","9,740,436",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","15,325,463","13,455,927","8,369,882","5,236,484","4,220,525","4,791,970",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"158,685","112,962",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-989,"-19,003","12,372","1,223,083","125,619",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"24,651,135","19,862,548","13,827,571","8,444,223","7,521,502","6,157,734",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,943,907","-7,824,122","9,270,878","7,987,483","3,233,434","3,582,702",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-3,525,907","-3,811,646","-2,040,180","-1,009,446","-27,621","-6,302",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"270,735","157,234","111,992","739,487","378,952","8,098",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"1,684,633","1,934,419","-466,199","-539,557","-520,802",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),34,"-5,367","1,186","-10,726","328,172","3,205",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,837,210",1,-,"75,000","-591,783","-58,291",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-19,351,622","-9,549,481","6,877,677","7,242,241","2,800,352","3,529,412",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-425,350",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"2,676,608","2,669,246","20,397","3,195","-161,284","34,725",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"10,687,123","10,242,978","-200,170",-,-,"104,092",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,987,891","3,362,743","6,697,904","6,820,086","2,639,068","3,668,229",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,604,185","-1,035,704","-4,221,376","1,833,367","514,000","874,905",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,592,076","4,398,447","10,919,280","4,986,719","2,125,068","2,793,324",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,592,076","4,398,447","10,919,280","4,986,719","2,125,068","2,793,324",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-59.719%,118.967%,134.662%,-23.923%,-25.483%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"231,335,070","164,482,827","138,853,529","136,712,624","92,769,736","78,900,736",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"231,335,070","164,735,335","139,534,660","146,414,401","93,527,675","79,258,439",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),56.914%,18.061%,-4.699%,56.547%,18.003%,21.702%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.033,0.027,0.079,0.036,0.023,0.035,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.033,0.027,0.079,0.030,0.020,0.035,Upgrade,Financials in USD,Fiscal year is January - December
