Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"37,741","13,552",-,-,"781,455","18,248",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,4182.415%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,"744,279","198,822",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"37,741","13,552",-,-,"37,176","-180,574",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,533,753","5,610,022","10,128,891","7,948,164","6,572,017","2,674,771",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"13,361","20,518",-,-,"477,585",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,654,468","5,952,606","10,311,810","7,991,827","6,572,017","3,152,356",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,616,727","-5,939,054","-10,311,810","-7,991,827","-6,534,841","-3,332,930",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-599,267","-388,909","-147,014","-2,189,959","-236,912",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-38,405","-47,441","14,345","47,144","-88,690",-429,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,310,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,254,399","-6,375,404","-10,444,479","-10,134,642","-6,860,443","-3,333,049",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,"-1,190,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-3,653,043",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-3,541,472","-1,715,493",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-8,795,871","-12,933,940","-10,444,479","-10,134,642","-6,860,443","-3,333,049",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"21,788","21,788","-21,788",-,-,"4,691",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-8,817,659","-12,955,728","-10,422,691","-10,134,642","-6,860,443","-3,337,740",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"-2,725,001","-4,955,464","280,206",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-8,817,659","-12,955,728","-10,422,691","-12,859,643","-11,815,907","-3,057,534",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,817,659","-12,955,728","-10,422,691","-12,859,643","-11,815,907","-3,057,534",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"219,151,834","206,812,616","200,884,333","157,509,715","99,863,059","89,808,227",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"219,151,834","206,812,616","200,884,333","157,509,715","99,863,059","89,808,227",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.165%,2.951%,27.538%,57.726%,11.196%,22.301%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.040,-0.063,-0.052,-0.082,-0.118,-0.034,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.040,-0.063,-0.052,-0.082,-0.118,-0.034,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,241,947","-3,829,980","-5,067,719","-6,825,512","-3,749,621","-1,795,318",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.006,-0.019,-0.025,-0.043,-0.038,-0.020,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,-,-,4.757%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-12232.657%,-43824.188%,-,-,-836.240%,-18264.632%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-23363.607%,-95600.118%,-,-,-1512.039%,-16755.447%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3290.710%,-28261.364%,-,-,-479.826%,-9838.437%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,547,319","-5,609,831","-10,154,809","-7,948,164","-6,403,731","-3,187,210",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"69,408","329,223","157,001","43,663","131,110","145,720",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,616,727","-5,939,054","-10,311,810","-7,991,827","-6,534,841","-3,332,930",Upgrade,Financials in USD,Fiscal year is January - December
