Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+5 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+5 Quarters,,
Revenue,"8,624,000","8,644,000","6,768,000","4,893,000","4,083,000","3,121,000","1,560,000","1,135,000","749,000","415,000","260,000","16,000","54,000","89,000","37,000","8,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),111.217%,176.963%,333.846%,331.101%,445.127%,652.048%,500.000%,6993.750%,1287.037%,366.292%,602.703%,100.000%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"845,000","646,000","767,000","604,000","419,000","465,000","190,000","34,000","34,000","201,000","182,000","6,000","23,000","33,000","13,000","5,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"7,779,000","7,998,000","6,001,000","4,289,000","3,664,000","2,656,000","1,370,000","1,101,000","715,000","214,000","78,000","10,000","31,000","56,000","24,000","3,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,050,000","7,041,000","6,789,000","4,679,000","4,439,000","2,835,000","2,032,000","2,153,000","1,543,000","1,731,000","1,420,000","1,972,000","1,444,000","764,000","2,022,000","831,000","677,000","926,000","551,000","740,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"377,000","425,000","424,000","504,000","431,000","257,000","604,000","357,000","232,000","460,000","477,000","311,000","211,000","375,000","502,000","425,000","491,000","488,000","340,000","114,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,427,000","7,466,000","7,213,000","5,183,000","4,870,000","3,092,000","2,636,000","2,510,000","1,775,000","2,191,000","1,897,000","2,283,000","1,655,000","1,139,000","2,524,000","1,256,000","1,168,000","1,414,000","891,000","854,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"352,000","532,000","-1,212,000","-894,000","-1,206,000","-436,000","-1,266,000","-1,409,000","-1,060,000","-1,977,000","-1,819,000","-2,273,000","-1,624,000","-1,083,000","-2,500,000","-1,253,000","-1,168,000","-1,414,000","-891,000","-854,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,000",-,"-5,000",-,"-3,000","-1,000","-1,000","-2,000",-,-,"-5,000","-13,000",-,"-100,000","-4,000",-,"-440,000","-353,000","-67,000",-,Upgrade,Financials in USD,Fiscal year is January - December
