Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"195,994,000,000","189,029,000,000","190,496,000,000","177,703,000,000","176,617,000,000","196,935,000,000","198,205,000,000","187,572,000,000","174,364,000,000","184,262,000,000","190,901,000,000","202,972,000,000","163,459,000,000","198,894,000,000","147,610,000,000","181,288,000,000","151,461,000,000","165,583,000,000","209,556,000,000","186,800,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),10.971%,-4.015%,-3.889%,-5.261%,1.292%,6.878%,3.826%,-7.587%,6.671%,-7.357%,29.328%,11.961%,7.922%,20.117%,-29.561%,-2.951%,4.266%,7.521%,19.350%,18.884%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"42,512,000,000","39,757,000,000","36,106,000,000","38,880,000,000","36,427,000,000","43,920,000,000","38,565,000,000","46,735,000,000","45,132,000,000","47,404,000,000","50,738,000,000","44,222,000,000","40,621,000,000","39,250,000,000","41,149,000,000","40,449,000,000","41,429,000,000","38,282,000,000","48,509,000,000","44,000,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"153,482,000,000","149,272,000,000","154,390,000,000","138,823,000,000","140,190,000,000","153,015,000,000","159,640,000,000","140,837,000,000","129,232,000,000","136,858,000,000","140,163,000,000","158,750,000,000","122,838,000,000","159,644,000,000","106,461,000,000","140,839,000,000","110,032,000,000","127,301,000,000","161,047,000,000","142,800,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","97,418,000,000","99,544,000,000","93,045,000,000","92,170,000,000","92,786,000,000","86,083,000,000","75,169,000,000","92,581,000,000","88,083,000,000","92,306,000,000","100,905,000,000","101,459,000,000","79,759,000,000","74,725,000,000","61,208,000,000","77,462,000,000","68,975,000,000","64,924,000,000","60,116,000,000","67,958,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"40,027,000,000","41,736,000,000","44,547,000,000","41,699,000,000","41,628,000,000","41,147,000,000","51,596,000,000","39,886,000,000","43,018,000,000","38,499,000,000","48,445,000,000","43,362,000,000","38,116,000,000","41,815,000,000","42,125,000,000","40,643,000,000","37,001,000,000","30,530,000,000","37,074,000,000","35,023,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"1,608,000,000","-5,416,000,000","-87,000,000","-1,156,000,000","376,000,000","-242,000,000","-1,890,000,000","-201,000,000","312,000,000","-1,383,000,000","13,350,000,000","282,000,000","-536,000,000","-12,303,000,000","-1,228,000,000","-878,000,000","2,097,000,000","-273,000,000","6,764,000,000","-1,501,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"139,053,000,000","135,864,000,000","147,842,000,000","132,713,000,000","134,790,000,000","126,988,000,000","135,028,000,000","132,266,000,000","131,413,000,000","129,422,000,000","172,283,000,000","145,103,000,000","117,339,000,000","104,237,000,000","110,933,000,000","117,227,000,000","108,073,000,000","95,181,000,000","111,697,000,000","101,480,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"14,429,000,000","13,408,000,000","6,548,000,000","6,110,000,000","5,400,000,000","26,027,000,000","24,612,000,000","8,571,000,000","-2,181,000,000","7,436,000,000","-32,120,000,000","13,647,000,000","5,499,000,000","55,407,000,000","-4,472,000,000","23,612,000,000","1,959,000,000","32,120,000,000","49,350,000,000","41,320,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
