Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"1,121,049,000","1,054,553,000","1,017,375,000","893,560,000","556,573,000","216,433,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),8.252%,3.654%,13.856%,60.547%,157.157%,246.328%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"535,321,000","528,058,000","513,412,000","401,631,000","252,404,000","109,402,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"585,728,000","526,495,000","503,963,000","491,929,000","304,169,000","107,031,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","365,976,000","336,396,000","292,977,000","272,343,000","198,062,000","134,721,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"365,976,000","336,396,000","292,977,000","272,343,000","198,062,000","134,721,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"219,752,000","190,099,000","210,986,000","219,586,000","106,107,000","-27,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-26,540,000","-19,073,000","-21,201,000","-21,976,000","-18,667,000","-13,659,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"8,941,000","6,697,000","4,070,000","1,432,000","114,000","1,466,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-2,398,000","-1,166,000","-4,259,000","1,799,000","2,320,000","1,064,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,654,000","1,544,000","21,073,000","13,568,000","-22,375,000","4,745,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"202,409,000","178,101,000","210,669,000","214,409,000","67,499,000","-34,074,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-57,372,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-17,358,000","-17,868,000","-12,315,000","5,955,000","26,371,000","-4,061,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-5,467,000","-5,467,000","-32,550,000","-4,744,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"4,653,000","1,283,000",-,"-10,645,000","9,061,000","-12,067,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"184,237,000","156,049,000","108,432,000","204,975,000","102,931,000","-50,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"119,673,000","118,630,000","94,777,000","124,612,000","83,853,000","9,344,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"64,564,000","37,419,000","13,655,000","80,363,000","19,078,000","-59,546,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-944,000","-1,152,000","-1,677,000","-4,927,000","-4,085,000","430,000",Upgrade,Financials in USD,Fiscal year is January - December
