Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","3,079,000","3,761,000","5,364,000","5,009,000","2,246,000","1,357,000",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"5,606,000","6,531,000","14,936,000","52,857,000","15,495,000","3,460,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"8,685,000","10,292,000","20,300,000","57,866,000","17,741,000","4,817,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-8,685,000","-10,292,000","-20,300,000","-57,866,000","-17,741,000","-4,817,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,-,-,-,"-2,000","-10,000","-6,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"579,000","635,000","207,000","11,000","19,000","30,000",Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-8,106,000","-9,657,000","-20,093,000","-57,857,000","-17,732,000","-4,793,000",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-1,183,000","-1,249,000","-2,448,000","-9,194,000","-3,816,000","-908,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-6,923,000","-8,408,000","-17,645,000","-48,663,000","-13,916,000","-3,885,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-6,923,000","-8,408,000","-17,645,000","-48,663,000","-13,916,000","-3,885,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"201,390,000","201,375,000","201,360,000","200,442,000","147,120,000","109,433,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"201,390,000","201,375,000","201,360,000","200,442,000","147,120,000","109,433,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),0.015%,0.007%,0.458%,36.244%,34.438%,14.875%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-0.034,-0.042,-0.088,-0.243,-0.095,-0.036,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-0.034,-0.042,-0.088,-0.243,-0.095,-0.036,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-6,624,000","-8,233,000","-14,292,000","-41,031,000","-23,858,000","-2,906,000",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-0.033,-0.041,-0.071,-0.205,-0.162,-0.027,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-8,637,000","-10,208,000","-20,198,000","-57,765,000","-17,642,000","-4,721,000",Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"48,000","84,000","102,000","101,000","99,000","96,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-8,685,000","-10,292,000","-20,300,000","-57,866,000","-17,741,000","-4,817,000",Upgrade,Financials in GBP,Fiscal year is January - December
