Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2014,,
"Selling, General & Admin","9,615,000","11,392,000","20,549,000","15,447,000","24,206,000","26,482,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,673,000","23,027,000","21,799,000","13,990,000","26,349,000","20,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"19,288,000","34,419,000","42,348,000","29,437,000","50,555,000","46,971,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,288,000","-34,419,000","-42,348,000","-29,437,000","-50,555,000","-46,971,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,531,000","-1,949,000","-1,259,000","-1,409,000","-1,616,000","-7,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"386,000","274,000","8,000","337,000","1,072,000","601,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-32,000","-3,000","2,000","-35,000","-76,000","-92,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"134,000","32,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-20,331,000","-36,065,000","-43,597,000","-30,544,000","-51,175,000","-46,469,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-1,000,000","-4,018,000",-,"-594,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-15,000","301,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-406,000",-,"540,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-20,482,000","-36,065,000","-66,727,000","-34,577,000","-50,874,000","-47,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"122,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-20,482,000","-36,065,000","-66,727,000","-34,577,000","-50,874,000","-47,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-20,482,000","-36,065,000","-66,727,000","-34,577,000","-50,874,000","-47,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,324,752","2,166,311","1,749,071","1,003,124","951,579","810,913",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,324,752","2,166,311","1,749,071","1,003,124","951,579","810,913",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.339%,23.855%,74.362%,5.417%,17.347%,551.812%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-8.810,-16.648,-38.150,-34.469,-53.463,-58.187,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-8.816,-16.650,-38.150,-34.469,-53.463,-58.187,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-17,991,000","-31,911,000","-35,090,000","-28,166,000","-39,431,000","-31,602,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-7.739,-14.731,-20.062,-28.078,-41.437,-38.971,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-19,238,000","-34,342,000","-42,234,000","-29,369,000","-50,468,000","-46,755,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"50,000","77,000","114,000","68,000","87,000","216,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-19,288,000","-34,419,000","-42,348,000","-29,437,000","-50,555,000","-46,971,000",Upgrade,Financials in USD,Fiscal year is January - December
