Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+8 Quarters,,
Revenue,"1,328,887","783,680","240,268","244,024","351,688","159,539","786,498","1,513,227","475,323","2,118,794","1,201,173","338,618","485,165","445,951","675,264","881,054","25,913","1,232,541","514,409","656,771",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),277.860%,391.215%,-69.451%,-83.874%,-26.011%,-92.470%,-34.523%,346.883%,-2.029%,375.118%,77.882%,-61.567%,1772.284%,-63.819%,31.270%,34.149%,-80.087%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"957,131","508,935","638,752","460,961","700,875","768,793","979,957","1,244,347","781,173","1,283,980","961,478","894,450","1,834,715","1,253,651","1,394,241","3,234,847","3,822,198","982,475","671,128","2,146,296",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"371,756","274,745","-398,484","-216,937","-349,187","-609,254","-193,459","268,880","-305,850","834,814","239,695","-555,832","-1,349,550","-807,700","-718,977","-2,353,793","-3,796,285","250,066","-156,719","-1,489,525",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","1,232,676","1,905,743","1,248,204","-259,297","1,901,025","2,317,907","2,811,707","217,929","3,000,751","3,076,757","3,046,295","2,613,848","6,334,698","4,673,752","5,527,180","13,607,410","4,901,394","6,212,399","6,975,225","8,736,456",Upgrade,Financials in CAD,Fiscal year is January - December
Other Operating Expenses,"-36,097","-21,867","-2,403",-,"-39,194","-23,371","-20,137",-,-,-,-,-,-,-,-,-,-,-,-,"93,221",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"1,244,180","1,934,494","1,339,523","1,363,457","1,943,142","2,404,029","2,880,429","1,634,680","3,412,893","3,780,828","3,290,971","3,051,229","6,779,052","5,603,481","6,191,345","14,577,074","6,136,330","7,848,802","7,298,998","9,261,241",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-872,424","-1,659,749","-1,738,007","-1,580,394","-2,292,329","-3,013,283","-3,073,888","-1,365,800","-3,718,743","-2,946,014","-3,051,276","-3,607,061","-8,128,602","-6,411,181","-6,910,322","-16,930,867","-9,932,615","-7,598,736","-7,455,717","-10,750,766",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-913,935","-887,915","-680,681",-,"-614,487","-620,319","-553,049",-,"-359,064",-,-,-,"-112,001",-,-,-626,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,7,-,-,"1,787,860",8,7,156,"875,734",357,-,-,"149,945",602,-,-,-,"53,293","1,418","11,497","293,813",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,"-149,321","-838,425",9,"-8,078","-163,954","-107,314","-104,543","-96,229","464,017","-204,336","-282,125",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"14,689","-7,301","-20,280","1,411","95,404","11,507","-18,899","110,515","-61,678","-100,791","-63,152","-50,293","-190,081","19,633","111,008","-159,637","401,693","83,555","144,339","-737,353",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-79,370","-20,187","-72,466","-2,548,327","50,901","37,543","-11,374","-984,133","-157,213","-381,295","44,374","-312,223","-14,665","-130,656","-139,922","283,328","-283,905","75,154","-42,419","-50,019",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,851,033","-2,575,152","-2,511,434","-2,339,450","-2,760,503","-3,584,545","-3,657,054","-1,513,005","-5,134,766","-3,428,091","-3,078,132","-3,983,586","-8,552,061","-6,626,747","-7,035,465","-16,343,785","-9,965,870","-7,720,734","-7,342,300","-11,244,325",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"42,576",-,-,-,"97,622","-173,619","-42,000","-88,500","166,119","-128,944","-198,666","-597,633","493,409","-1,430,190","171,749",871,"1,012,353","-14,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"40,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,"-792,574",-,-,"-4,234,784",-,-,-,"-1,268,055",-,-,-,-,-,-,-,"-1,250,852",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,"48,755","181,079",-,-,-,-,-,-,-,-,-,-,-,"-899,000",-,-,"11,949","-1,164,763",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-2,643,607","-2,575,152","-2,420,103","-6,393,155","-2,760,503","-3,584,545","-3,559,432","-2,914,679","-5,176,766","-3,516,591","-2,912,013","-4,112,530","-8,750,727","-7,224,380","-6,542,056","-19,923,827","-9,794,121","-7,719,863","-6,317,998","-12,423,088",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-2,643,607","-2,575,152","-2,420,103","-6,393,155","-2,760,503","-3,584,545","-3,559,432","-2,914,679","-5,176,766","-3,516,591","-2,912,013","-4,112,530","-8,750,727","-7,224,380","-6,542,056","-19,923,827","-9,794,121","-7,719,863","-6,317,998","-12,423,088",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-2,643,607","-2,575,152","-2,420,103","-6,393,155","-2,760,503","-3,584,545","-3,559,432","-2,914,679","-5,176,766","-3,516,591","-2,912,013","-4,112,530","-8,750,727","-7,224,380","-6,542,056","-19,923,827","-9,794,121","-7,719,863","-6,317,998","-12,423,088",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"162,028,681","169,745,157","169,296,449","166,248,742","162,028,681","156,854,649","155,115,565","152,507,623","151,205,366","150,667,191","149,509,663","148,847,840","147,809,973","146,383,269","139,419,735","128,050,342","118,082,282","104,856,355","99,051,447","97,959,261",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"162,028,681","169,745,157","169,296,449","166,248,742","162,028,681","156,854,649","155,115,565","152,507,623","151,205,366","150,667,191","149,509,663","148,847,840","147,809,973","146,383,269","139,419,735","128,050,342","118,082,282","104,856,355","99,051,447","97,959,261",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-,8.218%,9.142%,9.010%,7.158%,4.107%,3.750%,2.459%,2.297%,2.927%,7.237%,16.242%,25.175%,39.604%,40.755%,30.718%,22.154%,8.925%,6.757%,22.585%,Upgrade,Financials in CAD,Fiscal year is January - December
