Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,-,-,-,"1,000,000","750,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-,-,-,33.333%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"297,626","319,507",-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"-297,626","-319,507",-,"1,000,000","750,000",-,Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","1,634,823","1,706,931","1,501,540","927,357","1,828,430","3,153,602",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"161,119","203,441","654,217","529,695","321,938","293,709",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"1,795,942","1,910,372","2,155,757","1,457,052","2,150,368","3,447,311",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-2,093,568","-2,229,879","-2,155,757","-457,052","-1,400,368","-3,447,311",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-149,472","-385,236","-1,723,148","-336,023","-336,632","-86,632",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"5,468","5,265",274,12,5,6,Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"312,724","472,168","1,049,662","317,673","626,920","-470,216",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-1,924,848","-2,137,682","-2,828,969","-475,390","-1,110,075","-4,004,153",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,"50,000","28,000","5,000","151,308",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-1,924,848","-2,087,682","-2,800,969","-470,390","-958,767","-4,004,153",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-1,924,848","-2,087,682","-2,800,969","-470,390","-958,767","-4,004,153",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-1,924,848","-2,087,682","-2,800,969","-470,390","-958,767","-4,004,153",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"163,420,494","155,744,233","118,569,028","107,741,761","72,342,193","34,392,716",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"163,420,494","155,744,233","118,569,028","107,741,761","72,342,193","34,392,716",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),30.530%,31.353%,10.049%,48.934%,110.342%,14.298%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.012,-0.013,-0.024,-0.004,-0.013,-0.116,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.012,-0.013,-0.024,-0.004,-0.013,-0.116,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-1,348,089","-1,186,066","-1,787,228","413,479","-986,783","-554,325",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.008,-0.008,-0.015,0.004,-0.014,-0.016,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,-,-,-,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-,-,-,-45.705%,-186.716%,-,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-,-,-,-47.039%,-127.836%,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-,-,-,41.348%,-131.571%,-,Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-2,093,568","-2,229,879","-2,155,757","-457,052","-1,400,368","-3,447,311",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-,-,-,-45.705%,-186.716%,-,Upgrade,Financials in USD,Fiscal year is April - March
