Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"635,450","606,796","567,905","505,604","181,229",-,Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),16.762%,6.848%,12.322%,178.986%,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,"245,246","202,044","363,326","248,925","104,257",-,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"390,204","404,752","204,579","256,679","76,972",-,Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","8,102,169","9,145,448","11,844,585","5,822,658","3,433,762","1,601,849",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,-,-,-,-,-,"166,720",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"8,102,169","9,145,448","11,844,585","5,822,658","3,433,762","1,768,569",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-7,711,965","-8,740,696","-11,640,006","-5,565,979","-3,356,790","-1,768,569",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-19,613,755","-16,906,587","-1,094,656","-121,094","-31,218","-1,795,398",Upgrade,Financials in USD,Fiscal year is October - September
Currency Exchange Gain (Loss),-,-,-,"-22,686","49,202",-,Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"14,067,795","615,796",-,-,"10,000","-5,760,902",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-13,257,925","-25,031,487","-12,734,662","-5,709,759","-3,328,806","-9,324,869",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,"-1,200","-2,900","-7,300",-100,"-6,900",-,Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,-,-,"10,916",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,"-238,671","-238,671",-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,"-5,634,447",-,"227,294","165,439","-77,375",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-13,497,796","-30,907,505","-12,741,962","-5,471,649","-3,170,267","-9,402,244",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-13,497,796","-30,907,505","-12,741,962","-5,471,649","-3,170,267","-9,402,244",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-13,497,796","-30,907,505","-12,741,962","-5,471,649","-3,170,267","-9,402,244",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,"39,452","240,000","1,166,618","2,006,120",-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-13,497,796","-30,946,957","-12,981,962","-6,638,267","-5,176,387","-9,402,244",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"6,151,499,937","6,151,499,919","5,881,207,480","5,369,618,049","84,657,988","494,843",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"6,151,499,937","6,151,499,919","5,881,207,480","5,369,618,049","84,657,988","494,843",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),2.011%,4.596%,9.527%,6242.719%,17008.050%,-,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.002,-0.005,-0.002,-0.001,-0.061,-19.000,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.002,-0.005,-0.002,-0.001,-0.061,-19.000,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-5,116,699","-5,938,235","-5,521,306","-4,916,632","-4,002,293","-1,171,131",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.001,-0.001,-0.001,-0.001,-0.047,-2.367,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,61.406%,66.703%,36.023%,50.767%,42.472%,-,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-1213.623%,-1440.467%,-2049.640%,-1100.857%,-1852.237%,-,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-2124.132%,-5100.059%,-2285.939%,-1312.938%,-2856.269%,-,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-805.209%,-978.621%,-972.224%,-972.427%,-2208.418%,-,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-7,507,841","-8,532,409","-11,449,226","-5,380,249","-3,259,029","-1,766,231",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"204,124","208,287","190,780","185,730","97,761","2,338",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-7,711,965","-8,740,696","-11,640,006","-5,565,979","-3,356,790","-1,768,569",Upgrade,Financials in USD,Fiscal year is October - September
