Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Jul '23 Jul 31, 2023","Jul '22 Jul 31, 2022","Jul '21 Jul 31, 2021","Jul '20 Jul 31, 2020",2019 - 2015,,
Revenue,"22,393,922","17,815,509","2,345,389","2,305,188","1,474,690","2,143,155",Upgrade,Financials in CAD,Fiscal year is August - July
Revenue Growth (YoY),598.162%,659.597%,1.744%,56.317%,-31.191%,-46.487%,Upgrade,Financials in CAD,Fiscal year is August - July
Cost of Revenue,"15,214,191","11,826,082","1,453,048","1,744,173","1,715,592","2,213,272",Upgrade,Financials in CAD,Fiscal year is August - July
Gross Profit,"7,179,731","5,989,427","892,341","561,015","-240,902","-70,117",Upgrade,Financials in CAD,Fiscal year is August - July
"Selling, General & Admin","6,185,345","5,438,413","3,746,473","2,584,016","1,454,807","2,478,179",Upgrade,Financials in CAD,Fiscal year is August - July
Research & Development,"1,414,095","1,287,895","1,354,221","778,544","610,252","1,536,832",Upgrade,Financials in CAD,Fiscal year is August - July
Other Operating Expenses,"122,131","121,561","115,898","111,021",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"7,721,571","6,847,869","5,216,592","3,473,581","2,065,059","4,015,011",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"-541,840","-858,442","-4,324,251","-2,912,566","-2,305,961","-4,085,128",Upgrade,Financials in CAD,Fiscal year is August - July
Interest Expense,"-349,557","-379,831","-459,674","-936,971","-793,058","-761,578",Upgrade,Financials in CAD,Fiscal year is August - July
Interest & Investment Income,"123,094","73,910","184,318","39,652",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),"-96,437","-60,273",-,"361,583","-293,177","471,930",Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-864,740","-1,224,636","-4,599,607","-3,448,302","-3,392,196","-4,374,776",Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,-,-,-,-,"45,816",-,Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-864,740","-1,224,636","-4,599,607","-3,448,302","-3,346,380","-4,374,776",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-864,740","-1,224,636","-4,599,607","-3,448,302","-3,346,380","-4,374,776",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"-864,740","-1,224,636","-4,599,607","-3,448,302","-3,346,380","-4,374,776",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"147,674,232","147,109,779","135,566,455","119,027,954","88,842,565","72,406,209",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"147,674,232","147,109,779","135,566,455","119,027,954","88,842,565","72,406,209",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),6.044%,8.515%,13.895%,33.976%,22.700%,7.379%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.006,-0.008,-0.034,-0.029,-0.038,-0.060,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.006,-0.008,-0.034,-0.029,-0.038,-0.060,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"8,840,979","5,629,587","-4,356,246","-2,945,251","-1,833,266","-2,027,627",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,0.060,0.038,-0.032,-0.025,-0.021,-0.028,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,32.061%,33.619%,38.047%,24.337%,-16.336%,-3.272%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,-2.420%,-4.819%,-184.372%,-126.348%,-156.369%,-190.613%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,-3.861%,-6.874%,-196.113%,-149.589%,-226.921%,-204.128%,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Margin,39.479%,31.599%,-185.737%,-127.766%,-124.315%,-94.609%,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"77,833","-221,368","-3,924,907","-2,070,215","-1,295,840","-3,062,477",Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA Margin,0.347%,-1.242%,-167.346%,-89.807%,-87.872%,-142.896%,Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"619,673","637,074","399,344","842,351","1,010,121","1,022,651",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-541,840","-858,442","-4,324,251","-2,912,566","-2,305,961","-4,085,128",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT Margin,-2.420%,-4.819%,-184.372%,-126.348%,-156.369%,-190.613%,Upgrade,Financials in CAD,Fiscal year is August - July
