Fiscal Quarter,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018",+7 Quarters,,
"Selling, General & Admin","2,988,200","1,946,701","2,417,484","3,648,944","2,995,771","2,116,443","2,386,461","2,551,171","2,208,800","1,299,935","1,890,492","4,859,721","1,669,807","1,838,099","2,564,508","2,749,711","2,814,495","1,995,536","1,565,992","2,132,850",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,799,291","8,794,695","6,298,501","7,546,477","8,368,478","7,048,255","6,049,444","5,707,290","3,190,302","3,475,514","4,413,707","444,817","2,598,985","5,500,889","3,943,420","3,073,344","1,198,315","1,743,497","-1,785,645","1,243,221",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,787,491","10,741,396","8,715,985","11,195,421","11,364,249","9,164,698","8,435,905","8,258,461","5,399,102","4,775,449","6,304,199","5,304,538","4,268,792","7,338,988","6,507,928","5,823,055","4,012,810","3,739,033","-219,653","3,376,071",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-12,787,491","-10,741,396","-8,715,985","-11,195,421","-11,364,249","-9,164,698","-8,435,905","-8,258,461","-5,399,102","-4,775,449","-6,304,199","-5,304,538","-4,268,792","-7,338,988","-6,507,928","-5,823,055","-4,012,810","-3,739,033","219,653","-3,376,071",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-752,820","-1,819,644","-847,341",-,-304,-,"-1,970","-1,154","-44,064","-341,166","-2,118,433","-1,019,307","-572,985","-494,225","-472,052","-431,626","-427,245","-558,292","-1,038,014","-894,118",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"164,787","291,440","131,655","65,319","12,814","9,718","1,397","6,505","5,087",-,"3,295","8,550","12,815","28,322","57,848","72,641","26,456","36,272","42,431","54,637",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-78,642","360,000","77,000",-,-,-,-,-,"7,000","154,000","86,000","-5,215,348","1,225,961","-1,099,680","-2,299,100","1,993,800","1,328,000","50,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-13,454,166","-11,909,600","-9,354,671","-11,130,102","-11,351,739","-9,154,980","-8,436,478","-8,253,110","-5,431,079","-4,962,615","-8,333,337","-11,530,643","-3,603,001","-8,904,571","-9,221,232","-4,188,240","-3,085,599","-4,211,053","-775,930","-4,215,552",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-414,291","-20,303",-,-,-,"-400,000",-,-,-,-,-,"-800,000",-,-,-,"-300,000","-1,349,166",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,868,457","-11,929,903","-9,354,671","-11,130,102","-11,351,739","-9,554,980","-13,540,231","-8,253,110","-5,431,079","-4,962,615","-8,333,337","-44,597,536","-3,603,001","-8,904,571","-9,221,232","-4,488,240","-4,434,765","-4,211,053","-775,930","-4,215,552",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,868,457","-11,929,903","-9,354,671","-11,130,102","-11,351,739","-9,554,980","-13,540,231","-8,253,110","-5,431,079","-4,962,615","-8,333,337","-44,597,536","-3,603,001","-8,904,571","-9,221,232","-4,488,240","-4,434,765","-4,211,053","-775,930","-4,215,552",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,868,457","-11,929,903","-9,354,671","-11,130,102","-11,351,739","-9,554,980","-13,540,231","-8,253,110","-5,431,079","-4,962,615","-8,333,337","-44,597,536","-3,603,001","-8,904,571","-9,221,232","-4,488,240","-4,434,765","-4,211,053","-775,930","-4,215,552",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,591,912","13,004,378","12,955,481","12,950,099","12,911,776","12,842,186","12,714,238","12,477,616","10,564,043","8,029,954","7,081,290","3,929,245","2,058,115","1,805,477","1,794,198","1,698,689","1,362,614","1,312,043","1,290,925","1,284,759",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"13,591,912","13,004,378","12,955,481","12,950,099","12,911,776","12,842,186","12,714,238","12,477,616","10,564,043","8,029,954","7,081,290","3,929,245","2,058,115","1,805,477","1,794,198","1,698,689","1,362,614","1,312,043","1,290,925","1,284,759",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.268%,1.263%,1.897%,3.787%,22.224%,59.929%,79.547%,217.558%,413.287%,344.755%,294.677%,131.310%,51.042%,37.608%,38.985%,32.218%,28.283%,120.730%,-18.153%,116.139%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.020,-0.917,-0.722,-0.859,-0.879,-0.744,-1.065,-0.661,-0.514,-0.618,-1.177,-11.350,-1.751,-4.932,-5.139,-2.642,-3.255,-3.210,-0.601,-3.281,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.020,-0.918,-0.722,-0.859,-0.880,-0.747,-1.065,-0.661,-0.514,-0.618,-1.177,-11.350,-1.751,-4.932,-5.139,-2.642,-3.255,-3.210,-0.601,-3.281,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-9,749,676","-9,738,610","-9,969,952","-7,786,324","-9,751,173","-7,973,295","-8,176,743","-7,110,701","-6,230,012","-6,418,495","-4,161,335","-6,200,114","-2,632,385","-3,226,140","-3,988,592","-6,527,448","-4,237,746","-2,408,632","-3,479,930","-2,313,277",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.717,-0.749,-0.770,-0.601,-0.755,-0.621,-0.643,-0.570,-0.590,-0.799,-0.588,-1.578,-1.279,-1.787,-2.223,-3.843,-3.110,-1.836,-2.696,-1.801,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,786,162","-10,738,856","-8,714,416","-11,192,634","-11,362,622","-9,161,782","-8,434,579","-8,256,240","-5,397,992","-4,773,841","-6,297,061","-5,300,077","-4,263,508","-7,333,485","-6,502,237","-5,817,781","-4,007,671","-3,733,895","224,791","-3,369,480",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,329","2,540","1,569","2,787","1,627","2,916","1,326","2,221","1,110","1,608","7,138","4,461","5,284","5,503","5,691","5,274","5,139","5,138","5,138","6,591",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,787,491","-10,741,396","-8,715,985","-11,195,421","-11,364,249","-9,164,698","-8,435,905","-8,258,461","-5,399,102","-4,775,449","-6,304,199","-5,304,538","-4,268,792","-7,338,988","-6,507,928","-5,823,055","-4,012,810","-3,739,033","219,653","-3,376,071",Upgrade,Financials in USD,Fiscal year is January - December
