Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"22,619,000","23,247,000","9,653,000","2,941,000","2,144,000","3,890,116",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue Growth (YoY),41.148%,140.827%,228.222%,37.174%,-44.886%,-5.648%,Upgrade,Financials in GBP,Fiscal year is January - December
Cost of Revenue,"13,102,000","12,003,000","2,410,000","3,888,000","1,786,000","2,570,822",Upgrade,Financials in GBP,Fiscal year is January - December
Gross Profit,"9,517,000","11,244,000","7,243,000","-947,000","358,000","1,319,293",Upgrade,Financials in GBP,Fiscal year is January - December
"Selling, General & Admin","17,582,000","16,855,000","11,232,000","8,136,000","5,933,000","7,103,996",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"15,266,000","14,529,000","11,100,000","13,480,000","8,891,000","5,548,233",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"40,389,000","37,961,000","32,776,000","28,136,000","18,957,000","14,045,640",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-30,872,000","-26,717,000","-25,533,000","-29,083,000","-18,599,000","-12,726,347",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,"-14,741,000","-15,298,000","-2,701,000","-128,000","-89,000","-69,176",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"744,000","655,000","91,000","17,000","43,000","51,529",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Equity Investments,"-827,000","-847,000","-1,152,000",-,"-217,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Other Non Operating Income (Expenses),"19,777,000","15,684,000","-4,100,000",-,"1,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
EBT Excluding Unusual Items,"-25,919,000","-26,523,000","-33,395,000","-29,194,000","-18,861,000","-12,743,994",Upgrade,Financials in GBP,Fiscal year is January - December
Merger & Restructuring Charges,-,"-282,000","-3,022,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Asset Writedown,"-512,000","-512,000","-5,225,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-27,952,000","-27,317,000","-41,642,000","-29,194,000","-18,861,000","-12,743,994",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-2,065,000","-2,370,000","-4,659,000","-2,820,000","-2,464,000","-1,721,646",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Continuing Operations,"-25,887,000","-24,947,000","-36,983,000","-26,374,000","-16,397,000","-11,022,347",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"351,000","58,000","-2,494,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-25,887,000","-24,947,000","-36,632,000","-26,316,000","-18,891,000","-11,022,347",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-25,887,000","-24,947,000","-36,632,000","-26,316,000","-18,891,000","-11,022,347",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"301,553,987","272,683,485","255,369,066","249,478,070","225,578,759","120,336,858",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"301,553,987","272,683,485","255,369,066","249,478,070","225,578,759","120,336,858",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),14.052%,6.780%,2.361%,10.595%,87.456%,8.922%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-0.086,-0.091,-0.143,-0.105,-0.084,-0.092,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-0.086,-0.091,-0.143,-0.105,-0.084,-0.092,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-20,565,000","-15,996,000","-16,990,000","-21,668,000","-11,921,000","-9,623,289",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-0.068,-0.059,-0.067,-0.087,-0.053,-0.080,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Margin,42.075%,48.367%,75.034%,-32.200%,16.698%,33.914%,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Margin,-136.487%,-114.927%,-264.508%,-988.881%,-867.491%,-327.146%,Upgrade,Financials in GBP,Fiscal year is January - December
Profit Margin,-114.448%,-107.313%,-379.488%,-894.798%,-881.110%,-283.342%,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Margin,-90.919%,-68.809%,-176.007%,-736.756%,-556.017%,-247.378%,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-28,517,000","-24,617,000","-24,343,000","-27,930,000","-17,532,000","-11,713,406",Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA Margin,-126.075%,-105.893%,-252.181%,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"2,355,000","2,100,000","1,190,000","1,153,000","1,067,000","1,012,941",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-30,872,000","-26,717,000","-25,533,000","-29,083,000","-18,599,000","-12,726,347",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT Margin,-136.487%,-114.927%,-264.508%,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
