Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"55,199,000","55,199,000","59,587,000","72,768,000","84,331,000","78,204,000",Upgrade,Financials in GBP,Fiscal year is July - June
Revenue Growth (YoY),-7.364%,-7.364%,-18.114%,-13.711%,7.835%,6.087%,Upgrade,Financials in GBP,Fiscal year is July - June
Cost of Revenue,"25,462,000","25,462,000","26,342,000","23,262,000","22,106,000","20,201,000",Upgrade,Financials in GBP,Fiscal year is July - June
Gross Profit,"29,737,000","29,737,000","33,245,000","49,506,000","62,225,000","58,003,000",Upgrade,Financials in GBP,Fiscal year is July - June
"Selling, General & Admin","42,698,000","42,698,000","49,167,000","46,960,000","45,979,000","44,645,000",Upgrade,Financials in GBP,Fiscal year is July - June
Research & Development,"22,900,000","22,900,000","20,121,000","15,659,000","12,887,000","9,000,000",Upgrade,Financials in GBP,Fiscal year is July - June
Other Operating Expenses,"-1,526,000","-1,526,000","-856,000","-740,000","-567,000","-634,000",Upgrade,Financials in GBP,Fiscal year is July - June
Operating Expenses,"64,072,000","64,072,000","68,432,000","61,879,000","58,299,000","53,011,000",Upgrade,Financials in GBP,Fiscal year is July - June
Operating Income,"-34,335,000","-34,335,000","-35,187,000","-12,373,000","3,926,000","4,992,000",Upgrade,Financials in GBP,Fiscal year is July - June
Interest Expense,"-3,790,000","-3,790,000","-2,158,000","-541,000","-386,000","-339,000",Upgrade,Financials in GBP,Fiscal year is July - June
Interest & Investment Income,"285,000","285,000","329,000","254,000","107,000","261,000",Upgrade,Financials in GBP,Fiscal year is July - June
Other Non Operating Income (Expenses),"-87,000","-87,000",-,"3,000","10,000","5,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBT Excluding Unusual Items,"-37,927,000","-37,927,000","-37,016,000","-12,657,000","3,657,000","4,919,000",Upgrade,Financials in GBP,Fiscal year is July - June
Merger & Restructuring Charges,"-1,239,000","-1,239,000",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is July - June
Legal Settlements,-,-,-,-,-,"3,152,000",Upgrade,Financials in GBP,Fiscal year is July - June
Other Unusual Items,-,-,"-4,750,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is July - June
Pretax Income,"-39,166,000","-39,166,000","-41,766,000","-12,657,000","3,657,000","8,071,000",Upgrade,Financials in GBP,Fiscal year is July - June
Income Tax Expense,"1,050,000","1,050,000","1,305,000","1,119,000","771,000","1,013,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income,"-40,216,000","-40,216,000","-43,071,000","-13,776,000","2,886,000","7,058,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income to Common,"-40,216,000","-40,216,000","-43,071,000","-13,776,000","2,886,000","7,058,000",Upgrade,Financials in GBP,Fiscal year is July - June
Net Income Growth,-,-,-,-,-59.110%,103.577%,Upgrade,Financials in GBP,Fiscal year is July - June
Shares Outstanding (Basic),"3,743,332,000","3,743,332,000","670,355,000","642,990,000","639,190,000","636,169,000",Upgrade,Financials in GBP,Fiscal year is July - June
Shares Outstanding (Diluted),"3,743,332,000","3,743,332,000","670,355,000","642,990,000","676,658,000","673,492,000",Upgrade,Financials in GBP,Fiscal year is July - June
Shares Change (YoY),458.410%,458.410%,4.256%,-4.976%,0.470%,0.566%,Upgrade,Financials in GBP,Fiscal year is July - June
EPS (Basic),-0.011,-0.011,-0.064,-0.021,0.005,0.011,Upgrade,Financials in GBP,Fiscal year is July - June
EPS (Diluted),-0.011,-0.011,-0.064,-0.021,0.004,0.011,Upgrade,Financials in GBP,Fiscal year is July - June
EPS Growth,-,-,-,-,-59.057%,101.923%,Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow,"-35,539,000","-35,539,000","-33,550,000","-17,057,000","6,027,000","10,221,000",Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow Per Share,-0.009,-0.009,-0.050,-0.027,0.009,0.015,Upgrade,Financials in GBP,Fiscal year is July - June
Gross Margin,53.872%,53.872%,55.792%,68.033%,73.787%,74.169%,Upgrade,Financials in GBP,Fiscal year is July - June
Operating Margin,-62.202%,-62.202%,-59.051%,-17.003%,4.655%,6.383%,Upgrade,Financials in GBP,Fiscal year is July - June
Profit Margin,-72.856%,-72.856%,-72.283%,-18.931%,3.422%,9.025%,Upgrade,Financials in GBP,Fiscal year is July - June
Free Cash Flow Margin,-64.383%,-64.383%,-56.304%,-23.440%,7.147%,13.070%,Upgrade,Financials in GBP,Fiscal year is July - June
EBITDA,"-32,166,000","-32,166,000","-33,077,000","-10,239,000","6,113,000","7,137,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBITDA Margin,-58.273%,-58.273%,-55.510%,-14.071%,7.249%,9.126%,Upgrade,Financials in GBP,Fiscal year is July - June
D&A For EBITDA,"2,169,000","2,169,000","2,110,000","2,134,000","2,187,000","2,145,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBIT,"-34,335,000","-34,335,000","-35,187,000","-12,373,000","3,926,000","4,992,000",Upgrade,Financials in GBP,Fiscal year is July - June
EBIT Margin,-62.202%,-62.202%,-59.051%,-17.003%,4.655%,6.383%,Upgrade,Financials in GBP,Fiscal year is July - June
Effective Tax Rate,-,-,-,-,21.083%,12.551%,Upgrade,Financials in GBP,Fiscal year is July - June
