Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Oct '24 Oct 31, 2024","Oct '23 Oct 31, 2023","Oct '22 Oct 31, 2022","Oct '21 Oct 31, 2021","Oct '20 Oct 31, 2020",2019 - 2015,,
"Selling, General & Admin","8,973,092","8,973,092","8,459,060","7,857,137","2,298,518","2,501,131",Upgrade,Financials in CAD,Fiscal year is November - October
Research & Development,"22,690,650","22,690,650","32,042,533","16,896,624","4,637,989","2,758,633",Upgrade,Financials in CAD,Fiscal year is November - October
Operating Expenses,"31,663,742","31,663,742","40,501,593","24,753,761","6,936,507","5,259,764",Upgrade,Financials in CAD,Fiscal year is November - October
Operating Income,"-31,663,742","-31,663,742","-40,501,593","-24,753,761","-6,936,507","-5,259,764",Upgrade,Financials in CAD,Fiscal year is November - October
Interest Expense,"-586,858","-586,858","-32,075","-51,185","-10,169","-6,392",Upgrade,Financials in CAD,Fiscal year is November - October
Interest & Investment Income,"388,391","388,391","1,500,222","577,285","70,552","38,853",Upgrade,Financials in CAD,Fiscal year is November - October
Currency Exchange Gain (Loss),"-341,788","-341,788","35,926","-126,058","-41,216","-14,119",Upgrade,Financials in CAD,Fiscal year is November - October
Other Non Operating Income (Expenses),-,-,-,"-66,817","-48,199","-79,886",Upgrade,Financials in CAD,Fiscal year is November - October
EBT Excluding Unusual Items,"-32,203,997","-32,203,997","-38,997,520","-24,420,536","-6,965,539","-5,321,308",Upgrade,Financials in CAD,Fiscal year is November - October
Gain (Loss) on Sale of Assets,"18,862","18,862",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Pretax Income,"-32,185,135","-32,185,135","-38,997,520","-24,420,536","-6,965,539","-5,321,308",Upgrade,Financials in CAD,Fiscal year is November - October
Income Tax Expense,"7,000","7,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Net Income,"-32,192,135","-32,192,135","-38,997,520","-24,420,536","-6,965,539","-5,321,308",Upgrade,Financials in CAD,Fiscal year is November - October
Net Income to Common,"-32,192,135","-32,192,135","-38,997,520","-24,420,536","-6,965,539","-5,321,308",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Outstanding (Basic),"306,954,330","306,954,330","303,332,686","273,593,143","245,522,770","197,287,231",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Outstanding (Diluted),"306,954,330","306,954,330","303,332,686","273,593,143","245,522,770","197,287,231",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Change (YoY),1.194%,1.194%,10.870%,11.433%,24.449%,12.171%,Upgrade,Financials in CAD,Fiscal year is November - October
EPS (Basic),-0.105,-0.105,-0.129,-0.089,-0.028,-0.027,Upgrade,Financials in CAD,Fiscal year is November - October
EPS (Diluted),-0.105,-0.105,-0.129,-0.089,-0.028,-0.027,Upgrade,Financials in CAD,Fiscal year is November - October
Free Cash Flow,"-18,896,313","-18,896,313","-30,438,376","-14,750,398","-6,860,973","-3,944,665",Upgrade,Financials in CAD,Fiscal year is November - October
Free Cash Flow Per Share,-0.062,-0.062,-0.100,-0.054,-0.028,-0.020,Upgrade,Financials in CAD,Fiscal year is November - October
EBITDA,"-31,253,210","-31,253,210","-40,193,104","-24,450,824","-6,692,147","-5,122,872",Upgrade,Financials in CAD,Fiscal year is November - October
D&A For EBITDA,"410,532","410,532","308,489","302,937","244,360","136,892",Upgrade,Financials in CAD,Fiscal year is November - October
EBIT,"-31,663,742","-31,663,742","-40,501,593","-24,753,761","-6,936,507","-5,259,764",Upgrade,Financials in CAD,Fiscal year is November - October
