Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"8,691,675","9,487,299","10,666,649","13,519,947","13,106,280","12,522,542","12,461,793","11,313,879","11,237,277","16,776,502","18,088,877","12,787,566","8,820,952","6,695,144","3,353,270","2,196,518","1,509,437","1,267,942","370,424",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-33.683%,-24.238%,-14.405%,19.499%,16.632%,-25.357%,-31.108%,-11.524%,27.393%,150.577%,439.440%,482.174%,484.387%,428.032%,805.252%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,933,780","5,933,058","7,282,609","9,522,468","8,684,277","6,886,185","6,813,348","7,182,230","10,423,533","8,713,590","10,103,893","6,252,549","4,720,057","3,035,630","1,707,523","1,312,946","878,327","1,018,047","198,109",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"3,757,895","3,554,241","3,384,040","3,997,479","4,422,003","5,636,357","5,648,445","4,131,649","813,744","8,062,912","7,984,984","6,535,017","4,100,895","3,659,514","1,645,747","883,572","631,110","249,895","172,315",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,987,068","1,892,934","2,168,076","2,619,400","2,160,136","2,284,835","2,685,217","2,545,318","-161,682","3,278,039","3,046,348","2,603,049","1,429,760","1,839,413","795,531","149,886","403,343","569,850","534,760","158,716",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"858,230","883,180","855,084","1,459,930","1,488,520","715,147","611,466","595,723","377,416","528,608","382,462","278,027","170,820","99,773","80,393","222,052",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,767,767","3,990,824","3,347,236","4,345,295","3,614,053","3,122,952","3,478,335","3,309,558","211,629","3,502,144","3,679,513","3,185,881","1,678,373","1,984,597","918,684","380,098","502,686","598,925","1,931,013","160,723",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,872","-436,583","36,804","-347,816","807,950","2,513,405","2,170,110","822,091","602,115","4,560,768","4,305,471","3,349,136","2,422,522","1,674,917","727,063","503,474","128,424","-349,030","-1,758,698","-160,723",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-88,293","-90,487","-92,850","-37,980","-23,986","-24,364","-24,187","-24,358","-37,181","-26,928","-31,731","-35,314","-35,368","-35,398","-36,347","-19,281","-19,281","-19,019","-7,605",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"39,213","43,399","42,547","18,126","3,414","11,857","14,812","7,971","2,127",521,491,"3,189",217,253,202,"3,228",782,907,"5,676","12,369",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-133,634","-155,056","-161,911","-169,872","-208,411","-140,731","-136,819","-105,367","-106,844","-132,471","-133,034","-203,672","-149,031","-160,615","-72,709","-32,263","-14,702","34,429",-,-30,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-192,586","-638,727","-175,410","-537,542","578,967","2,360,167","2,023,916","700,337","460,217","4,401,890","4,141,197","3,113,339","2,238,340","1,479,157","618,209","455,158","95,223","-332,713","-1,760,627","-148,384",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-388,727",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"3,641","-37,986","-13,946",-,-,-,-,"-176,952","-8,243",-,-,-,-,"-4,750",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-139,"18,975","-1,349,600","481,326",105,"-11,431","-2,138,436","368,132","-4,461","108,792","3,074","-7,958","-2,162","121,747",150,"94,372",600,"-86,600",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-189,084","-657,738","-1,538,956","-56,216","579,072","2,348,736","-114,520","891,517","447,513","4,510,682","4,144,271","2,716,654","2,236,178","1,596,154","618,359","549,530","95,823","-419,313","-1,760,627","-148,384",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,315","-134,526","-397,952","-79,856","-38,576","689,275","27,222","282,929","24,027","1,291,222","1,199,478","1,367,362",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-194,399","-523,212","-1,141,004","23,640","617,648","1,659,461","-141,742","608,588","423,486","3,219,460","2,944,793","1,349,292","2,236,178","1,596,154","618,359","549,530","95,823","-419,313","-1,760,627","-148,384",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-194,399","-523,212","-1,141,004","23,640","617,648","1,659,461","-141,742","608,588","423,486","3,219,460","2,944,793","1,349,292","2,236,178","1,596,154","618,359","549,530","95,823","-419,313","-1,760,627","-148,384",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-194,399","-523,212","-1,141,004","23,640","617,648","1,659,461","-141,742","608,588","423,486","3,219,460","2,944,793","1,349,292","2,236,178","1,596,154","618,359","549,530","95,823","-419,313","-1,760,627","-148,384",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-96.116%,45.849%,-48.455%,-,-54.896%,-81.062%,101.701%,376.227%,145.536%,2233.655%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,822,678","14,759,282","14,805,678","14,808,431","14,648,874","14,512,648","14,246,745","14,102,818","14,102,578","14,099,007","14,017,578","14,034,173","13,015,717","11,042,657","7,456,925","6,467,213","6,460,236","6,462,070","4,312,568","2,726,668",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,822,678","14,759,282","14,805,678","20,222,723","15,356,374","16,689,846","14,246,745","15,885,016","15,884,776","15,906,205","15,924,776","14,034,173","16,257,915","14,381,105","16,084,794","6,467,213","6,460,236","6,462,070","4,312,568","2,726,668",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-3.475%,-11.567%,3.923%,27.307%,-3.326%,4.927%,-10.537%,13.188%,-2.295%,10.605%,-0.995%,117.005%,151.661%,122.546%,272.975%,137.184%,148.729%,150.502%,79.259%,15.066%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.013,-0.035,-0.077,0.002,0.042,0.114,-0.010,0.043,0.030,0.228,0.210,0.096,0.172,0.145,0.083,0.085,0.015,-0.065,-0.408,-0.054,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.013,-0.040,-0.080,0.001,0.040,0.100,-0.010,0.040,0.030,0.200,0.180,0.095,0.140,0.110,0.040,0.054,0.010,-0.065,-0.410,-0.054,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-98.503%,33.338%,-50.000%,-,-57.937%,-78.572%,81.818%,350.000%,76.228%,1300.130%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-334,278","-190,437","146,798","-1,531,301","1,055,291","-1,020,372","-39,580","-758,907","2,436,019","104,141","340,054","1,192,363","1,949,044","1,495,392","617,590","750,502","-386,527","-398,808","-373,336","-123,627",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.023,-0.013,0.010,-0.076,0.069,-0.061,-0.003,-0.048,0.153,0.007,0.021,0.085,0.120,0.104,0.038,0.116,-0.060,-0.062,-0.087,-0.045,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,43.236%,37.463%,31.725%,29.567%,33.739%,45.010%,45.326%,36.518%,7.241%,48.061%,44.143%,51.104%,46.490%,54.659%,49.079%,40.226%,41.811%,19.709%,46.518%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.114%,-4.602%,0.345%,-2.573%,6.165%,20.071%,17.414%,7.266%,5.358%,27.185%,23.802%,26.191%,27.463%,25.017%,21.682%,22.921%,8.508%,-27.527%,-474.780%,-,Upgrade,Financials in USD,Fiscal year is January - December
