Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"348,637,000","328,199,000","293,563,000","243,478,000","199,519,000","47,461,000",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),3.867%,11.798%,20.571%,22.032%,320.385%,279.688%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"180,369,000","175,547,000","155,502,000","128,066,000","117,829,000","20,543,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"168,268,000","152,652,000","138,061,000","115,412,000","81,690,000","26,918,000",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","92,957,000","83,693,000","88,624,000","74,376,000","70,737,000","24,230,000",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,"20,197,000","17,549,000","14,755,000","12,692,000","11,725,000","3,913,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"157,994,000","146,282,000","155,121,000","128,244,000","107,997,000","31,556,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"10,274,000","6,370,000","-17,060,000","-12,832,000","-26,307,000","-4,638,000",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-10,866,000","-12,488,000","-6,600,000","-3,618,000","-3,398,000","-370,000",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"10,829,000","12,575,000","10,632,000","7,382,000","14,322,000","23,542,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"906,000",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-14,941,000","-15,169,000","7,442,000","-3,737,000","-14,156,000","-1,389,000",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-25,842,000","-7,319,000","-22,682,000","19,072,000","60,301,000","17,152,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-30,546,000","-16,031,000","-28,268,000","6,267,000","30,762,000","35,203,000",Upgrade,Financials in CAD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-3,693,000","-8,019,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"4,168,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"2,948,000",-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,"-9,260,000","-9,260,000","-23,984,000",-,"-656,000","-4,226,000",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"7,831,000","3,303,000","8,292,000","423,000","-1,444,000","-176,000",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-31,975,000","-21,988,000","-43,960,000","6,690,000","32,085,000","22,782,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,"-1,246,000","-5,153,000","-14,068,000","-8,985,000","325,000","4,749,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-30,729,000","-16,835,000","-29,892,000","15,675,000","31,760,000","18,033,000",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,"10,307,000","-3,516,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-30,729,000","-16,835,000","-29,892,000","15,675,000","42,067,000","14,517,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-30,729,000","-16,835,000","-29,892,000","15,675,000","42,067,000","14,517,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-,-,-,-62.738%,189.778%,-39.711%,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"101,827,846","107,465,978","114,890,252","124,480,259","131,783,255","139,758,522",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"101,827,846","107,465,978","114,890,252","124,521,641","131,985,025","140,139,220",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-7.226%,-6.462%,-7.735%,-5.655%,-5.819%,-2.189%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.302,-0.157,-0.260,0.126,0.319,0.104,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.303,-0.160,-0.260,0.126,0.319,0.100,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-,-,-,-60.552%,219.213%,-40.683%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"50,404,000","34,989,000","42,115,000","40,786,000","-17,583,000","4,487,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.495,0.326,0.367,0.328,-0.133,0.032,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,48.264%,46.512%,47.029%,47.401%,40.943%,56.716%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,2.947%,1.941%,-5.811%,-5.270%,-13.185%,-9.772%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-8.814%,-5.130%,-10.182%,6.438%,21.084%,30.587%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,14.457%,10.661%,14.346%,16.751%,-8.813%,9.454%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"57,364,000","53,260,000","40,976,000","32,458,000","2,974,000","-904,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,16.454%,16.228%,13.958%,13.331%,1.490%,-1.905%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"47,090,000","46,890,000","58,036,000","45,290,000","29,281,000","3,734,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"10,274,000","6,370,000","-17,060,000","-12,832,000","-26,307,000","-4,638,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,2.947%,1.941%,-5.811%,-5.270%,-13.185%,-9.772%,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,1.013%,20.845%,Upgrade,Financials in CAD,Fiscal year is January - December
