Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"34,507,899","31,590,302","27,925,187","28,618,218","22,332,168","21,424,324",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),12.117%,13.125%,-2.422%,28.148%,4.237%,-0.477%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"7,102,270","5,992,359","5,067,304","5,980,356","4,908,321","4,778,069",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"27,405,629","25,597,943","22,857,883","22,637,862","17,423,847","16,646,255",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","19,128,408","18,126,803","15,875,885","14,454,661","12,393,823","10,387,167",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"19,128,408","18,126,803","15,875,885","14,454,661","12,393,823","10,387,167",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"8,277,221","7,471,140","6,981,998","8,183,201","5,030,024","6,259,088",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-61,575","-68,411","-77,142","-85,246","-92,942","-32,456",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"1,170,681","1,131,124","525,795","155,466","263,137","447,011",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,"36,760","67,835",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"9,386,327","8,533,853","7,430,651","8,253,421","5,236,979","6,741,478",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-870,947",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,"125,000",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"9,386,327","8,533,853","7,430,651","8,378,421","5,236,979","5,870,531",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,"2,278,626","2,073,726","1,972,306","2,096,855","1,441,644","1,501,236",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"7,107,701","6,460,127","5,458,345","6,281,566","3,795,335","4,369,295",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"7,107,701","6,460,127","5,458,345","6,281,566","3,795,335","4,369,295",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,14.477%,18.353%,-13.105%,65.508%,-13.136%,-23.418%,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"11,662,770","11,949,895","12,303,121","12,689,163","12,977,456","13,945,147",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"11,881,715","12,170,410","12,540,638","12,871,281","13,094,300","13,945,222",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-3.047%,-2.952%,-2.569%,-1.703%,-6.102%,-4.059%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),0.609,0.541,0.444,0.495,0.292,0.313,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),0.598,0.531,0.435,0.488,0.290,0.310,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,18.150%,22.069%,-10.860%,68.276%,-6.452%,-20.513%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"6,657,369","4,995,746","4,901,939","4,590,178","6,880,807","3,897,377",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.560,0.410,0.391,0.357,0.525,0.279,Upgrade,Financials in CAD,Fiscal year is January - December
Dividend Per Share,0.175,0.160,0.040,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Dividend Growth,9.375%,300.000%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,79.418%,81.031%,81.854%,79.103%,78.021%,77.698%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,23.986%,23.650%,25.003%,28.594%,22.524%,29.215%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,20.597%,20.450%,19.546%,21.950%,16.995%,20.394%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,19.292%,15.814%,17.554%,16.039%,30.811%,18.191%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"8,470,761","7,763,978","7,263,530","8,470,103","5,368,551","6,456,859",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,24.547%,24.577%,26.011%,29.597%,24.040%,30.138%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"193,540","292,838","281,532","286,902","338,527","197,771",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"8,277,221","7,471,140","6,981,998","8,183,201","5,030,024","6,259,088",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,23.986%,23.650%,25.003%,28.594%,22.524%,29.215%,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,24.276%,24.300%,26.543%,25.027%,27.528%,25.572%,Upgrade,Financials in CAD,Fiscal year is January - December
