Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"17,098,000","18,218,000","16,837,000","8,244,000","446,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),26.091%,8.202%,104.233%,1748.430%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,276,000","6,512,000","4,415,000","4,055,000","468,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"13,822,000","11,706,000","12,422,000","4,189,000","-22,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,998,000","26,741,000","71,724,000","138,360,000","86,965,000","30,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,576,000","2,812,000","24,822,000","32,630,000","16,637,000","21,923,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"23,875,000","29,553,000","96,546,000","170,990,000","103,602,000","52,742,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-10,053,000","-17,847,000","-84,124,000","-166,801,000","-103,624,000","-52,742,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,628,000","-2,628,000","-2,087,000","-4,732,000","-2,082,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"16,000","31,000","85,000","15,000","169,000","458,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,751,000","-1,897,000","33,959,000","-33,657,000","-36,768,000","-27,745,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,914,000","-22,341,000","-52,167,000","-205,175,000","-142,305,000","-80,029,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"977,000","75,337,000","-24,487,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,937,000","52,996,000","-76,654,000","-205,175,000","-142,305,000","-80,029,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"17,000","44,000","17,000","4,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-7,937,000","52,979,000","-76,698,000","-205,192,000","-142,309,000","-80,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,937,000","52,979,000","-76,698,000","-205,192,000","-142,309,000","-80,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"3,083,000","2,984,000","1,316,000","1,047,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-11,020,000","49,995,000","-78,014,000","-206,239,000","-142,309,000","-80,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"51,626,877","4,826,763","465,967","69,818","35,817","21,455",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"51,626,877","984,038,574","465,967","69,818","35,817","21,455",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-90.094%,211082.031%,567.402%,94.930%,66.940%,83.690%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.213,10.358,-167.424,-2953.952,-3973.225,-3730.273,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.278,0.054,-167.424,-2953.952,-3975.000,-3730.273,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,661,000","-8,972,000","-70,751,000","-149,606,000","-107,083,000","-55,261,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.032,-0.009,-151.837,-2142.800,-2989.726,-2575.670,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,80.840%,64.255%,73.778%,50.813%,-4.933%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-58.796%,-97.964%,-499.638%,-2023.302%,-23234.081%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-64.452%,274.426%,-463.349%,-2501.686%,-31907.848%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-9.715%,-49.248%,-420.211%,-1814.726%,-24009.641%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,705,000","-17,370,000","-83,109,000","-165,778,000","-103,322,000","-52,479,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-56.761%,-95.345%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"348,000","477,000","1,015,000","1,023,000","302,000","263,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-10,053,000","-17,847,000","-84,124,000","-166,801,000","-103,624,000","-52,742,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-58.796%,-97.963%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,0.032%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
