Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+9 Quarters,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+9 Quarters,,
Revenue,"5,086,527","3,932,625","3,969,897","4,308,764","5,743,391","4,805,440","6,050,421","6,218,905","5,147,687","4,178,442","2,867,915","2,777,315","1,845,297","1,663,630","2,213,307","1,814,783","1,174,585","3,581,720","563,595","230,807",Upgrade,Financials in CAD,Fiscal year is August - July
Revenue Growth (YoY),-11.437%,-18.163%,-34.386%,-30.715%,11.572%,15.006%,110.969%,123.918%,178.963%,151.164%,29.576%,53.038%,57.102%,-53.552%,292.712%,686.277%,2128.433%,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Cost of Revenue,"2,885,281","1,966,843","1,801,591","2,250,159","3,114,741","1,324,156","3,352,865","2,978,016","2,783,725","2,277,345","1,599,701","1,306,734","912,968","1,131,827","1,179,306","1,286,001","752,612","2,371,354","446,597","369,610",Upgrade,Financials in CAD,Fiscal year is August - July
Gross Profit,"2,201,246","1,965,782","2,168,306","2,058,605","2,628,650","3,481,284","2,697,556","3,240,889","2,363,962","1,901,097","1,268,214","1,470,581","932,329","531,803","1,034,001","528,782","421,973","1,210,366","116,998","-138,803",Upgrade,Financials in CAD,Fiscal year is August - July
"Selling, General & Admin","1,649,529","2,115,385","1,800,697","1,829,368","1,562,866","1,870,555","1,619,518","1,753,459","1,469,539","1,240,617","980,345","982,544","970,770","1,504,819","894,545","807,115","814,996","986,752","591,807","646,258",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"1,782,506","2,262,184","1,951,699","2,006,492","1,767,184","2,007,549","1,703,606","1,835,385","1,560,262","1,315,183","1,068,201","1,075,212","1,076,071","1,593,748","1,162,907","991,903","1,053,649","948,058","913,286","1,194,969",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"418,740","-296,402","216,607","52,113","861,466","1,473,735","993,950","1,405,504","803,700","585,914","200,013","395,369","-143,742","-1,061,945","-128,906","-463,121","-631,676","262,308","-796,288","-1,333,772",Upgrade,Financials in CAD,Fiscal year is August - July
Interest Expense,"-114,368","-120,311","-125,301","-130,542","-133,692","-109,543","-111,293","-116,352","-108,920","-110,933","-122,104","-127,231","-132,367","-138,902","-96,144","-92,764","-72,328","-81,179","-87,318","-120,544",Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),"17,197","176,886","18,518","193,330","9,093","4,971","4,348","6,302","5,533","6,777","45,228","5,837","5,190","4,941",-276,-417,628,"-352,092",688,"37,195",Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"321,569","-239,827","109,824","114,901","736,867","1,369,163","887,005","1,295,454","700,313","481,758","123,137","273,975","-270,919","-1,195,906","-225,326","-556,302","-703,376","-170,963","-882,918","-1,417,121",Upgrade,Financials in CAD,Fiscal year is August - July
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,833",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,-,"-40,000",-,-,-,-,"-127,398",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"321,569","-279,827","109,824","114,901","736,867","1,369,163","1,198,792","1,295,454","700,313","481,758","123,137","273,975","-270,919","-1,195,906","-225,326","-556,302","-703,376","-137,130","-882,918","-1,417,121",Upgrade,Financials in CAD,Fiscal year is August - July
Income Tax Expense,-,"46,730",-,"5,000","29,750","119,228",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Earnings From Continuing Operations,"321,569","-326,557","109,824","109,901","707,117","1,249,935","1,198,792","1,295,454","700,313","481,758","123,137","273,975","-270,919","-1,195,906","-225,326","-556,302","-703,376","-137,130","-882,918","-1,417,121",Upgrade,Financials in CAD,Fiscal year is August - July
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,"-1,200",790,791,"-1,125","1,503","2,003","1,756",584,560,"1,152",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"321,569","-326,557","109,824","109,901","707,117","1,249,935","1,198,792","1,295,454","700,313","481,758","121,937","274,765","-270,128","-1,197,031","-223,823","-554,299","-701,620","-136,546","-882,358","-1,415,969",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"321,569","-326,557","109,824","109,901","707,117","1,249,935","1,198,792","1,295,454","700,313","481,758","121,937","274,765","-270,128","-1,197,031","-223,823","-554,299","-701,620","-136,546","-882,358","-1,415,969",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income Growth,-54.524%,-,-90.839%,-91.516%,0.972%,159.453%,883.124%,371.477%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"138,236,380","138,281,427","138,281,380","138,279,206","138,258,391","137,460,216","137,136,380","137,136,380","137,136,380","137,140,655","137,136,380","136,747,584","135,982,534","137,468,611","135,821,164","134,547,585","133,671,227","131,890,948","123,209,896","123,169,618",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"138,236,380","138,281,427","138,281,380","138,279,206","139,570,462","137,460,216","137,136,380","137,136,380","137,136,380","137,140,655","137,136,380","136,747,584","135,982,534","137,468,611","135,821,164","134,547,585","133,671,227","131,890,948","123,209,896","123,169,618",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),-0.956%,0.597%,0.835%,0.833%,1.775%,0.233%,-,0.284%,0.849%,-0.239%,0.968%,1.635%,1.729%,4.229%,10.236%,9.238%,9.998%,-0.344%,29.379%,32.055%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),0.002,-0.002,0.001,0.001,0.005,0.009,0.009,0.009,0.005,0.004,0.001,0.002,-0.002,-0.009,-0.002,-0.004,-0.005,-0.001,-0.007,-0.011,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),0.002,-0.006,0.001,0.001,0.005,0.009,0.009,0.009,0.005,0.004,0.001,0.002,-0.002,-0.009,-0.002,-0.004,-0.005,-0.001,-0.007,-0.011,Upgrade,Financials in CAD,Fiscal year is August - July
EPS Growth,-54.086%,-,-90.916%,-91.594%,-0.783%,158.912%,883.240%,370.184%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"-779,073","541,499","-1,037,359","-985,125","886,507","525,852","-278,893","2,357,156","1,963,202","307,311","-295,352","67,327","-371,826","-484,979","-440,482","56,668","-1,090,194","-1,323,635","-1,552,138","-482,557",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,-0.006,0.004,-0.008,-0.007,0.006,0.004,-0.002,0.017,0.014,0.002,-0.002,0.000,-0.003,-0.004,-0.003,0.000,-0.008,-0.010,-0.013,-0.004,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,43.276%,49.986%,54.619%,47.777%,45.768%,72.445%,44.584%,52.113%,45.923%,45.498%,44.221%,52.950%,50.525%,31.966%,46.717%,29.137%,35.925%,33.793%,20.759%,-60.138%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,8.232%,-7.537%,5.456%,1.209%,14.999%,30.668%,16.428%,22.601%,15.613%,14.022%,6.974%,14.236%,-7.790%,-63.833%,-5.824%,-25.519%,-53.779%,7.324%,-141.287%,-577.873%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,6.322%,-8.304%,2.766%,2.551%,12.312%,26.011%,19.813%,20.831%,13.604%,11.530%,4.252%,9.893%,-14.639%,-71.953%,-10.113%,-30.544%,-59.733%,-3.812%,-156.559%,-613.486%,Upgrade,Financials in CAD,Fiscal year is August - July
