Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
"Selling, General & Admin","2,223,558","2,042,143","1,941,529","2,683,494","4,540,919","2,149,773",Upgrade,Financials in CAD,Fiscal year is July - June
Research & Development,"1,121,740","1,110,317","3,583,225","15,155,893","6,704,623","455,089",Upgrade,Financials in CAD,Fiscal year is July - June
Operating Expenses,"3,482,055","3,289,237","5,525,188","17,839,966","18,572,856","3,685,731",Upgrade,Financials in CAD,Fiscal year is July - June
Operating Income,"-3,482,055","-3,289,237","-5,525,188","-17,839,966","-18,572,856","-3,685,731",Upgrade,Financials in CAD,Fiscal year is July - June
Interest Expense,"-13,246","-20,095","-43,997","-63,423","-78,982","-87,656",Upgrade,Financials in CAD,Fiscal year is July - June
Interest & Investment Income,"31,982","61,978","112,785","123,163","77,136","47,595",Upgrade,Financials in CAD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,-,-,"-9,038",Upgrade,Financials in CAD,Fiscal year is July - June
EBT Excluding Unusual Items,"-3,323,213","-3,247,354","-5,456,400","-17,780,226","-18,574,702","-3,734,830",Upgrade,Financials in CAD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,"-52,698","-46,668","-87,500",-,"181,346","-452,760",Upgrade,Financials in CAD,Fiscal year is July - June
Asset Writedown,"-2,344,600","-2,344,600","-777,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is July - June
Other Unusual Items,"20,000","20,000",-,"-26,701","-1,725,446","-1,194,097",Upgrade,Financials in CAD,Fiscal year is July - June
Pretax Income,"-5,700,511","-5,618,622","-6,320,900","-17,806,927","-20,118,802","-5,381,687",Upgrade,Financials in CAD,Fiscal year is July - June
Net Income,"-5,700,511","-5,618,622","-6,320,900","-17,806,927","-20,118,802","-5,381,687",Upgrade,Financials in CAD,Fiscal year is July - June
Net Income to Common,"-5,700,511","-5,618,622","-6,320,900","-17,806,927","-20,118,802","-5,381,687",Upgrade,Financials in CAD,Fiscal year is July - June
Shares Outstanding (Basic),"395,712,478","380,483,121","339,370,635","319,763,966","267,491,089","106,877,828",Upgrade,Financials in CAD,Fiscal year is July - June
Shares Outstanding (Diluted),"395,712,478","380,483,121","339,370,635","319,763,966","267,491,089","106,877,828",Upgrade,Financials in CAD,Fiscal year is July - June
Shares Change (YoY),13.795%,12.114%,6.132%,19.542%,150.277%,67.076%,Upgrade,Financials in CAD,Fiscal year is July - June
EPS (Basic),-0.014,-0.015,-0.019,-0.056,-0.075,-0.050,Upgrade,Financials in CAD,Fiscal year is July - June
EPS (Diluted),-0.014,-0.015,-0.019,-0.056,-0.075,-0.050,Upgrade,Financials in CAD,Fiscal year is July - June
Free Cash Flow,"-3,265,372","-3,290,830","-6,025,722","-13,060,490","-8,306,839","-2,515,584",Upgrade,Financials in CAD,Fiscal year is July - June
Free Cash Flow Per Share,-0.008,-0.009,-0.018,-0.041,-0.031,-0.024,Upgrade,Financials in CAD,Fiscal year is July - June
EBITDA,"-3,481,747","-3,288,909","-5,524,754","-17,839,388","-18,572,081","-3,657,466",Upgrade,Financials in CAD,Fiscal year is July - June
D&A For EBITDA,308,328,434,578,775,"28,265",Upgrade,Financials in CAD,Fiscal year is July - June
EBIT,"-3,482,055","-3,289,237","-5,525,188","-17,839,966","-18,572,856","-3,685,731",Upgrade,Financials in CAD,Fiscal year is July - June
