Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Other Revenue,"4,970,031","4,970,031","11,777,628","12,969,883","7,231,545","4,133,841",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue,"4,970,031","4,970,031","11,777,628","12,969,883","7,231,545","4,133,841",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-57.801%,-57.801%,-9.192%,79.351%,74.935%,0.159%,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"4,970,031","4,970,031","11,777,628","12,969,883","7,231,545","4,133,841",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","59,906,919","59,906,919","20,428,456","14,061,251","10,310,783","5,515,140",Upgrade,Financials in AUD,Fiscal year is July - June
Research & Development,"86,885,484","86,885,484","30,864,770","36,611,892","15,355,366","9,364,045",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"146,792,403","146,792,403","51,293,226","50,673,143","25,666,149","14,879,185",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-141,822,372","-141,822,372","-39,515,598","-37,703,260","-18,434,604","-10,745,344",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-478,361","-478,361","-27,453","-13,580","-5,024","-5,029",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,"4,515,623","4,515,623","1,879,802","192,249","126,565","302,186",Upgrade,Financials in AUD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-632,912","-632,912","-249,232","-132,990","-81,268","-136,804",Upgrade,Financials in AUD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,"-106,744","-111,032",-,Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"-138,418,022","-138,418,022","-37,912,481","-37,764,325","-18,505,363","-10,584,991",Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"-11,262,517","-11,262,517","-2,409","-104,849",-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"50,000","75,862",Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-149,680,539","-149,680,539","-37,914,890","-37,869,174","-18,455,363","-10,507,999",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-149,680,539","-149,680,539","-37,914,890","-37,869,174","-18,455,363","-10,507,999",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"-149,680,539","-149,680,539","-37,914,890","-37,869,174","-18,455,363","-10,507,999",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"7,088,807,704","7,088,807,704","6,275,675,627","5,637,196,797","4,663,540,972","4,074,894,302",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"7,088,807,704","7,088,807,704","6,275,675,627","5,637,196,797","4,663,540,972","4,074,894,302",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),12.957%,12.957%,11.326%,20.878%,14.446%,13.763%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-0.021,-0.021,-0.006,-0.007,-0.004,-0.003,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-0.021,-0.021,-0.006,-0.007,-0.004,-0.003,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-108,799,763","-108,799,763","-31,470,956","-31,105,824","-13,416,805","-10,442,790",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.015,-0.015,-0.005,-0.006,-0.003,-0.003,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-2853.551%,-2853.551%,-335.514%,-290.699%,-254.919%,-259.936%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-3011.662%,-3011.662%,-321.923%,-291.978%,-255.206%,-254.195%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-2189.116%,-2189.116%,-267.210%,-239.831%,-185.532%,-252.617%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-137,446,621","-137,446,621","-37,311,687","-35,447,243","-16,546,203","-10,717,611",Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA Margin,-,-,-,-273.304%,-228.806%,-259.265%,Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"4,375,751","4,375,751","2,203,911","2,256,017","1,888,401","27,733",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-141,822,372","-141,822,372","-39,515,598","-37,703,260","-18,434,604","-10,745,344",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT Margin,-,-,-,-290.699%,-254.919%,-259.936%,Upgrade,Financials in AUD,Fiscal year is July - June
