Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"44,706,000,000","44,706,000,000","40,709,000,000","38,606,000,000","37,766,000,000","33,659,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Revenue Growth (YoY),9.818%,9.818%,5.447%,2.224%,12.202%,-5.223%,Upgrade,Financials in ZAR,Fiscal year is July - June
Cost of Revenue,"25,290,000,000","25,290,000,000","21,840,000,000","20,350,000,000","19,987,000,000","16,539,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Gross Profit,"19,416,000,000","19,416,000,000","18,869,000,000","18,256,000,000","17,779,000,000","17,120,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
"Selling, General & Admin","10,100,000,000","10,100,000,000","9,394,000,000","8,522,000,000","9,109,000,000","8,630,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Other Operating Expenses,"424,000,000","424,000,000","546,000,000","991,000,000","558,000,000","200,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Operating Expenses,"10,524,000,000","10,524,000,000","9,940,000,000","9,516,000,000","9,672,000,000","9,076,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Operating Income,"8,892,000,000","8,892,000,000","8,929,000,000","8,740,000,000","8,107,000,000","8,044,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Interest Expense,"-2,279,000,000","-2,279,000,000","-1,362,000,000","-829,000,000","-1,252,000,000","-1,697,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Interest & Investment Income,"1,059,000,000","1,059,000,000","529,000,000","105,000,000","140,000,000","156,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Currency Exchange Gain (Loss),"-49,000,000","-49,000,000","-688,000,000","46,000,000","-147,000,000","-15,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Other Non Operating Income (Expenses),"-15,000,000","-15,000,000","254,000,000","138,000,000","98,000,000","7,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
EBT Excluding Unusual Items,"7,608,000,000","7,608,000,000","7,662,000,000","8,200,000,000","6,946,000,000","6,495,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Merger & Restructuring Charges,"-227,000,000","-227,000,000","-278,000,000","-171,000,000","-318,000,000","-841,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Impairment of Goodwill,"-145,000,000","-145,000,000",-,"-11,000,000","-131,000,000","-96,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Gain (Loss) on Sale of Assets,-,-,-,"1,212,000,000","165,000,000","223,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Asset Writedown,"-1,522,000,000","-1,522,000,000","-1,064,000,000","-1,194,000,000","-632,000,000","-1,349,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
Legal Settlements,-,-,-,"-75,000,000","-41,000,000","-234,000,000",Upgrade,Financials in ZAR,Fiscal year is July - June
