Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Jul '24 Jul 31, 2024","Oct '23 Oct 31, 2023","Oct '22 Oct 31, 2022","Oct '21 Oct 31, 2021","Oct '20 Oct 31, 2020","Oct '19 Oct 31, 2019",2018 - 2017,,
Revenue,"174,787","174,787",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Cost of Revenue,"351,330","11,355",-,"37,638",-,"211,607",Upgrade,Financials in CAD,Fiscal year is November - October
Gross Profit,"-176,543","163,432",-,"-37,638",-,"-211,607",Upgrade,Financials in CAD,Fiscal year is November - October
"Selling, General & Admin","2,002,943","1,305,407","1,089,624","886,578","1,307,330","636,552",Upgrade,Financials in CAD,Fiscal year is November - October
Operating Expenses,"2,002,943","1,305,407","1,274,089","922,738","1,859,429","1,286,008",Upgrade,Financials in CAD,Fiscal year is November - October
Operating Income,"-2,179,486","-1,141,975","-1,274,089","-960,376","-1,859,429","-1,497,615",Upgrade,Financials in CAD,Fiscal year is November - October
Interest Expense,-1,"-29,028","-38,430","-12,521","-3,199",-,Upgrade,Financials in CAD,Fiscal year is November - October
Currency Exchange Gain (Loss),"-19,434","-23,183","-39,493","3,045","-13,912","-30,559",Upgrade,Financials in CAD,Fiscal year is November - October
Other Non Operating Income (Expenses),"492,883","62,875","10,237","-2,822,075","-14,545","-40,494",Upgrade,Financials in CAD,Fiscal year is November - October
EBT Excluding Unusual Items,"-1,706,038","-1,131,311","-1,341,775","-3,791,927","-1,891,085","-1,568,668",Upgrade,Financials in CAD,Fiscal year is November - October
Asset Writedown,"-5,839,479","-3,200,776","-1,471,807","-66,193",-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Other Unusual Items,"-87,191","-1,753,023","-811,651","89,273",-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Pretax Income,"-7,632,708","-6,085,110","-3,625,233","-3,768,847","-1,891,085","-1,568,668",Upgrade,Financials in CAD,Fiscal year is November - October
Net Income,"-7,632,708","-6,085,110","-3,625,233","-3,768,847","-1,891,085","-1,568,668",Upgrade,Financials in CAD,Fiscal year is November - October
Net Income to Common,"-7,632,708","-6,085,110","-3,625,233","-3,768,847","-1,891,085","-1,568,668",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Outstanding (Basic),"343,308,650","227,406,820","174,384,218","141,977,425","122,400,530","91,789,080",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Outstanding (Diluted),"343,308,650","227,406,820","174,384,218","141,977,425","122,400,530","91,789,080",Upgrade,Financials in CAD,Fiscal year is November - October
Shares Change (YoY),74.297%,30.406%,22.825%,15.994%,33.350%,29.968%,Upgrade,Financials in CAD,Fiscal year is November - October
EPS (Basic),-0.022,-0.027,-0.021,-0.027,-0.015,-0.017,Upgrade,Financials in CAD,Fiscal year is November - October
EPS (Diluted),-0.022,-0.027,-0.021,-0.027,-0.015,-0.017,Upgrade,Financials in CAD,Fiscal year is November - October
Free Cash Flow,"-626,539","-638,177","-468,849","-305,002","-105,554","-915,526",Upgrade,Financials in CAD,Fiscal year is November - October
Free Cash Flow Per Share,-0.002,-0.003,-0.003,-0.002,-0.001,-0.010,Upgrade,Financials in CAD,Fiscal year is November - October
Gross Margin,-101.005%,93.504%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Operating Margin,-1246.938%,-653.352%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Profit Margin,-4366.863%,-3481.443%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
Free Cash Flow Margin,-358.459%,-365.117%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
EBITDA,-,-,-,"-924,216","-1,853,402",-,Upgrade,Financials in CAD,Fiscal year is November - October
D&A For EBITDA,-,-,-,"36,160","6,027",-,Upgrade,Financials in CAD,Fiscal year is November - October
EBIT,"-2,179,486","-1,141,975","-1,274,089","-960,376","-1,859,429","-1,497,615",Upgrade,Financials in CAD,Fiscal year is November - October
Advertising Expenses,-,"78,078",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is November - October
