Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"103,719,447","100,541,928","108,247,727","60,300,935","59,953,717","47,341,149",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-2.502%,-7.119%,79.513%,0.579%,26.642%,121.917%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"54,427,938","55,219,120","68,693,994","37,959,011","30,359,509","32,525,986",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"49,291,509","45,322,808","39,553,733","22,341,924","29,594,208","14,815,163",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","44,298,359","48,198,919","57,325,660","29,385,897","27,101,120","29,693,141",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"52,913,957","58,463,899","72,015,956","32,827,314","29,387,117","32,773,803",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,622,448","-13,141,091","-32,462,223","-10,485,390","207,091","-17,958,640",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-18,532,292","-18,835,866","-14,354,311","-3,224,558","-4,707,664","-7,220,798",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,752,547","1,704,188","-1,461,554","144,493","1,044,287","4,235",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,415,992","9,338,747","14,547,983","17,146,419","825,067","16,659,337",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,986,201","-20,934,022","-33,730,105","3,580,964","-2,631,219","-8,515,866",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-8,698,208","-6,621,925",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-113,953,857","-535,044",-,"-36,644,575",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"560,178","253,923","-7,167,558",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-16,541,000","-16,541,000","-90,899,408","-24,698,151","-1,984,992","-279,456",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-66,436","128,417","-1,215,347",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-33,967,023","-37,221,099","-254,515,572","-28,145,739","-5,831,558","-45,439,897",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"20,309,845","12,792,412","-11,118,187","-1,778,108","6,115,132","4,018,218",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-54,276,868","-50,013,511","-243,397,385","-26,367,631","-11,946,690","-49,458,115",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-509,543","133,150","569,323","209,165",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-54,786,411","-49,880,361","-242,828,062","-26,158,466","-11,946,690","-49,458,115",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-54,786,411","-49,880,361","-242,828,062","-26,158,466","-11,946,690","-49,458,115",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"254,736,629","253,369,754","213,813,888","68,158,181","42,505,013","33,278,046",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"254,736,629","253,369,754","213,813,888","68,158,181","42,505,013","33,278,046",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.678%,18.500%,213.702%,60.353%,27.727%,202.475%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.215,-0.197,-1.136,-0.384,-0.281,-1.486,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.220,-0.200,-1.140,-0.384,-0.281,-1.490,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,169,227","-6,500,964","-35,992,004","-18,593,296","-1,308,607","-12,686,377",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.032,-0.026,-0.168,-0.273,-0.031,-0.381,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,47.524%,45.078%,36.540%,37.051%,49.362%,31.294%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3.493%,-13.070%,-29.989%,-17.388%,0.345%,-37.935%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-52.822%,-49.612%,-224.326%,-43.380%,-19.927%,-104.472%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-7.876%,-6.466%,-33.250%,-30.834%,-2.183%,-26.798%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"978,037","-6,865,876","-22,775,418","-7,230,095","2,694,156","-16,115,871",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,0.943%,-6.829%,-21.040%,-11.990%,4.494%,-34.042%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,600,485","6,275,215","9,686,805","3,255,295","2,487,065","1,842,769",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,622,448","-13,141,091","-32,462,223","-10,485,390","207,091","-17,958,640",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-3.493%,-13.070%,-29.989%,-17.388%,0.345%,-37.934%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"59,953,717","47,341,149",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"1,034,988","1,492,345","1,619,414","947,285","1,178,331",Upgrade,Financials in USD,Fiscal year is January - December
