Fiscal Year,TTM,FY 2013,FY 2012,FY 2011,FY 2010,FY 2009,2008 - 2005,Currency,Fiscal_Year_period
Period Ending,"Jun '13 Jun 30, 2013","Jun '13 Jun 30, 2013","Jun '12 Jun 30, 2012","Jun '11 Jun 30, 2011","Jun '10 Jun 30, 2010","Jun '09 Jun 30, 2009",2008 - 2005,,
Revenue,"48,633","48,633","21,023","9,608",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),58.957%,131.332%,118.807%,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,-,-,-,"1,600",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"48,633","48,633","21,023","8,008",-,-,Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","669,258","669,258","717,558","633,281","431,363","423,150",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"721,838","721,838","781,624","633,281","431,363","423,150",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-673,205","-673,205","-760,601","-625,273","-431,363","-423,150",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-79,021","-79,021","-131,816","-116,076","-106,949","-24,750",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,-,-,-,"5,800",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-13,357","-13,357","-13,851","-12,618",-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-765,583","-765,583","-906,268","-748,167","-538,312","-447,900",Upgrade,Financials in USD,Fiscal year is July - June
Merger & Restructuring Charges,-,-,-,"-435,805",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-6,771",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,"-232,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-765,583","-765,583","-1,138,268","-1,183,972","-538,312","-454,671",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-765,583","-765,583","-1,138,268","-1,183,972","-538,312","-454,671",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-765,583","-765,583","-1,138,268","-1,183,972","-538,312","-454,671",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-765,583","-765,583","-1,138,268","-1,183,972","-538,312","-454,671",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,241,031","5,241,031",-,"970,998","703,047","37,005",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,241,031","5,241,031",-,"970,998","703,047","37,005",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),424.629%,-,-,38.113%,1799.870%,-,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.146,-0.146,-,-1.219,-0.766,-12.287,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.146,-0.146,-,-1.219,-0.766,-12.287,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-288,739","-288,739","-3,747","-470,519","9,976","-220,203",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.055,-0.055,-,-0.485,0.014,-5.951,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,100.000%,83.347%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-1384.256%,-1384.256%,-3617.947%,-6507.837%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1574.205%,-1574.205%,-5414.394%,-12322.773%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-593.710%,-593.710%,-17.823%,-4897.159%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-639,955","-639,955","-736,601",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"33,250","33,250","24,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-673,205","-673,205","-760,601","-625,273","-431,363","-423,150",Upgrade,Financials in USD,Fiscal year is July - June
