Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Cost of Revenue,"1,647,587","65,561","28,781",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,309,584","-65,561","-28,781",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","114,532","1,281,749","4,600,165","2,250,712","3,689,291","2,115,154",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"100,025","100,025","103,606",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"70,044","1,509,621","5,179,684","2,616,470","4,638,175","2,980,375",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,379,628","-1,575,182","-5,208,465","-2,616,470","-4,638,175","-2,980,375",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,469,229","-1,696,846","-2,293,663","-1,507,391","-2,293,858","-4,473,137",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,402,855","146,258","-98,980","3,169,156","-3,676,650",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,251,712","-3,125,770","-7,601,108","-954,705","-10,608,683","-7,453,512",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-376,699","-1,885,303","-5,926,727",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-7,962,694",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-78,760",-,"-6,672,019",-,"-7,070,841",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"623,553",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"6,631,745","6,892,986","-929,912","-1,452,629","566,408",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"1,380,033","3,688,456","-8,531,020","-8,832,499","-19,890,272","-20,451,080",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,380,033","3,688,456","-8,531,020","-8,832,499","-19,890,272","-20,451,080",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,380,033","3,688,456","-8,531,020","-8,832,499","-19,890,272","-20,451,080",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"549,017,743","308,937,710","211,044,357","74,686,563","40,699,951","31,174,936",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"549,017,743","308,937,710","211,044,357","74,686,563","40,699,951","31,174,936",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),94.165%,46.385%,182.573%,83.505%,30.553%,73.547%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.003,0.012,-0.040,-0.118,-0.489,-0.656,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.001,0.010,-0.040,-0.118,-0.489,-0.656,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,823,516","-2,355,086","-1,564,361","-2,420,919","-563,573","-3,841,708",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,-0.008,-0.007,-0.032,-0.014,-0.123,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,282,974","-1,447,335","-4,913,531","-2,613,762","-4,509,670","-2,851,340",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"96,654","127,847","294,934","2,708","128,505","129,035",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,379,628","-1,575,182","-5,208,465","-2,616,470","-4,638,175","-2,980,375",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"28,821","300,378",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
