Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q1 2020,Q1 2019,Q1 2014,Q4 2013,Q1 2013,Q4 2012,Q3 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+14 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Mar '19 Mar 31, 2019","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+14 Quarters,,
Operating Revenue,-,-,-,-,-,-,-,-,-,-,-,"20,542","67,246","79,226","66,664","20,028","24,693","10,756","43,983","61,491",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,-,-,-,-,-,-,-,-,-,-,-,"20,542","67,246","79,226","66,664","20,028","24,693","10,756","43,983","61,491",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,2.566%,172.328%,636.575%,51.568%,-67.429%,-43.349%,-35.025%,-36.586%,845.870%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,"5,831","1,575",-,"9,450","6,325","4,779",331,"2,407","3,586",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,-,-,-,-,-,"14,711","65,671","79,226","57,214","13,703","19,914","10,425","41,576","57,905",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","622,252","407,697","747,647","373,801","738,367","2,490,597","608,588","4,530,410","7,708","14,532",-,"56,129","72,555","94,000","77,628","98,216","96,453","176,625","250,011","74,838",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"456,377","553,692","538,761","558,188","125,947","95,141",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,080,617","963,379","1,288,397","933,978","866,304","2,587,743","609,348","4,531,735","9,033","15,857","9,906","62,129","75,073","96,445","81,350","129,984","100,370","189,489","253,875","78,702",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,080,617","-963,379","-1,288,397","-933,978","-866,304","-2,587,743","-609,348","-4,531,735","-9,033","-15,857","-9,906","-47,418","-9,402","-17,219","-24,136","-116,281","-80,456","-179,064","-212,299","-20,797",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-341,873","-324,106","-107,822",-,-,"-8,011","-168,661","-31,591",-975,-,"-3,971","-1,794","-6,664","-4,900","-4,815","-5,232","-4,049","-9,085","-6,602","-4,408",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,060",-,-,-,-,-,-,-,-,-,-,85,-105,-918,-631,-17,-499,"-1,145","-1,310",-983,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,418,430","-1,287,485","-1,396,219","-933,978","-866,304","-2,595,754","-778,009","-4,563,326","-10,008","-15,857","-13,877","-49,127","-16,171","-23,037","-29,582","-121,530","-85,004","-189,294","-220,211","-26,188",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,958",-,-,"-15,000","-32,136",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-149,350",-,-,-,-,"379,501",-,-,-,-,"-44,501","44,501",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,418,430","-1,287,485","-1,396,219","-935,936","-1,015,654","-2,595,754","-793,009","-4,595,462","-10,008","363,644","-13,877","-49,127","-16,171","-23,037","-74,083","-77,029","-85,004","-189,294","-220,211","-26,188",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,418,430","-1,287,485","-1,396,219","-935,936","-1,015,654","-2,595,754","-793,009","-4,595,462","-10,008","363,644","-13,877","-49,127","-16,171","-23,037","-74,083","-77,029","-85,004","-189,294","-220,211","-26,188",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"13,477,055","338,880","566,946","11,615,364","4,440",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,418,430","-1,287,485","-1,396,219","-14,412,991","-1,354,534","-3,162,700","-12,408,373","-4,599,902","-10,008","363,644","-13,877","-49,127","-16,171","-23,037","-74,083","-77,029","-85,004","-189,294","-220,211","-26,188",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),-,"571,651,636","571,496,080","566,614,991","541,061,931","529,253,750","375,096,202","332,868,552","325,550,327","322,800,327","322,800,327",-,-,-,-,-,-,"109,514,810",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),-,"571,651,636","571,496,080","566,614,991","541,061,931","529,253,750","375,096,202","332,868,552","325,550,327","322,800,327","322,800,327",-,-,-,-,-,-,"109,514,810",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,8.011%,52.360%,70.222%,66.199%,63.957%,16.201%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-,-0.002,-0.002,-0.025,-0.003,-0.006,-0.033,-0.014,-0.000,0.001,-0.000,-,-,-,-,-,-,-0.002,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-,-0.002,-0.002,-0.025,-0.003,-0.006,-0.033,-0.014,-0.000,0.001,-0.000,-,-,-,-,-,-,-0.002,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-174,992","-310,692","-1,185,702","-586,606","-415,279","-386,423","-222,561","-153,052",-,"-14,532",-,"-34,581","-111,266","34,278","-33,155",-,"-50,711","-102,115","-222,064","-34,840",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.000,-,-0.000,-,-,-,-,-,-,-,-0.001,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,71.614%,97.658%,100.000%,85.824%,68.419%,80.646%,96.923%,94.527%,94.168%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-230.834%,-13.982%,-21.734%,-36.205%,-580.592%,-325.825%,-1664.782%,-482.684%,-33.821%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-239.154%,-24.048%,-29.078%,-111.129%,-384.607%,-344.243%,-1759.892%,-500.673%,-42.588%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-168.343%,-165.461%,43.266%,-49.734%,-,-205.366%,-949.377%,-504.886%,-56.659%,Upgrade,Financials in USD,Fiscal year is January - December
