Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters,,
Operating Revenue,"40,286,000","42,999,000","41,564,000","40,079,000","42,890,000","38,715,000","36,753,000","36,971,000","39,371,000","43,481,000","42,790,000","46,622,000","49,263,000","54,228,000","51,805,000","45,981,000","40,616,000","34,646,000","30,426,000","27,221,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"40,286,000","42,999,000","41,564,000","40,079,000","42,890,000","38,715,000","36,753,000","36,971,000","39,371,000","43,481,000","42,790,000","46,622,000","49,263,000","54,228,000","51,805,000","45,981,000","40,616,000","34,646,000","30,426,000","27,221,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-6.071%,11.065%,13.090%,8.407%,8.938%,-10.961%,-14.108%,-20.701%,-20.080%,-19.818%,-17.402%,1.394%,21.290%,56.520%,70.266%,68.917%,81.800%,80.448%,216.279%,1271.335%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"22,202,000","22,309,000","24,363,000","24,160,000","29,542,000","20,325,000","21,241,000","20,880,000","23,190,000","23,813,000","20,298,000","24,183,000","23,206,000","22,917,000","22,084,000","23,586,000","15,513,000","15,756,000","14,974,000","29,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"18,084,000","20,690,000","17,201,000","15,919,000","13,348,000","18,390,000","15,512,000","16,091,000","16,181,000","19,668,000","22,492,000","22,439,000","26,057,000","31,311,000","29,721,000","22,395,000","25,103,000","18,890,000","15,452,000","-2,744,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","15,648,000","14,905,000","17,518,000","18,822,000","15,687,000","17,919,000","17,869,000","22,173,000","22,868,000","46,241,000","23,206,000","28,137,000","23,111,000","21,491,000","23,428,000","17,059,000","24,173,000","22,607,000","27,741,000","44,441,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"-4,000",-,-,-,"370,000","-1,139,000",-,"-12,000","-87,000",-,-,-,"550,000",-,-,"329,000","113,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"21,265,000","20,609,000","23,614,000","25,382,000","21,820,000","24,213,000","24,322,000","28,664,000","29,553,000","53,051,000","31,600,000","35,350,000","30,714,000","28,755,000","30,260,000","23,382,000","31,410,000","29,372,000","34,484,000","24,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,181,000","81,000","-6,413,000","-9,463,000","-8,472,000","-5,823,000","-8,810,000","-12,573,000","-13,372,000","-33,383,000","-9,108,000","-12,911,000","-4,657,000","2,556,000","-539,000","-987,000","-6,307,000","-10,482,000","-19,032,000","-26,899,000",Upgrade,Financials in USD,Fiscal year is January - December
