Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"15,269","272,287","369,096","376,889","418,957","420,593","939,305","666,073","2,888,124","1,271,002","1,860,320","1,984,751","1,910,372","401,766","306,940","475,382","459,496","205,084","569,707","539,342",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-96.355%,-35.261%,-60.705%,-43.416%,-85.494%,-66.909%,-49.508%,-66.440%,51.181%,216.354%,506.086%,317.507%,315.754%,95.903%,-46.123%,-11.859%,-25.336%,-67.631%,10.161%,91.722%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"415,816","665,471","1,193,161","-897,602","1,235,647","934,425","524,577","820,817","1,029,180","1,030,817","1,190,330","735,437","540,886","258,612","76,795","38,087","70,381","48,045","121,549","-105,023",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-400,547","-393,184","-824,065","1,274,491","-816,690","-513,832","414,728","-154,744","1,858,944","240,185","669,990","1,249,314","1,369,486","143,154","230,145","437,295","389,115","157,039","448,158","644,365",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,432,413","1,173,836","1,592,914","-1,170,123","2,761,523","1,307,780","1,849,630","-1,732,482","8,686,912","1,798,794","3,861,997","995,847","3,893,685","2,728,998","2,022,679","4,969,994","1,161,751","1,276,512","1,560,151","2,655,513",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"3,096,330",-,-,-,"4,167,301",-,-,-,"3,616,897",-,-,-,-,-,-,-,"202,609",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,432,413","1,173,836","1,592,914","1,926,207","2,761,523","1,307,780","1,849,630","2,434,819","8,686,912","1,798,794","3,861,997","4,612,744","3,893,685","2,728,998","2,022,679","4,969,994","1,161,751","1,276,512","1,560,151","2,992,028",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,832,960","-1,567,020","-2,416,979","-651,716","-3,578,213","-1,821,612","-1,434,902","-2,589,563","-6,827,968","-1,558,609","-3,192,007","-3,363,430","-2,524,199","-2,585,844","-1,792,534","-4,532,699","-772,636","-1,119,473","-1,111,993","-2,347,663",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-430,173","-463,366","-506,182","-1,175,012","-585,417","-416,415","-333,967","-242,736","-165,993","-171,173","-322,227","-653,543","-707,855","-348,008","-392,787","-383,102","-468,799","-68,898","-13,884","-1,914",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,005",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),521,"1,763",-95,"20,691","-1,747","211,014","39,427","-66,324","99,985","83,896","29,337",56,-647,"-1,982","5,564","-364,761","10,204","-42,279","-7,280",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,262,612","-2,028,623","-2,923,256","-1,806,037","-4,165,377","-2,027,013","-1,729,442","-2,898,623","-6,893,976","-1,645,886","-3,484,897","-4,016,917","-3,232,701","-2,935,834","-2,179,757","-5,280,562","-1,231,231","-1,230,650","-1,133,157","-2,347,572",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"-3,142,769",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-95,144",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"196,889",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,262,612","-2,028,623","-6,161,169","-1,806,037","-4,165,377","-2,027,013","-1,729,442","-2,898,623","-6,893,976","-1,645,886","-3,484,897","-4,016,917","-3,232,701","-2,738,945","-2,179,757","-5,280,562","-1,231,231","-1,230,650","-1,133,157","-2,347,572",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,"9,596",793,-,-,-,-9,-85,"1,044",125,134,"1,945",275,950,"2,084",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,262,612","-2,028,623","-6,161,169","-1,806,037","-4,165,377","-2,027,013","-1,739,038","-2,899,416","-6,893,976","-1,645,886","-3,484,897","-4,016,908","-3,232,616","-2,739,989","-2,179,882","-5,280,696","-1,233,176","-1,230,925","-1,134,107","-2,349,656",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,262,612","-2,028,623","-6,161,169","-1,806,037","-4,165,377","-2,027,013","-1,739,038","-2,899,416","-6,893,976","-1,645,886","-3,484,897","-4,016,908","-3,232,616","-2,739,989","-2,179,882","-5,280,696","-1,233,176","-1,230,925","-1,134,107","-2,349,656",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"65,435,733","54,631,753","37,336,813","28,286,570","11,589,937","5,553,317","4,896,524","4,144,617","3,488,903","3,370,110","3,154,004","2,834,756","1,808,855","1,559,196","608,797","324,221","225,107","249,728","187,775","165,030",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"65,435,733","54,631,753","37,336,813","28,286,570","11,589,937","5,553,317","4,896,524","4,144,617","3,488,903","3,370,110","3,154,004","2,834,756","1,808,855","1,559,196","608,797","324,221","225,107","249,728","187,775","165,030",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),464.591%,883.768%,662.517%,582.489%,232.194%,64.781%,55.248%,46.207%,92.879%,116.144%,418.072%,774.328%,703.553%,524.358%,224.216%,96.462%,53.303%,99.236%,68.462%,-22.284%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.050,-0.037,-0.165,-0.064,-0.359,-0.365,-0.355,-0.700,-1.976,-0.488,-1.105,-1.417,-1.787,-1.757,-3.581,-16.287,-5.478,-4.929,-6.040,-14.238,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.050,-0.040,-0.165,-0.064,-0.359,-0.370,-0.355,-0.700,-1.976,-0.488,-1.105,-1.417,-1.787,-1.757,-3.581,-16.287,-5.478,-4.929,-6.040,-14.238,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"9,098","-131,067","216,995","151,438","-206,626","-343,174","-921,133","-526,470","-1,064,139","-262,285","-2,094,530","-1,469,253","-3,182,628","-1,867,785","-1,486,329","-1,078,410","-375,695","-525,458","-17,747","-443,338",Upgrade,Financials in USD,Fiscal year is January - December
