Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","Aug '24 Aug 31, 2024","Aug '23 Aug 31, 2023","Aug '22 Aug 31, 2022","Aug '21 Aug 31, 2021","Aug '20 Aug 31, 2020",2019 - 2015,,
"Selling, General & Admin","1,367,341","1,367,341","2,679,877","2,918,917","2,253,398","2,596,382",Upgrade,Financials in CAD,Fiscal year is September - August
Research & Development,"651,157","651,157","1,095,159","2,293,448","4,797,012","2,675,493",Upgrade,Financials in CAD,Fiscal year is September - August
Operating Expenses,"2,305,156","2,305,156","5,031,857","5,743,200","7,877,812","8,451,315",Upgrade,Financials in CAD,Fiscal year is September - August
Operating Income,"-2,305,156","-2,305,156","-5,031,857","-5,743,200","-7,877,812","-8,451,315",Upgrade,Financials in CAD,Fiscal year is September - August
Interest & Investment Income,"1,368","1,368","2,097","2,078","11,927","35,075",Upgrade,Financials in CAD,Fiscal year is September - August
Other Non Operating Income (Expenses),"-106,886","-106,886","-210,134","-231,755","-173,312","-209,740",Upgrade,Financials in CAD,Fiscal year is September - August
EBT Excluding Unusual Items,"-2,410,674","-2,410,674","-5,239,894","-5,972,877","-8,039,197","-8,625,980",Upgrade,Financials in CAD,Fiscal year is September - August
Gain (Loss) on Sale of Assets,"1,662,231","1,662,231",-,-,-,"-1,371",Upgrade,Financials in CAD,Fiscal year is September - August
Asset Writedown,-,-,"-1,541,306","-36,479",-,"-48,689",Upgrade,Financials in CAD,Fiscal year is September - August
Other Unusual Items,"245,461","245,461",-,"-45,000","305,117","137,833",Upgrade,Financials in CAD,Fiscal year is September - August
Pretax Income,"-502,982","-502,982","-6,781,200","-6,054,356","-7,734,080","-8,538,207",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income,"-502,982","-502,982","-6,781,200","-6,054,356","-7,734,080","-8,538,207",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Common,"-502,982","-502,982","-6,781,200","-6,054,356","-7,734,080","-8,538,207",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Basic),"20,047,990","20,047,990","15,147,365","6,952,539","6,230,448","3,523,116",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Diluted),"20,047,990","20,047,990","15,147,365","6,952,539","6,230,448","3,523,116",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Change (YoY),32.353%,32.353%,117.868%,11.590%,76.845%,97.186%,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Basic),-0.025,-0.025,-0.448,-0.871,-1.241,-2.423,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Diluted),-0.025,-0.025,-0.448,-0.871,-1.241,-2.423,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow,"-2,709,577","-2,709,577","-2,553,008","-2,912,741","-7,822,617","-6,609,933",Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Per Share,-0.135,-0.135,-0.169,-0.419,-1.256,-1.876,Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA,"-2,278,594","-2,278,594","-4,981,459","-5,708,264",-,"-8,424,320",Upgrade,Financials in CAD,Fiscal year is September - August
D&A For EBITDA,"26,562","26,562","50,398","34,936",-,"26,995",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT,"-2,305,156","-2,305,156","-5,031,857","-5,743,200","-7,877,812","-8,451,315",Upgrade,Financials in CAD,Fiscal year is September - August
