Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+9 Quarters,,
Revenue,"3,050,508","3,415,321","3,203,528","2,594,282","2,223,759","2,174,095","1,187,478","912,562","1,202,638","1,145,312","1,149,347","1,336,229","655,861","130,515","1,256,589","235,467",-,"105,217","350,000",-,Upgrade,Financials in CAD,Fiscal year is October - September
Revenue Growth (YoY),37.178%,57.092%,169.776%,184.286%,84.907%,89.826%,3.318%,-31.706%,83.368%,777.533%,-8.534%,467.480%,-,24.044%,259.025%,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Cost of Revenue,"2,166,164","2,464,805","2,241,063","1,732,330","1,248,661","1,726,080","1,162,263","904,811","1,314,011","723,871","805,928","1,698,146","763,386","609,646","1,197,000","736,854",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Profit,"884,344","950,516","962,465","861,952","975,098","448,015","25,215","7,751","-111,373","421,441","343,419","-361,917","-107,525","-479,131","59,589","-501,387",-,"105,217","350,000",-,Upgrade,Financials in CAD,Fiscal year is October - September
"Selling, General & Admin","630,975","620,793","552,996","532,302","438,295","266,626","380,826","761,877","608,166","765,556","686,640","767,172","782,235","736,858","613,020","1,081,195","690,735","758,681","832,271","1,059,186",Upgrade,Financials in CAD,Fiscal year is October - September
Research & Development,"67,445","66,453","68,440","42,031","32,030","51,497","6,724","-51,297","25,048","20,853","15,947","3,949","4,060","5,104","24,493",816,"146,992","78,186",-,"104,111",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Expenses,"1,015,237","1,759,748","639,648","592,635","485,649","333,352","402,874","654,562","726,960","832,893","795,939","1,026,024","973,822","950,033","779,659","1,408,128","1,070,011","1,371,125","1,509,156","1,740,376",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Income,"-130,893","-809,232","322,817","269,317","489,449","114,663","-377,659","-646,811","-838,333","-411,452","-452,520","-1,387,941","-1,081,347","-1,429,164","-720,070","-1,909,515","-1,070,011","-1,265,908","-1,159,156","-1,740,376",Upgrade,Financials in CAD,Fiscal year is October - September
Interest Expense,"-13,950","-14,487","-15,009","-15,513","-7,391","-7,667","-130,538","-176,273","-66,958","-118,543","-261,731","-203,871","-158,733","-12,103","-6,761","-25,748","-4,352","-4,637","-4,915",-,Upgrade,Financials in CAD,Fiscal year is October - September
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,590","4,675","4,675","4,840","4,157",Upgrade,Financials in CAD,Fiscal year is October - September
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-43,328","151,424","22,057","32,751","-42,778",Upgrade,Financials in CAD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-172,421","-188,154","-174,987","-221,419","-85,118","-132,164","-50,816","-103,156","-141,999","-76,922","-228,123","-652,996","-188,963","-174,184","-242,477","-470,494","-102,490","-99,663","-193,982","-546,015",Upgrade,Financials in CAD,Fiscal year is October - September
EBT Excluding Unusual Items,"-317,264","-1,011,873","132,821","32,385","396,940","-25,168","-559,013","-926,240","-1,047,290","-606,917","-942,374","-2,244,808","-1,429,043","-1,615,451","-969,308","-2,444,495","-1,020,754","-1,343,476","-1,320,462","-2,325,012",Upgrade,Financials in CAD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,846",-,"-26,039",-,-,-,"50,059",Upgrade,Financials in CAD,Fiscal year is October - September
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-179,449",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Other Unusual Items,-,-,-,"355,255","22,935",-,-,"13,632",-,-,"22,473","299,781","89,311","389,665","57,798","381,059",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Pretax Income,"-317,264","-1,011,873","132,821","387,640","419,875","-25,168","-559,013","-912,608","-1,047,290","-606,917","-919,901","-1,945,027","-1,339,732","-1,208,940","-911,510","-2,268,924","-1,020,754","-1,343,476","-1,320,462","-2,274,953",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income,"-317,264","-1,011,873","132,821","387,640","419,875","-25,168","-559,013","-912,608","-1,047,290","-606,917","-919,901","-1,945,027","-1,339,732","-1,208,940","-911,510","-2,268,924","-1,020,754","-1,343,476","-1,320,462","-2,274,953",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income to Common,"-317,264","-1,011,873","132,821","387,640","419,875","-25,168","-559,013","-912,608","-1,047,290","-606,917","-919,901","-1,945,027","-1,339,732","-1,208,940","-911,510","-2,268,924","-1,020,754","-1,343,476","-1,320,462","-2,274,953",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Basic),"163,972,967","160,057,214","159,456,420","159,533,941","158,229,296","145,939,313","143,470,651","142,678,532","142,371,809","141,662,416","126,917,098","125,041,883","123,736,738","122,129,475","120,809,447","120,254,156","113,623,102","108,685,544","108,123,044","85,813,647",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Diluted),"163,972,967","160,057,214","159,456,420","159,533,941","158,229,296","145,939,313","143,470,651","142,678,532","142,371,809","141,662,416","126,917,098","125,041,883","123,736,738","122,129,475","120,809,447","120,254,156","113,623,102","108,685,544","108,123,044","85,813,647",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Change (YoY),3.630%,9.674%,11.142%,11.814%,11.138%,3.019%,13.043%,14.105%,15.060%,15.994%,5.056%,3.981%,8.901%,12.370%,11.733%,40.134%,15.388%,38.113%,37.398%,29.662%,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Basic),-0.002,-0.006,0.001,0.002,0.003,-0.000,-0.004,-0.006,-0.007,-0.004,-0.007,-0.016,-0.011,-0.010,-0.008,-0.019,-0.009,-0.012,-0.012,-0.027,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Diluted),-0.002,-0.010,0.001,0.002,0.003,-0.000,-0.004,-0.010,-0.010,-0.004,-0.010,-0.016,-0.011,-0.010,-0.010,-0.019,-0.010,-0.012,-0.012,-0.030,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow,"-446,335","444,001","-500,797","228,651","309,552","191,403","122,287","39,704","-255,673","-429,558","-265,496","-833,651","-1,206,266","-223,627","-672,556","-954,062","-1,725,229","-1,106,646","-2,184,756","-1,331,156",Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Per Share,-0.003,0.003,-0.003,0.001,0.002,0.001,0.001,0.000,-0.002,-0.003,-0.002,-0.007,-0.010,-0.002,-0.006,-0.008,-0.015,-0.010,-0.020,-0.016,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Margin,28.990%,27.831%,30.044%,33.225%,43.849%,20.607%,2.123%,0.849%,-9.261%,36.797%,29.879%,-27.085%,-16.394%,-,4.742%,-212.933%,-,100.000%,100.000%,-,Upgrade,Financials in CAD,Fiscal year is October - September
