Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"9,556,011","8,944,566","7,733,636","8,273,686","8,871,122","7,962,800","6,482,694","7,461,930","6,790,971","6,634,875","7,037,411","7,218,656","6,690,419","7,289,254","7,419,889","5,726,328","5,771,739","4,771,255","6,062,846","5,569,286",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),7.720%,12.329%,19.297%,10.879%,30.631%,20.014%,-7.882%,3.370%,1.503%,-8.977%,-5.155%,26.061%,15.917%,52.774%,22.383%,2.820%,-7.203%,-7.471%,35.367%,-5.780%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"2,069,596","1,873,731","1,589,762","1,569,181","1,809,024","1,466,192","1,147,962","1,268,322","1,181,522","1,170,804","1,446,656","1,397,055","1,433,239","1,586,168","1,563,894","1,326,613","1,277,645","1,042,960","1,261,103","1,206,641",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"7,486,415","7,070,835","6,143,874","6,704,505","7,062,098","6,496,608","5,334,732","6,193,608","5,609,449","5,464,071","5,590,755","5,821,601","5,257,180","5,703,086","5,855,995","4,399,715","4,494,094","3,728,295","4,801,743","4,362,645",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","4,753,622","5,144,561","4,054,669","5,175,556","4,274,426","4,748,307","3,928,514","4,780,943","3,757,951","3,873,711","3,463,280","3,435,768","3,067,768","4,333,979","3,617,146","3,416,289","3,249,976","2,794,568","2,932,990","2,355,578",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"4,753,622","5,144,561","4,054,669","5,175,556","4,274,426","4,748,307","3,928,514","4,780,943","3,757,951","3,873,711","3,463,280","3,435,768","3,067,768","4,333,979","3,617,146","3,416,289","3,249,976","2,794,568","2,932,990","2,355,578",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"2,732,793","1,926,274","2,089,205","1,528,949","2,787,672","1,748,301","1,406,218","1,412,665","1,851,498","1,590,360","2,127,475","2,385,833","2,189,412","1,369,107","2,238,849","983,426","1,244,118","933,727","1,868,753","2,007,067",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-14,579","-15,009","-15,593","-16,394","-16,965","-17,343","-17,709","-18,652","-19,195","-19,502","-19,793","-20,743","-21,248","-21,504","-21,751","-22,656","-23,134","-23,537","-23,615","-24,472",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"256,890","238,789","332,819","342,183","291,488","286,988","210,465","258,037","146,992","78,273","42,493","56,448","31,434","30,968","36,616","55,310","64,856","52,751","90,220","99,865",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,050","16,710",-,-,"32,699",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"2,975,104","2,150,054","2,406,431","1,854,738","3,062,195","2,017,946","1,598,974","1,652,050","1,979,295","1,649,131","2,150,175","2,421,538","2,199,598","1,378,571","2,253,714","1,036,130","1,302,550","962,941","1,935,358","2,115,159",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-446,006",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"125,000",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"2,975,104","2,150,054","2,406,431","1,854,738","3,062,195","2,017,946","1,598,974","1,652,050","1,979,295","1,649,131","2,150,175","2,546,538","2,199,598","1,378,571","2,253,714","1,036,130","1,302,550","962,941","1,935,358","1,669,153",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,"667,210","569,765","637,704","403,947","711,295","534,756","423,728","452,534","526,253","431,248","562,271","668,734","478,278","360,497","589,346","370,428","346,641","240,735","483,840","501,308",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"2,307,894","1,580,289","1,768,727","1,450,791","2,350,900","1,483,190","1,175,246","1,199,516","1,453,042","1,217,883","1,587,904","1,877,804","1,721,320","1,018,074","1,664,368","665,702","955,909","722,206","1,451,518","1,167,845",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"2,307,894","1,580,289","1,768,727","1,450,791","2,350,900","1,483,190","1,175,246","1,199,516","1,453,042","1,217,883","1,587,904","1,877,804","1,721,320","1,018,074","1,664,368","665,702","955,909","722,206","1,451,518","1,167,845",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-1.829%,6.547%,50.498%,20.948%,61.792%,21.784%,-25.988%,-36.121%,-15.586%,19.626%,-4.594%,182.079%,80.072%,40.967%,14.664%,-42.997%,-37.621%,4.540%,48.390%,-30.128%,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"11,587,556","11,594,523","11,665,427","11,800,540","11,843,038","12,062,995","12,096,102","12,114,142","12,240,466","12,394,588","12,465,683","12,564,396","12,669,586","12,703,681","12,787,555","12,726,527","12,808,287","12,925,339","13,447,666","13,580,437",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"11,819,525","11,795,463","11,871,285","12,008,971","12,053,870","12,279,234","12,342,233","12,347,924","12,491,081","12,651,245","12,671,384","12,745,236","12,851,984","12,905,021","12,930,088","12,836,735","12,938,844","13,054,464","13,576,791","13,580,437",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-1.944%,-3.940%,-3.816%,-2.745%,-3.500%,-2.941%,-2.598%,-3.117%,-2.808%,-1.966%,-2.001%,-0.713%,-0.671%,-1.145%,-4.763%,-5.476%,-6.136%,-7.112%,-5.641%,-6.400%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),0.199,0.136,0.152,0.123,0.199,0.123,0.097,0.099,0.119,0.098,0.127,0.149,0.136,0.080,0.130,0.052,0.075,0.056,0.108,0.086,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),0.195,0.134,0.149,0.121,0.195,0.121,0.095,0.097,0.116,0.096,0.125,0.147,0.134,0.079,0.129,0.052,0.074,0.055,0.108,0.080,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-0.001%,10.744%,56.843%,24.840%,68.105%,26.041%,-24.001%,-34.327%,-13.434%,21.519%,-3.100%,181.657%,81.084%,43.636%,19.512%,-34.688%,-32.728%,12.245%,58.653%,-27.196%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"6,590,794","-1,518,602","952,499","632,678","2,394,865","3,066,506","-1,098,303","2,208,051","1,211,950","1,611,532","-129,594","1,906,418","2,584,803","1,020,585","-921,628","2,010,274","2,161,729","2,333,005","375,799","4,957,330",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.558,-0.129,0.080,0.053,0.199,0.250,-0.089,0.179,0.097,0.127,-0.010,0.150,0.201,0.079,-0.071,0.157,0.167,0.179,0.028,0.365,Upgrade,Financials in CAD,Fiscal year is January - December
Dividend Per Share,0.045,0.045,0.045,0.040,0.040,0.040,0.040,0.040,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Dividend Growth,12.500%,12.500%,12.500%,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,78.342%,79.052%,79.444%,81.034%,79.608%,81.587%,82.292%,83.003%,82.602%,82.354%,79.443%,80.647%,78.578%,78.240%,78.923%,76.833%,77.864%,78.141%,79.199%,78.334%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,28.598%,21.536%,27.015%,18.480%,31.424%,21.956%,21.692%,18.932%,27.264%,23.970%,30.231%,33.051%,32.725%,18.783%,30.174%,17.174%,21.555%,19.570%,30.823%,36.038%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,24.151%,17.668%,22.871%,17.535%,26.501%,18.626%,18.129%,16.075%,21.397%,18.356%,22.564%,26.013%,25.728%,13.967%,22.431%,11.625%,16.562%,15.137%,23.941%,20.969%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,68.970%,-16.978%,12.316%,7.647%,26.996%,38.510%,-16.942%,29.591%,17.846%,24.289%,-1.842%,26.410%,38.634%,14.001%,-12.421%,35.106%,37.454%,48.897%,6.198%,89.012%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"2,809,652","2,008,660","2,164,648","1,609,435","2,908,062","1,851,481","1,516,634","1,521,955","1,952,472","1,685,130","2,227,362","2,453,174","2,291,986","1,488,330","2,359,085","1,077,491","1,383,071","1,062,582","1,997,987","2,020,188",Upgrade,Financials in CAD,Fiscal year is January - December
