Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"16,245,000","25,375,000","17,501,000","12,415,000","5,479,000","244,000",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue Growth (YoY),-42.067%,44.992%,40.967%,126.592%,2145.492%,-,Upgrade,Financials in GBP,Fiscal year is January - December
Cost of Revenue,"8,971,000","10,318,000","10,880,000","7,456,000","3,762,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Profit,"7,274,000","15,057,000","6,621,000","4,959,000","1,717,000","244,000",Upgrade,Financials in GBP,Fiscal year is January - December
"Selling, General & Admin","20,173,000","20,636,000","19,609,000","20,008,000","13,983,000","9,642,000",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"45,416,000","44,025,000","35,605,000","30,765,000","20,209,000","13,336,000",Upgrade,Financials in GBP,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,"-1,492,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"65,589,000","64,661,000","55,214,000","50,773,000","32,700,000","22,978,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-58,315,000","-49,604,000","-48,593,000","-45,814,000","-30,983,000","-22,734,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,-,"-34,000","-47,000","-8,000","-16,000","-33,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"1,751,000","67,000","23,000","10,000","129,000","27,000",Upgrade,Financials in GBP,Fiscal year is January - December
Currency Exchange Gain (Loss),"-10,745,000","-2,118,000","1,046,000","-44,000","-5,171,000","-130,000",Upgrade,Financials in GBP,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,379,000","1,379,000","203,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
EBT Excluding Unusual Items,"-65,930,000","-50,310,000","-47,368,000","-45,856,000","-36,041,000","-22,870,000",Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-65,930,000","-50,310,000","-47,368,000","-45,856,000","-36,041,000","-22,870,000",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-7,068,000","-7,043,000","-6,879,000","-6,446,000","-3,494,000","-3,288,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-58,862,000","-43,267,000","-40,489,000","-39,410,000","-32,547,000","-19,582,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-58,862,000","-43,267,000","-40,489,000","-39,410,000","-32,547,000","-19,582,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"44,174,027","37,092,417","32,194,837","29,650,147","27,257,375","25,042,290",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"44,174,027","37,092,417","32,194,837","29,650,147","27,257,375","25,042,290",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),21.506%,15.212%,8.582%,8.778%,8.845%,6.847%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-1.333,-1.166,-1.258,-1.329,-1.194,-0.782,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-1.333,-1.166,-1.258,-1.329,-1.194,-0.782,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-43,948,000","-39,395,000","-45,596,000","5,495,000","-11,287,000","1,718,000",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-0.995,-1.062,-1.416,0.185,-0.414,0.069,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Margin,44.777%,59.338%,37.832%,39.944%,31.338%,100.000%,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Margin,-358.972%,-195.484%,-277.658%,-369.021%,-565.486%,-9317.213%,Upgrade,Financials in GBP,Fiscal year is January - December
Profit Margin,-362.339%,-170.510%,-231.352%,-317.439%,-594.032%,-8025.410%,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Margin,-270.532%,-155.251%,-260.534%,44.261%,-206.005%,704.098%,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-58,006,000","-49,272,000","-48,283,000","-45,560,000","-30,487,000","-22,252,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA Margin,-,-194.175%,-275.887%,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"309,000","332,000","310,000","254,000","496,000","482,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-58,315,000","-49,604,000","-48,593,000","-45,814,000","-30,983,000","-22,734,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT Margin,-,-195.484%,-277.658%,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
