Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,"3,619,689","4,756,078","2,208,680","2,776,587","22,113,869","15,086,643",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),150.331%,115.336%,-20.453%,-87.444%,46.579%,15.401%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,969,737","6,187,486","6,872,131","6,326,971","15,800,921","9,797,988",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,350,048","-1,431,408","-4,663,451","-3,550,384","6,312,948","5,288,655",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,966,186","13,247,594","16,143,585","20,089,660","25,287,568","25,948,062",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,965,850","10,379,964","11,262,373","8,039,776","10,375,991","18,793,836",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,932,036","23,627,558","27,405,958","28,129,436","35,663,559","44,741,898",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,282,084","-25,058,966","-32,069,409","-31,679,820","-29,350,611","-39,453,243",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-135,808",-,"-6,649","-4,921","-123,258","-157,765",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"18,654","44,126",-,-,"175,772","245,403",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,324,922","92,163","-7,533,089","503,319","1,794,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,074,316","-24,922,677","-39,609,147","-31,181,422","-27,504,097","-39,365,605",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-116,934",-,-,"-4,662,610",-,"-10,517",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"375,688","-1,874,729","5,009,590",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,155,237","-26,197,406","-34,599,557","-35,844,032","-27,504,097","-39,376,122",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,000","2,000",796,"2,400","8,672","-369,340",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-21,157,237","-26,199,406","-34,600,353","-35,846,432","-27,512,769","-39,006,782",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-1,075,374","-278,867","-11,227,845","-13,544,657",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-22,232,611","-26,478,273","-45,828,198","-49,391,089","-27,512,769","-39,006,782",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"172,697",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-22,405,308","-26,478,273","-45,828,198","-49,391,089","-27,512,769","-39,006,782",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,503,959","2,140,732","2,059,388","1,108,139","760,913","558,364",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,503,959","2,140,732","2,059,388","1,108,139","760,913","558,364",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),63.901%,3.950%,85.842%,45.633%,36.275%,37.871%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.394,-12.369,-22.253,-44.571,-36.158,-69.859,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.394,-12.369,-22.253,-44.571,-36.158,-69.859,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-9,474,613","-26,588,687","-38,940,183","-21,065,984","-22,752,086","-36,192,913",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.704,-12.420,-18.909,-19.010,-29.901,-64.820,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-37.297%,-30.096%,-211.142%,-127.869%,28.547%,35.055%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-477.447%,-526.883%,-1451.972%,-1140.963%,-132.725%,-261.511%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-618.984%,-556.725%,-2074.913%,-1778.842%,-124.414%,-258.552%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-261.752%,-559.046%,-1763.052%,-758.701%,-102.886%,-239.900%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-16,646,067","-23,575,466","-30,633,665","-29,350,727","-26,606,095","-36,354,327",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-120.314%,-240.970%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"636,017","1,483,500","1,435,744","2,329,093","2,744,516","3,098,916",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,282,084","-25,058,966","-32,069,409","-31,679,820","-29,350,611","-39,453,243",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-132.725%,-261.511%,Upgrade,Financials in USD,Fiscal year is January - December
