Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2016,,
Operating Revenue,"94,952","94,952","301,121","1,540,624","663,316",-,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue,"94,952","94,952","301,121","1,540,624","663,316",-,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-68.467%,-68.467%,-80.455%,132.261%,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"328,886","328,886","629,075","939,054","228,222",-,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"-233,934","-233,934","-327,954","601,570","435,094",-,Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","2,329,612","2,329,612","5,893,295","7,390,419","5,847,757","3,137,029",Upgrade,Financials in AUD,Fiscal year is July - June
Research & Development,"2,810,200","2,810,200","1,336,428","1,396,694","2,081,085","3,691,658",Upgrade,Financials in AUD,Fiscal year is July - June
Other Operating Expenses,"9,510","9,510","116,829","230,516","108,304","98,275",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"5,664,135","5,664,135","6,836,226","13,807,874","9,815,023","7,740,990",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-5,898,069","-5,898,069","-7,164,180","-13,206,304","-9,379,929","-7,740,990",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-739,272","-739,272","-76,661","-53,848","-42,627","-12,344",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,309,309,134,"10,595",723,"8,601",Upgrade,Financials in AUD,Fiscal year is July - June
Other Non Operating Income (Expenses),"644,356","644,356","1,027,332","903,086","1,047,838","835,973",Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"-5,992,676","-5,992,676","-6,213,375","-12,346,471","-8,373,995","-6,908,760",Upgrade,Financials in AUD,Fiscal year is July - June
Impairment of Goodwill,"-30,747,083","-30,747,083",-,-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,-,-,"-55,357","-67,047","-175,084","-106,285",Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-36,739,759","-36,739,759","-6,268,732","-12,413,518","-8,549,079","-7,015,045",Upgrade,Financials in AUD,Fiscal year is July - June
Earnings From Continuing Operations,"-36,739,759","-36,739,759","-6,268,732","-12,413,518","-8,549,079","-7,015,045",Upgrade,Financials in AUD,Fiscal year is July - June
Minority Interest in Earnings,"170,855","170,855","695,725","468,215",-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-36,568,904","-36,568,904","-5,573,007","-11,945,303","-8,549,079","-7,015,045",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"-36,568,904","-36,568,904","-5,573,007","-11,945,303","-8,549,079","-7,015,045",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"11,347,155","11,347,155","10,068,253","8,042,432","6,633,028","4,847,799",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"11,347,155","11,347,155","10,068,253","8,042,432","6,633,028","4,848,336",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),12.702%,12.702%,25.189%,21.248%,36.810%,12.368%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-3.223,-3.223,-0.554,-1.485,-1.289,-1.447,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-3.223,-3.223,-0.554,-1.485,-1.289,-1.452,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-4,388,590","-4,388,590","-7,249,078","-9,427,224","-8,616,584","-6,952,243",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.387,-0.387,-0.720,-1.172,-1.299,-1.434,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,-246.371%,-246.371%,-108.911%,39.047%,65.594%,-,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-6211.632%,-6211.632%,-2379.170%,-857.205%,-1414.097%,-,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-38513.042%,-38513.042%,-1850.753%,-775.355%,-1288.840%,-,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-4621.904%,-4621.904%,-2407.364%,-611.909%,-1299.016%,-,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-5,543,669","-5,543,669","-6,740,154","-12,732,738","-9,015,725","-7,509,925",Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"354,400","354,400","424,026","473,566","364,204","231,065",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-5,898,069","-5,898,069","-7,164,180","-13,206,304","-9,379,929","-7,740,990",Upgrade,Financials in AUD,Fiscal year is July - June
