Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"8,528,000","7,789,000","8,180,000","7,176,000","7,128,000","9,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2.377%,-4.780%,13.991%,0.673%,-24.747%,-14.582%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,637,000","3,181,000","3,269,000","2,935,000","2,781,000","3,933,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"4,891,000","4,608,000","4,911,000","4,241,000","4,347,000","5,539,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,263,000","5,202,000","5,054,000","5,899,000","6,794,000","9,070,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"171,000","69,000","40,000","13,000","306,000","657,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,434,000","5,271,000","5,094,000","5,912,000","7,100,000","9,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-543,000","-663,000","-183,000","-1,671,000","-2,753,000","-4,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-140,000","-139,000","-135,000","-128,000","-113,000","-77,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,000","8,000","-13,000","13,000","207,000","1,540,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-678,000","-794,000","-331,000","-1,786,000","-2,659,000","-2,725,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-250,000","-65,000","-1,540,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"663,000",-,"1,137,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-678,000","-131,000","-331,000","-899,000","-2,724,000","-4,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-678,000","-131,000","-331,000","-899,000","-2,724,000","-4,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-523,000","-131,000","-331,000","-899,000","-2,724,000","-4,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,004,389","8,004,389","8,004,389","7,833,000","7,539,000","7,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,004,389","8,004,389","8,004,389","7,833,000","7,539,000","7,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,2.188%,3.900%,0.346%,17.611%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.065,-0.016,-0.041,-0.115,-0.361,-0.568,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.065,-0.016,-0.041,-0.115,-0.361,-0.568,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"83,000","849,000","331,000","-1,320,000","-369,000","-1,561,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.010,0.106,0.041,-0.169,-0.049,-0.208,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,57.352%,59.160%,60.037%,59.100%,60.985%,58.478%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-6.367%,-8.512%,-2.237%,-23.286%,-38.622%,-44.215%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6.133%,-1.682%,-4.046%,-12.528%,-38.215%,-45.027%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,0.973%,10.900%,4.046%,-18.395%,-5.177%,-16.480%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-343,000","-469,000","35,000","-1,409,000","-2,500,000","-3,903,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-4.022%,-6.021%,0.428%,-19.635%,-35.073%,-41.206%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"200,000","194,000","218,000","262,000","253,000","285,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-543,000","-663,000","-183,000","-1,671,000","-2,753,000","-4,188,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-6.367%,-8.512%,-2.237%,-23.286%,-38.622%,-44.215%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,"9,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"204,000","220,000","165,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
