Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","Nov '23 Nov 30, 2023","Nov '22 Nov 30, 2022","Nov '21 Nov 30, 2021","Nov '20 Nov 30, 2020","Nov '19 Nov 30, 2019",2018 - 2015,,
"Selling, General & Admin","935,935","986,924","1,450,583","1,234,409","705,336","525,152",Upgrade,Financials in CAD,Fiscal year is December - November
Operating Expenses,"1,337,367","1,223,137","1,605,020","1,974,255","1,138,173","532,587",Upgrade,Financials in CAD,Fiscal year is December - November
Operating Income,"-1,337,367","-1,223,137","-1,605,020","-1,974,255","-1,138,173","-532,587",Upgrade,Financials in CAD,Fiscal year is December - November
Other Non Operating Income (Expenses),"-145,081","-127,722","-146,905","-77,212","-1,249","-19,706",Upgrade,Financials in CAD,Fiscal year is December - November
EBT Excluding Unusual Items,"-1,482,448","-1,350,859","-1,751,925","-2,051,467","-1,139,422","-552,293",Upgrade,Financials in CAD,Fiscal year is December - November
Gain (Loss) on Sale of Assets,-,-,"-6,210",-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Asset Writedown,"-48,610","-48,610",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Other Unusual Items,-,-,"4,241",-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Pretax Income,"-1,531,058","-1,399,469","-1,753,894","-2,051,467","-1,139,422","-552,293",Upgrade,Financials in CAD,Fiscal year is December - November
Net Income,"-1,531,058","-1,399,469","-1,753,894","-2,051,467","-1,139,422","-552,293",Upgrade,Financials in CAD,Fiscal year is December - November
Net Income to Common,"-1,531,058","-1,399,469","-1,753,894","-2,051,467","-1,139,422","-552,293",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Basic),"135,951,756","130,503,773","107,826,018","94,677,887","70,527,859","57,537,132",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Diluted),"135,951,756","130,503,773","107,826,018","94,677,887","70,527,859","57,537,132",Upgrade,Financials in CAD,Fiscal year is December - November
Shares Change (YoY),8.551%,21.032%,13.887%,34.242%,22.578%,21.071%,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Basic),-0.011,-0.011,-0.016,-0.022,-0.016,-0.010,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Diluted),-0.011,-0.011,-0.016,-0.022,-0.016,-0.010,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow,"-501,360","-1,165,973","-2,001,667","-2,086,363","-434,129","-813,175",Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow Per Share,-0.004,-0.009,-0.019,-0.022,-0.006,-0.014,Upgrade,Financials in CAD,Fiscal year is December - November
EBITDA,"-1,335,643","-1,220,952","-1,595,810","-1,966,030","-984,586","-530,467",Upgrade,Financials in CAD,Fiscal year is December - November
D&A For EBITDA,"1,724","2,185","9,210","8,225","153,587","2,120",Upgrade,Financials in CAD,Fiscal year is December - November
EBIT,"-1,337,367","-1,223,137","-1,605,020","-1,974,255","-1,138,173","-532,587",Upgrade,Financials in CAD,Fiscal year is December - November
