Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"5,000","13,889","5,300","13,552",-,-,-,-,-,-,-,-,-,-,-,-,-,"769,555","11,900","18,248",Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"310,695","433,584","198,822",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,000","13,889","5,300","13,552",-,-,-,-,-,-,-,-,-,-,-,-,-,"458,860","-421,684","-180,574",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","840,681","1,080,583","1,026,594","1,585,894","1,343,125","1,274,101","1,406,903","5,417,045","1,229,963","1,393,048","2,088,836","2,280,371","2,034,644","2,637,445","995,704","1,232,017","1,181,384","1,150,425","3,008,191","1,469,149",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"13,238",123,-,"2,031","1,365","17,122",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"870,859","1,110,762","1,056,773","1,616,073","1,373,304","1,431,675","1,531,555","5,513,951","1,253,826","1,416,244","2,127,790","2,302,202","2,056,476","2,637,445","995,704","1,232,017","1,181,384","1,150,425","3,008,191","1,469,149",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-865,859","-1,096,873","-1,051,473","-1,602,521","-1,373,304","-1,431,675","-1,531,555","-5,513,951","-1,253,826","-1,416,244","-2,127,790","-2,302,202","-2,056,476","-2,637,445","-995,704","-1,232,017","-1,181,384","-691,565","-3,429,875","-1,649,723",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-147,504","-149,787","-158,634","-143,343","-109,302","-82,602","-53,661","-56,120","-19,636","-35,235","-36,023","-1,037,101","-590,601","-359,648","-202,609","-151,872","-85,040",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-6,488","9,830","16,638","-58,385","28,740","-4,486","-13,310","-63,273","45,049","21,061","11,508",436,"23,170","-11,232","34,770","-36,179","-36,500","-16,011",-,1,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,019,851","-1,236,830","-1,193,469","-1,804,249","-1,453,866","-1,518,763","-1,598,526","-5,633,344","-1,228,413","-1,430,418","-2,152,305","-3,338,867","-2,623,907","-3,008,325","-1,163,543","-1,420,068","-1,302,924","-707,576","-3,429,875","-1,649,412",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,"-1,190,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-3,653,043",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-82,082","-382,897","-1,361,000","-1,715,493",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,101,933","-1,619,727","-2,554,469","-3,519,742","-1,453,866","-6,361,806","-1,598,526","-5,633,344","-1,228,413","-1,430,418","-2,152,305","-3,338,867","-2,623,907","-3,008,325","-1,163,543","-1,420,068","-1,302,924","-707,576","-3,429,875","-1,649,412",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"21,788",-,-,-,"-21,788",-,-,-,-,-,-,-,"-7,676","2,559","5,117",-,"-85,614",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,101,933","-1,619,727","-2,554,469","-3,541,530","-1,453,866","-6,361,806","-1,598,526","-5,611,556","-1,228,413","-1,430,418","-2,152,305","-3,338,867","-2,623,907","-3,008,325","-1,163,543","-1,412,392","-1,305,483","-712,693","-3,429,875","-1,563,798",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"-3,330,395","250,092","238,686","116,616","-93,209","-4,634,506","-60,315","-167,434","98,350",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,101,933","-1,619,727","-2,554,469","-3,541,530","-1,453,866","-6,361,806","-1,598,526","-5,611,556","-1,228,413","-1,430,418","-2,152,305","-6,669,262","-2,373,815","-2,769,639","-1,046,927","-1,505,601","-5,939,989","-773,008","-3,597,309","-1,465,448",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,101,933","-1,619,727","-2,554,469","-3,541,530","-1,453,866","-6,361,806","-1,598,526","-5,611,556","-1,228,413","-1,430,418","-2,152,305","-6,669,262","-2,373,815","-2,769,639","-1,046,927","-1,505,601","-5,939,989","-773,008","-3,597,309","-1,465,448",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"236,962,413","220,446,289","203,523,079","210,029,015","207,422,054","205,232,785","204,021,504","193,217,167","201,998,206","200,596,549","198,268,853","306,500,359","118,939,488","106,008,685","98,257,687","94,617,616","93,060,753","105,243,905","106,679,620","105,349,538",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"236,962,413","220,446,289","203,523,079","210,029,015","207,422,054","205,232,785","204,021,504","193,217,167","201,998,206","200,596,549","198,268,853","306,500,359","118,939,488","106,008,685","98,257,687","94,617,616","93,060,753","105,243,905","106,679,620","105,349,538",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.242%,7.413%,-0.244%,8.701%,2.685%,2.311%,2.901%,-36.960%,69.833%,89.227%,101.785%,223.936%,27.808%,0.727%,-7.895%,-10.187%,-7.277%,36.770%,39.633%,43.015%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.005,-0.007,-0.013,-0.017,-0.007,-0.031,-0.008,-0.029,-0.006,-0.007,-0.011,-0.022,-0.020,-0.026,-0.011,-0.016,-0.064,-0.007,-0.034,-0.014,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.005,-0.007,-0.013,-0.017,-0.007,-0.031,-0.008,-0.029,-0.006,-0.007,-0.011,-0.022,-0.020,-0.026,-0.011,-0.016,-0.064,-0.007,-0.034,-0.014,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-389,461","-234,173","-25,302","-593,011","-899,519","-999,107","-1,338,343","-1,089,757","-884,952","-1,453,069","-1,639,941","-2,620,417","-1,156,477","-2,582,395","-466,223","-502,230","-836,746","-810,214","-1,600,431","-1,188,296",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.001,-0.000,-0.003,-0.004,-0.005,-0.007,-0.006,-0.004,-0.007,-0.008,-0.009,-0.010,-0.024,-0.005,-0.005,-0.009,-0.008,-0.015,-0.011,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,-,59.627%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-17317.180%,-7897.422%,-19839.113%,-11824.978%,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.866%,-28822.479%,-9040.569%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-22038.660%,-11661.941%,-48197.528%,-26132.896%,-,-,-,-,-,-,-,-,-,-,-,-,-,-100.449%,-30229.487%,-8030.732%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-7789.220%,-1686.032%,-477.396%,-4375.819%,-,-,-,-,-,-,-,-,-,-,-,-,-,-105.283%,-13449.000%,-6511.925%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-852,784","-1,083,796","-1,038,396","-1,572,342","-1,343,125","-1,287,339","-1,407,026","-5,422,445","-1,231,994","-1,394,413","-2,105,958","-2,280,371","-2,049,199","-2,604,667","-962,926","-1,199,239","-1,181,384","-627,772","-3,362,558","-1,567,784",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-81.576%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,075","13,077","13,077","30,179","30,179","144,336","124,529","91,506","21,832","21,831","21,832","21,831","7,277","32,778","32,778","32,778",-,"63,793","67,317","81,939",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-865,859","-1,096,873","-1,051,473","-1,602,521","-1,373,304","-1,431,675","-1,531,555","-5,513,951","-1,253,826","-1,416,244","-2,127,790","-2,302,202","-2,056,476","-2,637,445","-995,704","-1,232,017","-1,181,384","-691,565","-3,429,875","-1,649,723",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.865%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
