Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+9 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+9 Quarters,,
Revenue,"6,763,391","7,916,653","7,913,914","5,875,458","5,667,291","9,294,792","9,683,241","4,521,704","6,990,820","8,121,247","7,369,386","5,422,044","6,118,011","10,735,629","10,958,485","2,894,838","2,656,027","2,646,653","1,717,350","1,780,211",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),19.341%,-14.827%,-18.272%,29.939%,-18.932%,14.450%,31.398%,-16.605%,14.266%,-24.352%,-32.752%,87.300%,130.344%,305.630%,538.104%,62.612%,45.354%,-,891.004%,1848.141%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,283,015","5,226,760","4,701,298","4,193,403","3,806,240","6,391,806","6,199,968","2,746,433","4,934,200","5,437,146","4,331,293","3,692,019","3,939,859","8,664,280","8,705,418","1,703,860","1,442,034","2,126,139","947,328","1,489,836",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,480,376","2,689,893","3,212,616","1,682,055","1,861,051","2,902,986","3,483,273","1,775,271","2,056,620","2,684,101","3,038,093","1,730,025","2,178,152","2,071,349","2,253,067","1,190,978","1,213,993","520,514","770,022","290,375",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,365,876","4,019,208","1,949,998","3,761,510","2,396,067","3,285,478","3,828,520","6,951,310","3,521,297","4,522,189","1,880,536","3,964,097","2,262,713","1,453,903","1,513,346","1,438,787","1,014,374","1,638,209","678,862","748,559",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,685","11,144","1,827","3,320","50,334","90,154","58,616","746,399","558,110","477,895","55,431","131,381","19,455","124,113","64,528",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"18,678","-5,149","27,440","1,168,350","20,529","28,929","18,055","551,485","312,911","49,253","22,592","-12,883","42,128","47,978","51,778",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,867,442","4,452,697","2,424,173","5,371,282","2,929,330","3,895,638","4,347,018","8,855,382","4,849,900","5,524,778","2,309,359","4,141,448","2,806,299","2,120,601","2,110,137","1,607,825","1,417,168","5,420,720","795,183","1,292,777",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,387,066","-1,762,804","788,443","-3,689,227","-1,068,279","-992,652","-863,745","-7,080,111","-2,793,280","-2,840,677","728,734","-2,411,423","-628,147","-49,252","142,930","-416,847","-203,175","-4,900,206","-25,161","-1,002,402",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-357,511","-1,658,395","-1,294,803","-1,526,161","-932,785","-1,036,881","-894,092","-1,212,608","-1,015,450","-1,820,931","-417,067","-2,610,634","-459,238","-435,931","-453,658","-41,477","-18,977",-,"-9,143","-2,185",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,"4,948",111,114,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,015",-320,"-112,552","149,585","-45,042",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),1,-1,-,"226,967","589,954","12,727","1,054,171","2,083,721","3,296,668","-6,606,544",-,"446,665",-1,"234,884","117,442","-10,584","3,222","-4,199","23,804","-34,495",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,744,576","-3,421,200","-506,360","-4,988,421","-1,411,110","-2,016,806","-703,666","-6,208,998","-512,062","-11,268,152","311,667","-4,575,392","-1,087,386","-250,299","-193,286","-470,923","-219,156","-5,012,009","139,196","-1,084,010",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-2,045,707",-,"-2,329,018","-147,522",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-12,167,101",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,976",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"175,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
