Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters,,
Operating Revenue,"45,641,000","42,809,000","37,661,000","40,510,000","37,638,000","46,045,000","33,960,000","50,813,000","44,199,000","48,195,000","53,136,000","89,526,000","45,129,000","47,421,000","51,224,000","48,141,000","52,845,000","69,586,000","99,389,000","23,535,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"14,000","63,000","305,000",-,"-184,000","165,000","19,000",-,"-103,000","53,000","50,000","-24,000","121,000","10,000","37,000","-335,000","200,000","71,000","64,000","-188,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"45,655,000","42,872,000","37,966,000","40,510,000","37,454,000","46,210,000","33,979,000","50,813,000","44,096,000","48,248,000","53,186,000","89,502,000","45,250,000","47,431,000","51,261,000","47,806,000","53,045,000","69,657,000","99,453,000","23,347,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),21.896%,-7.224%,11.734%,-20.276%,-15.063%,-4.224%,-36.113%,-43.227%,-2.550%,1.723%,3.755%,87.219%,-14.695%,-31.908%,-48.457%,104.763%,-,217.098%,411.616%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"2,009,000","3,096,000","1,765,000","2,450,000","3,145,000","1,889,000","2,129,000","3,496,000","2,713,000","3,641,000","3,789,000","7,272,000","3,631,000","1,688,000","5,932,000","4,468,000","5,396,000","1,796,000","2,058,000","1,274,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"43,646,000","39,776,000","36,201,000","38,060,000","34,309,000","44,321,000","31,850,000","47,317,000","41,383,000","44,607,000","49,397,000","82,230,000","41,619,000","45,743,000","45,329,000","43,338,000","47,649,000","67,861,000","97,395,000","22,073,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","10,686,000","12,297,000","10,964,000","11,412,000","8,892,000","11,666,000","9,835,000","9,238,000","12,551,000","10,250,000","11,202,000","14,194,000","9,622,000","8,976,000","10,342,000","8,553,000","7,285,000","9,047,000","10,887,000","9,523,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"24,710,000","24,074,000","27,196,000","28,984,000","23,671,000","25,591,000","21,056,000","24,593,000","18,555,000","21,273,000","19,028,000","25,853,000","18,513,000","14,200,000","14,703,000","14,671,000","14,869,000","11,963,000","12,289,000","9,317,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"2,769,000","3,012,000","2,340,000","2,782,000","1,930,000","3,017,000","3,531,000","6,941,000","3,595,000","3,254,000","153,000","1,582,000","2,350,000","2,624,000","2,275,000","628,000","3,262,000","2,360,000","3,685,000","2,359,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"38,165,000","39,383,000","40,500,000","43,178,000","34,493,000","40,274,000","34,422,000","40,772,000","34,701,000","34,777,000","30,383,000","41,629,000","30,485,000","25,800,000","27,320,000","24,119,000","25,416,000","23,370,000","26,861,000","21,199,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"5,481,000","393,000","-4,299,000","-5,118,000","-184,000","4,047,000","-2,572,000","6,545,000","6,682,000","9,830,000","19,014,000","40,601,000","11,134,000","19,943,000","18,009,000","19,219,000","22,233,000","44,491,000","70,534,000","874,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-1,595,000",-,-,"-2,416,000",-,-,"-645,000","-7,255,000",-,-,-,"-5,636,000","-3,958,000","-2,445,000",-,-,"-5,322,000","-2,372,000",-,"-978,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,-,"2,460,000",-,"2,544,000","1,754,000","450,000",-,-,"1,983,000","3,771,000",-,-,"5,116,000",-,"3,773,000","2,269,000",-,"2,232,000","405,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-1,684,000",-,-,-,"3,108,000",-,-,-,"5,674,000",-,-,-,"-7,550,000",-,-,-,"-57,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-1,529,000","1,529,000",-,-,-,-,-,-,"-1,609,000","1,609,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"3,886,000","1,324,000","-2,770,000","-6,674,000","1,570,000","4,497,000","-3,217,000","2,398,000","8,665,000","11,992,000","20,623,000","40,639,000","12,292,000","17,498,000","21,782,000","13,938,000","16,911,000","44,351,000","70,939,000","-161,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"201,000",-,-,-,"-1,888,000",-,-,-,"11,000",-,"-97,000","97,000","-513,000","-20,000","34,000","-34,000","-268,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"2,000,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"3,886,000","1,324,000","-2,770,000","-6,473,000","1,570,000","4,497,000","-3,217,000","2,510,000","8,665,000","11,992,000","20,623,000","40,650,000","12,292,000","17,401,000","21,879,000","13,425,000","16,891,000","44,385,000","70,905,000","-429,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"-18,000","87,000","-5,070,000","346,000","49,000","-527,000","-4,628,000","-3,476,000","219,000","-957,000","-1,352,000","4,943,000","796,000","-1,623,000","-2,302,000","7,256,000","-413,000","1,163,000","338,000","-16,018,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"3,904,000","1,237,000","2,300,000","-6,819,000","1,521,000","5,024,000","1,411,000","5,986,000","8,446,000","12,949,000","21,975,000","35,707,000","11,496,000","19,024,000","24,181,000","6,169,000","17,304,000","43,222,000","70,567,000","15,589,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"2,451,000",-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Company,"3,904,000","1,237,000","2,300,000","-6,819,000","1,521,000","5,024,000","1,411,000","5,986,000","8,446,000","12,949,000","21,975,000","38,158,000","11,496,000","19,024,000","24,181,000","6,169,000","17,304,000","43,222,000","70,567,000","15,589,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-19,000","14,000","5,000","4,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"3,904,000","1,237,000","2,300,000","-6,819,000","1,521,000","5,024,000","1,411,000","5,986,000","8,446,000","12,949,000","21,975,000","38,158,000","11,496,000","19,024,000","24,181,000","6,169,000","17,285,000","43,236,000","70,572,000","15,593,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"3,904,000","1,237,000","2,300,000","-6,819,000","1,521,000","5,024,000","1,411,000","5,986,000","8,446,000","12,949,000","21,975,000","38,158,000","11,496,000","19,024,000","24,181,000","6,169,000","17,285,000","43,236,000","70,572,000","15,593,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,156.673%,-75.378%,63.005%,-,-81.991%,-61.202%,-93.579%,-84.313%,-26.531%,-31.933%,-9.123%,518.544%,-33.491%,-56.000%,-65.736%,-60.437%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"17,538,907","17,538,907",-,"17,639,720",-,"17,976,907",-,"18,107,619",-,-,-,"18,010,907",-,-,-,"18,112,907",-,-,-,"18,496,441",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"17,538,907","17,538,907",-,"17,639,720",-,"17,976,907",-,"18,107,619",-,-,-,"18,010,907",-,-,-,"18,112,907",-,-,-,"18,496,441",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),-,-2.436%,-,-2.584%,-,-,-,0.537%,-,-,-,-0.563%,-,-,-,-2.074%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),0.223,0.071,-,-0.387,-,0.279,-,0.331,-,-,-,2.119,-,-,-,0.341,-,-,-,0.843,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),0.223,0.071,-,-0.390,-,0.279,-,0.328,-,-,-,2.114,-,-,-,0.340,-,-,-,0.843,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-,-74.764%,-,-,-,-,-,-84.477%,-,-,-,521.477%,-,-,-,-59.651%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"547,000","-11,840,000","2,016,000","-8,390,000","-11,510,000","-16,896,000","7,394,000","-8,299,000",-,"-1,343,000",-,"-1,669,000",-,"-2,223,000","12,765,000","8,969,000","-410,000","91,361,000","176,020,000","-685,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,0.031,-0.675,-,-0.476,-,-0.940,-,-0.458,-,-,-,-0.093,-,-,-,0.495,-,-,-,-0.037,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Per Share,-,-,-,0.650,-,-,-,0.650,-,-,-,0.650,-,-,-,0.600,-,-,-,0.480,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Growth,-,-,-,0%,-,-,-,0%,-,-,-,8.333%,-,-,-,25.000%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,95.600%,92.778%,95.351%,93.952%,91.603%,95.912%,93.734%,93.120%,93.847%,92.454%,92.876%,91.875%,91.976%,96.441%,88.428%,90.654%,89.828%,97.422%,97.931%,94.543%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,12.005%,0.917%,-11.323%,-12.634%,-0.491%,8.758%,-7.569%,12.881%,15.153%,20.374%,35.750%,45.363%,24.606%,42.046%,35.132%,40.202%,41.913%,63.872%,70.922%,3.744%,Upgrade,Financials in EUR,Fiscal year is January - December
