Fiscal Year,TTM,FY 2013,FY 2012,FY 2011,FY 2010,FY 2009,2008 - 2004,Currency,Fiscal_Year_period
Period Ending,"Jun '14 Jun 30, 2014","Dec '13 Dec 31, 2013","Dec '12 Dec 31, 2012","Dec '11 Dec 31, 2011","Dec '10 Dec 31, 2010","Dec '09 Dec 31, 2009",2008 - 2004,,
Revenue,"42,000","1,369,000","94,370,000","47,720,000","112,521,000","114,899,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-99.859%,-98.549%,97.758%,-57.590%,-2.070%,38.681%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"-167,000","11,857,000","96,695,000","75,333,000","93,638,000","157,125,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"209,000","-10,488,000","-2,325,000","-27,613,000","18,883,000","-42,226,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,915,000","27,529,000","87,714,000","31,877,000","33,331,000","36,716,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"48,366,000","27,529,000","87,714,000","31,877,000","33,331,000","36,716,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-48,157,000","-38,017,000","-90,039,000","-59,490,000","-14,448,000","-78,942,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-1,565,000","-1,442,000","-144,000","-140,000","-105,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"21,000","77,000","169,000","275,000","934,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,000","8,000","-4,000","13,000","239,000","171,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-48,159,000","-39,553,000","-91,408,000","-59,452,000","-14,074,000","-77,942,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-554,000","-16,066,000",-,"-1,916,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"4,580,000",-,"-30,000","-11,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-4,414,000","-4,414,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"51,613,000","43,451,000","-2,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"3,066,000","-16,582,000","-93,438,000","-61,366,000","-14,074,000","-77,942,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"-2,158,000","-26,000","1,000","1,000","-1,411,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"3,066,000","-14,424,000","-93,412,000","-61,367,000","-14,075,000","-76,531,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"3,066,000","-14,424,000","-93,412,000","-61,367,000","-14,075,000","-76,531,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"37,453,000","37,448,000","36,342,000","33,288,000","24,488,000","18,865,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"37,453,000","37,448,000","36,342,000","33,288,000","24,488,000","18,865,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.897%,3.043%,9.174%,35.936%,29.807%,23.949%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.082,-0.385,-2.570,-1.844,-0.575,-4.057,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.082,-0.385,-2.570,-1.844,-0.575,-4.057,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,366,000","-67,339,000","-38,742,000","-73,231,000","-49,964,000","-81,523,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.223,-1.798,-1.066,-2.200,-2.040,-4.321,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,497.619%,-,-2.464%,-57.865%,16.782%,-36.751%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-114659.524%,-2776.991%,-95.411%,-124.665%,-12.840%,-68.706%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7300.000%,-1053.616%,-98.985%,-128.598%,-12.509%,-66.607%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-19919.048%,-4918.846%,-41.053%,-153.460%,-44.404%,-70.952%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-47,648,000","-37,295,000","-88,052,000","-57,308,000","-12,236,000","-76,826,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-93.305%,-120.092%,-10.874%,-66.864%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"509,000","722,000","1,987,000","2,182,000","2,212,000","2,116,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-48,157,000","-38,017,000","-90,039,000","-59,490,000","-14,448,000","-78,942,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-95.411%,-124.665%,-12.840%,-68.706%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"42,000","1,369,000","94,370,000","47,720,000","112,521,000","114,899,000",Upgrade,Financials in USD,Fiscal year is January - December
