Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"5,902,000","5,902,000","7,501,000","10,211,000","7,434,000","32,156,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-21.317%,-21.317%,-26.540%,37.355%,-76.881%,92.298%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"41,070,000","41,070,000","54,922,000","63,572,000","85,731,000","81,497,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"-35,168,000","-35,168,000","-47,421,000","-53,361,000","-78,297,000","-49,341,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","23,626,000","23,626,000","25,374,000","27,210,000","30,867,000","25,609,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Operating Expenses,"-822,000","-822,000","-3,506,000","3,000","-68,000","-78,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"22,804,000","22,804,000","21,868,000","27,213,000","30,799,000","25,531,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-57,972,000","-57,972,000","-69,289,000","-80,574,000","-109,096,000","-74,872,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-20,658,000","-20,658,000","-19,444,000","-16,906,000","-15,939,000","-14,716,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"1,824,000","1,824,000","831,000","3,000","22,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-76,000","-76,000","-163,000","-536,000","1,471,000","246,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-1,572,000","-1,572,000","-2,883,000","5,514,000","5,225,000","607,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-78,454,000","-78,454,000","-90,948,000","-92,499,000","-118,317,000","-88,735,000",Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,"76,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,"-9,693,000","-9,693,000","8,771,000","913,000","18,687,000","1,380,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-88,147,000","-88,147,000","-82,101,000","-91,586,000","-99,630,000","-87,355,000",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"-191,000","-191,000","-212,000","-239,000","-819,000","-9,415,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-87,956,000","-87,956,000","-81,889,000","-91,347,000","-98,811,000","-77,940,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-87,956,000","-87,956,000","-81,889,000","-91,347,000","-98,811,000","-77,940,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"986,702,919","986,702,919","777,719,091","682,861,425","605,064,036","528,821,630",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"986,702,919","986,702,919","777,719,091","682,861,425","605,064,036","528,821,630",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),26.871%,26.871%,13.891%,12.858%,14.417%,6.966%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.089,-0.089,-0.105,-0.134,-0.163,-0.147,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.089,-0.089,-0.105,-0.134,-0.163,-0.147,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-48,729,000","-48,729,000","-63,533,000","-65,939,000","-102,396,000","-58,461,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.049,-0.049,-0.082,-0.097,-0.169,-0.111,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-,-,-,-,-,-153.442%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-982.243%,-982.243%,-923.730%,-789.090%,-1467.528%,-232.840%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1490.274%,-1490.274%,-1091.708%,-894.594%,-1329.177%,-242.381%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-825.635%,-825.635%,-846.994%,-645.764%,-1377.401%,-181.804%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-56,077,000","-56,077,000","-66,843,000","-77,911,000","-106,523,000","-72,713,000",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-,-,-,-,-,-226.126%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"1,895,000","1,895,000","2,446,000","2,663,000","2,573,000","2,159,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-57,972,000","-57,972,000","-69,289,000","-80,574,000","-109,096,000","-74,872,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-,-,-,-,-,-232.840%,Upgrade,Financials in USD,Fiscal year is July - June
