Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"10,370,000","5,304,000","5,867,000","4,920,000","6,068,000","5,288,000","4,886,000","4,909,000","4,792,000","5,558,000","5,416,000","5,852,000","4,514,000","6,130,000","5,448,000",-,"4,850,000","4,708,000","5,900,000","5,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),70.897%,0.303%,20.078%,0.224%,26.628%,-4.858%,-9.786%,-16.114%,6.159%,-9.331%,-0.587%,-,-6.928%,30.204%,-7.661%,-,-16.437%,-15.868%,14.719%,-7.572%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,970,000","1,106,000","1,055,000","955,000","1,076,000","1,061,000","977,000","936,000","860,000","1,072,000","1,124,000","932,000","791,000","1,041,000","921,000",-,"674,000","722,000","849,000","812,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,400,000","4,198,000","4,812,000","3,965,000","4,992,000","4,227,000","3,909,000","3,973,000","3,932,000","4,486,000","4,292,000","4,920,000","3,723,000","5,089,000","4,527,000",-,"4,176,000","3,986,000","5,051,000","5,096,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,605,000","1,317,000","1,468,000","1,294,000","1,690,000","1,262,000","1,179,000","1,028,000","1,384,000","961,000","1,173,000","1,025,000","1,703,000","1,182,000","1,200,000",-,"1,640,000","1,317,000","1,441,000","1,344,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,"29,000","10,000","97,000","3,000","32,000",-,"1,000","65,000",-,-,"87,000","1,000",-,"50,000","13,000","24,000","46,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,530,000","1,609,000","1,757,000","1,596,000","1,969,000","1,701,000","1,525,000","1,401,000","1,722,000","1,117,000","1,393,000","1,025,000","1,703,000","1,269,000","1,201,000",-,"1,690,000","1,330,000","1,465,000","1,390,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,870,000","2,589,000","3,055,000","2,369,000","3,023,000","2,526,000","2,384,000","2,572,000","2,210,000","3,369,000","2,899,000","3,895,000","2,020,000","3,820,000","3,326,000",-,"2,486,000","2,656,000","3,586,000","3,706,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-292,000",-,-,-,-,-,-,-,-,-,-,-,"-9,000","-40,000","-39,000",-,"-64,000","-90,000","-124,000","-181,000",Upgrade,Financials in USD,Fiscal year is January - December
